,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,17:30 ,Premier League,Matchweek 1,Sat,Home,D,2,2,Everton,1.0,1.0,58,"31,231",Conor Coady,3-4-3,Craig Pawson,https://fbref.com/en/matches/8dc8eaeb/Wolverhampton-Wanderers-Everton-August-11-2018-Premier-League,
1,2018-08-18,15:00 ,Premier League,Matchweek 2,Sat,Away,L,0,2,Leicester City,1.1,0.2,57,"32,043",Conor Coady,3-4-3,Mike Dean,https://fbref.com/en/matches/8088d605/Leicester-City-Wolverhampton-Wanderers-August-18-2018-Premier-League,
2,2018-08-25,12:30 ,Premier League,Matchweek 3,Sat,Home,D,1,1,Manchester City,1.0,1.6,29,"31,322",Conor Coady,3-4-3,Martin Atkinson,https://fbref.com/en/matches/a25a3f33/Wolverhampton-Wanderers-Manchester-City-August-25-2018-Premier-League,
4,2018-09-01,15:00 ,Premier League,Matchweek 4,Sat,Away,W,1,0,West Ham,1.0,1.1,52,"56,947",Conor Coady,3-4-3,Chris Kavanagh,https://fbref.com/en/matches/c600b8ae/West-Ham-United-Wolverhampton-Wanderers-September-1-2018-Premier-League,
5,2018-09-16,13:30 ,Premier League,Matchweek 5,Sun,Home,W,1,0,Burnley,2.6,0.3,59,"30,406",Conor Coady,3-4-3,Andre Marriner,https://fbref.com/en/matches/50f2128e/Wolverhampton-Wanderers-Burnley-September-16-2018-Premier-League,
6,2018-09-22,15:00 ,Premier League,Matchweek 6,Sat,Away,D,1,1,Manchester Utd,1.0,0.6,36,"74,489",Conor Coady,3-4-3,Kevin Friend,https://fbref.com/en/matches/939e3a15/Manchester-United-Wolverhampton-Wanderers-September-22-2018-Premier-League,
8,2018-09-29,15:00 ,Premier League,Matchweek 7,Sat,Home,W,2,0,Southampton,1.6,0.8,49,"31,147",Conor Coady,3-4-3,Stuart Attwell,https://fbref.com/en/matches/85cb9e4e/Wolverhampton-Wanderers-Southampton-September-29-2018-Premier-League,
9,2018-10-06,15:00 ,Premier League,Matchweek 8,Sat,Away,W,1,0,Crystal Palace,0.7,1.4,33,"25,715",Conor Coady,3-4-3,Michael Oliver,https://fbref.com/en/matches/e4ee9373/Crystal-Palace-Wolverhampton-Wanderers-October-6-2018-Premier-League,
10,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Home,L,0,2,Watford,0.7,1.1,45,"31,144",Conor Coady,3-4-3,Lee Mason,https://fbref.com/en/matches/b10be7f2/Wolverhampton-Wanderers-Watford-October-20-2018-Premier-League,
11,2018-10-27,15:00 ,Premier League,Matchweek 10,Sat,Away,L,0,1,Brighton,1.4,0.9,60,"30,654",Conor Coady,3-4-3,Anthony Taylor,https://fbref.com/en/matches/1b2a6c82/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-October-27-2018-Premier-League,
12,2018-11-03,19:45 ,Premier League,Matchweek 11,Sat,Home,L,2,3,Tottenham,2.7,1.4,49,"31,185",Conor Coady,3-4-3,Mike Dean,https://fbref.com/en/matches/b8b6baee/Wolverhampton-Wanderers-Tottenham-Hotspur-November-3-2018-Premier-League,
13,2018-11-11,16:30 ,Premier League,Matchweek 12,Sun,Away,D,1,1,Arsenal,1.9,0.9,29,"60,030",Conor Coady,3-4-3,Stuart Attwell,https://fbref.com/en/matches/419ce689/Arsenal-Wolverhampton-Wanderers-November-11-2018-Premier-League,
14,2018-11-25,16:00 ,Premier League,Matchweek 13,Sun,Home,L,0,2,Huddersfield,0.8,0.7,46,"30,130",Conor Coady,3-4-3,Kevin Friend,https://fbref.com/en/matches/afb0fe29/Wolverhampton-Wanderers-Huddersfield-Town-November-25-2018-Premier-League,
15,2018-11-30,20:00 ,Premier League,Matchweek 14,Fri,Away,L,1,2,Cardiff City,0.8,1.0,52,"30,213",Conor Coady,3-4-3,Andre Marriner,https://fbref.com/en/matches/c8d648e4/Cardiff-City-Wolverhampton-Wanderers-November-30-2018-Premier-League,
16,2018-12-05,19:45 ,Premier League,Matchweek 15,Wed,Home,W,2,1,Chelsea,0.7,1.3,30,"31,300",Conor Coady,3-4-3,Jonathan Moss,https://fbref.com/en/matches/1f0139bd/Wolverhampton-Wanderers-Chelsea-December-5-2018-Premier-League,
17,2018-12-09,16:00 ,Premier League,Matchweek 16,Sun,Away,W,2,1,Newcastle Utd,1.8,0.6,49,"50,223",Conor Coady,3-4-3,Mike Dean,https://fbref.com/en/matches/3fabd313/Newcastle-United-Wolverhampton-Wanderers-December-9-2018-Premier-League,
18,2018-12-15,15:00 ,Premier League,Matchweek 17,Sat,Home,W,2,0,Bournemouth,1.8,0.6,38,"30,997",Conor Coady,3-4-1-2,Simon Hooper,https://fbref.com/en/matches/f2f44842/Wolverhampton-Wanderers-Bournemouth-December-15-2018-Premier-League,
19,2018-12-21,20:00 ,Premier League,Matchweek 18,Fri,Home,L,0,2,Liverpool,0.9,1.9,39,"31,358",Conor Coady,3-4-1-2,Craig Pawson,https://fbref.com/en/matches/c9705ea1/Wolverhampton-Wanderers-Liverpool-December-21-2018-Premier-League,
20,2018-12-26,12:30 ,Premier League,Matchweek 19,Wed,Away,D,1,1,Fulham,1.4,1.2,70,"24,382",Conor Coady,3-4-1-2,Andre Marriner,https://fbref.com/en/matches/8f09048d/Fulham-Wolverhampton-Wanderers-December-26-2018-Premier-League,
21,2018-12-29,15:00 ,Premier League,Matchweek 20,Sat,Away,W,3,1,Tottenham,0.9,0.3,40,"46,356",Conor Coady,3-4-3,Stuart Attwell,https://fbref.com/en/matches/d72c42c6/Tottenham-Hotspur-Wolverhampton-Wanderers-December-29-2018-Premier-League,
22,2019-01-02,19:45 ,Premier League,Matchweek 21,Wed,Home,L,0,2,Crystal Palace,0.5,1.9,52,"30,666",Conor Coady,3-4-3,Roger East,https://fbref.com/en/matches/044d1986/Wolverhampton-Wanderers-Crystal-Palace-January-2-2019-Premier-League,
24,2019-01-14,20:00 ,Premier League,Matchweek 22,Mon,Away,L,0,3,Manchester City,0.1,2.8,24,"54,171",Conor Coady,3-5-2,Craig Pawson,https://fbref.com/en/matches/de53db7d/Manchester-City-Wolverhampton-Wanderers-January-14-2019-Premier-League,
25,2019-01-19,12:30 ,Premier League,Matchweek 23,Sat,Home,W,4,3,Leicester City,1.9,1.9,46,"31,278",Conor Coady,3-5-2,Chris Kavanagh,https://fbref.com/en/matches/0bc77d83/Wolverhampton-Wanderers-Leicester-City-January-19-2019-Premier-League,
27,2019-01-29,19:45 ,Premier League,Matchweek 24,Tue,Home,W,3,0,West Ham,2.2,0.2,55,"31,122",Conor Coady,3-5-2,David Coote,https://fbref.com/en/matches/d8569596/Wolverhampton-Wanderers-West-Ham-United-January-29-2019-Premier-League,
28,2019-02-02,15:00 ,Premier League,Matchweek 25,Sat,Away,W,3,1,Everton,1.4,1.2,36,"39,380",Conor Coady,3-5-2,Lee Mason,https://fbref.com/en/matches/34c9e9bf/Everton-Wolverhampton-Wanderers-February-2-2019-Premier-League,
30,2019-02-11,20:00 ,Premier League,Matchweek 26,Mon,Home,D,1,1,Newcastle Utd,2.3,0.4,59,"30,687",Conor Coady,3-5-2,Graham Scott,https://fbref.com/en/matches/c3bbcee6/Wolverhampton-Wanderers-Newcastle-United-February-11-2019-Premier-League,
32,2019-02-23,15:00 ,Premier League,Matchweek 27,Sat,Away,D,1,1,Bournemouth,1.5,2.4,55,"10,671",Conor Coady,3-5-2,Roger East,https://fbref.com/en/matches/9b38c79c/Bournemouth-Wolverhampton-Wanderers-February-23-2019-Premier-League,
33,2019-02-26,19:45 ,Premier League,Matchweek 28,Tue,Away,L,0,1,Huddersfield,0.6,1.6,50,"22,714",Conor Coady,3-5-2,David Coote,https://fbref.com/en/matches/430439d8/Huddersfield-Town-Wolverhampton-Wanderers-February-26-2019-Premier-League,
34,2019-03-02,15:00 ,Premier League,Matchweek 29,Sat,Home,W,2,0,Cardiff City,2.8,0.6,56,"31,309",Conor Coady,3-5-2,Andre Marriner,https://fbref.com/en/matches/2e1e02b8/Wolverhampton-Wanderers-Cardiff-City-March-2-2019-Premier-League,
35,2019-03-10,14:05 ,Premier League,Matchweek 30,Sun,Away,D,1,1,Chelsea,0.5,1.1,24,"40,692",Conor Coady,3-5-2,Michael Oliver,https://fbref.com/en/matches/e39bc237/Chelsea-Wolverhampton-Wanderers-March-10-2019-Premier-League,
37,2019-03-30,15:00 ,Premier League,Matchweek 32,Sat,Away,L,0,2,Burnley,0.5,0.5,62,"20,990",Conor Coady,3-5-2,Chris Kavanagh,https://fbref.com/en/matches/1b9e6483/Burnley-Wolverhampton-Wanderers-March-30-2019-Premier-League,
38,2019-04-02,19:45 ,Premier League,Matchweek 33,Tue,Home,W,2,1,Manchester Utd,1.8,1.8,49,"31,302",Conor Coady,3-5-2,Mike Dean,https://fbref.com/en/matches/658e6ed1/Wolverhampton-Wanderers-Manchester-United-April-2-2019-Premier-League,
40,2019-04-13,15:00 ,Premier League,Matchweek 34,Sat,Away,L,1,3,Southampton,0.8,2.9,69,"31,708",Conor Coady,3-5-2,Jonathan Moss,https://fbref.com/en/matches/ce640b61/Southampton-Wolverhampton-Wanderers-April-13-2019-Premier-League,
41,2019-04-20,15:00 ,Premier League,Matchweek 35,Sat,Home,D,0,0,Brighton,2.7,0.2,68,"31,096",Conor Coady,3-5-2,Craig Pawson,https://fbref.com/en/matches/f6e97df8/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-April-20-2019-Premier-League,
42,2019-04-24,19:45 ,Premier League,Matchweek 31,Wed,Home,W,3,1,Arsenal,1.2,0.8,30,"31,436",Conor Coady,3-5-2,Stuart Attwell,https://fbref.com/en/matches/199f42bd/Wolverhampton-Wanderers-Arsenal-April-24-2019-Premier-League,
43,2019-04-27,15:00 ,Premier League,Matchweek 36,Sat,Away,W,2,1,Watford,2.0,0.8,44,"20,323",Conor Coady,3-5-2,Simon Hooper,https://fbref.com/en/matches/75a55372/Watford-Wolverhampton-Wanderers-April-27-2019-Premier-League,
44,2019-05-04,15:00 ,Premier League,Matchweek 37,Sat,Home,W,1,0,Fulham,2.0,0.5,40,"30,456",Conor Coady,3-5-2,Jonathan Moss,https://fbref.com/en/matches/0cf7f89d/Wolverhampton-Wanderers-Fulham-May-4-2019-Premier-League,
45,2019-05-12,15:00 ,Premier League,Matchweek 38,Sun,Away,L,0,2,Liverpool,1.3,1.6,41,"53,331",Conor Coady,3-5-2,Martin Atkinson,https://fbref.com/en/matches/63c1d6b9/Liverpool-Wolverhampton-Wanderers-May-12-2019-Premier-League,
