,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2019-08-10,15:00 ,Premier League,Matchweek 1,Sat,Away,D,1,1,Bournemouth,1.3,1.3,47,"10,714",Oliver Norwood,3-5-2,Kevin Friend,https://fbref.com/en/matches/d402cacd/Bournemouth-Sheffield-United-August-10-2019-Premier-League,
1,2019-08-18,14:00 ,Premier League,Matchweek 2,Sun,Home,W,1,0,Crystal Palace,2.2,0.3,43,"30,197",Oliver Norwood,3-5-2,David Coote,https://fbref.com/en/matches/7ca12d31/Sheffield-United-Crystal-Palace-August-18-2019-Premier-League,
2,2019-08-24,15:00 ,Premier League,Matchweek 3,Sat,Home,L,1,2,Leicester City,0.3,0.8,49,"30,079",Oliver Norwood,3-5-2,Andy Madley,https://fbref.com/en/matches/48fcf75b/Sheffield-United-Leicester-City-August-24-2019-Premier-League,
4,2019-08-31,15:00 ,Premier League,Matchweek 4,Sat,Away,D,2,2,Chelsea,1.1,2.0,38,"40,560",Oliver Norwood,3-5-2,Stuart Attwell,https://fbref.com/en/matches/495db223/Chelsea-Sheffield-United-August-31-2019-Premier-League,
5,2019-09-14,15:00 ,Premier League,Matchweek 5,Sat,Home,L,0,1,Southampton,1.8,1.6,49,"30,985",Oliver Norwood,3-5-2,Lee Mason,https://fbref.com/en/matches/e5f9905d/Sheffield-United-Southampton-September-14-2019-Premier-League,
6,2019-09-21,15:00 ,Premier League,Matchweek 6,Sat,Away,W,2,0,Everton,0.5,1.0,31,"39,354",Oliver Norwood,3-5-2,Simon Hooper,https://fbref.com/en/matches/707ee0eb/Everton-Sheffield-United-September-21-2019-Premier-League,
8,2019-09-28,12:30 ,Premier League,Matchweek 7,Sat,Home,L,0,1,Liverpool,1.3,1.9,30,"31,774",Oliver Norwood,3-5-2,Anthony Taylor,https://fbref.com/en/matches/1224c8ae/Sheffield-United-Liverpool-September-28-2019-Premier-League,
9,2019-10-05,15:00 ,Premier League,Matchweek 8,Sat,Away,D,0,0,Watford,0.4,1.4,60,"20,811",Oliver Norwood,3-5-2,Andre Marriner,https://fbref.com/en/matches/2b83068d/Watford-Sheffield-United-October-5-2019-Premier-League,
10,2019-10-21,20:00 ,Premier League,Matchweek 9,Mon,Home,W,1,0,Arsenal,0.9,1.0,33,"30,775",Oliver Norwood,3-5-2,Mike Dean,https://fbref.com/en/matches/f63044fd/Sheffield-United-Arsenal-October-21-2019-Premier-League,
11,2019-10-26,15:00 ,Premier League,Matchweek 10,Sat,Away,D,1,1,West Ham,1.0,2.3,40,"59,878",Oliver Norwood,3-5-2,David Coote,https://fbref.com/en/matches/43aa7711/West-Ham-United-Sheffield-United-October-26-2019-Premier-League,
12,2019-11-02,15:00 ,Premier League,Matchweek 11,Sat,Home,W,3,0,Burnley,2.3,0.8,45,"31,131",Oliver Norwood,3-5-2,Simon Hooper,https://fbref.com/en/matches/21606115/Sheffield-United-Burnley-November-2-2019-Premier-League,
13,2019-11-09,15:00 ,Premier League,Matchweek 12,Sat,Away,D,1,1,Tottenham,0.9,1.8,39,"59,781",Oliver Norwood,3-5-2,Graham Scott,https://fbref.com/en/matches/ec70bb2c/Tottenham-Hotspur-Sheffield-United-November-9-2019-Premier-League,
14,2019-11-24,16:30 ,Premier League,Matchweek 13,Sun,Home,D,3,3,Manchester Utd,1.3,1.3,41,"32,024",Oliver Norwood,3-5-2,Andre Marriner,https://fbref.com/en/matches/a1d9d65f/Sheffield-United-Manchester-United-November-24-2019-Premier-League,
15,2019-12-01,14:00 ,Premier League,Matchweek 14,Sun,Away,D,1,1,Wolves,1.5,1.3,41,"31,642",Oliver Norwood,3-5-2,David Coote,https://fbref.com/en/matches/53a77072/Wolverhampton-Wanderers-Sheffield-United-December-1-2019-Premier-League,
16,2019-12-05,19:30 ,Premier League,Matchweek 15,Thu,Home,L,0,2,Newcastle Utd,1.1,0.5,73,"30,409",Billy Sharp,3-5-2,Stuart Attwell,https://fbref.com/en/matches/8a9fa2d9/Sheffield-United-Newcastle-United-December-5-2019-Premier-League,
17,2019-12-08,14:00 ,Premier League,Matchweek 16,Sun,Away,W,2,1,Norwich City,0.8,0.7,42,"26,881",Oliver Norwood,3-5-2,Simon Hooper,https://fbref.com/en/matches/529b20fa/Norwich-City-Sheffield-United-December-8-2019-Premier-League,
