,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Brennan Johnson,20.0,wls WAL,"FW,RW",21-271,90,20,1,4,5,12,5,20,0,0,,0,,15,136,94,4,3,4,2,1,12,3
1,Danilo,28.0,br BRA,AM,21-295,57,17,2,8,9,1,0,17,2,1,50.0,0,0.0,8,36,16,0,0,0,1,2,6,2
2,André Ayew,34.0,gh GHA,"FW,LW",33-063,33,13,3,4,7,2,0,13,1,0,0.0,0,0.0,6,28,16,1,0,0,1,0,6,1
3,Morgan Gibbs-White,10.0,eng ENG,AM,23-022,90,30,2,6,15,9,1,30,2,0,0.0,2,100.0,15,68,13,0,0,0,3,0,20,5
4,Jack Colback,8.0,eng ENG,LM,33-117,57,13,4,12,1,0,0,13,1,0,0.0,0,0.0,4,20,1,0,0,0,0,0,2,0
5,Neco Williams,7.0,wls WAL,"RM,RB",21-311,33,16,1,2,11,3,0,16,1,1,100.0,0,0.0,12,83,64,2,2,0,1,0,12,0
6,Jonjo Shelvey,6.0,eng ENG,CM,30-356,71,25,5,16,10,0,0,25,0,0,,0,,10,68,37,1,0,0,0,1,14,0
7,Orel Mangala,5.0,be BEL,"DM,CM",24-337,19,15,0,2,11,2,0,15,0,0,,0,,6,11,2,0,0,0,0,0,8,0
8,Remo Freuler,23.0,ch SUI,"RM,LM,DM",30-309,90,20,2,7,12,1,0,20,0,0,,0,,9,30,14,0,0,0,0,3,11,1
9,Renan Lodi,32.0,br BRA,LB,24-316,78,18,2,15,3,1,0,18,0,0,,0,,4,39,23,0,0,0,0,0,5,1
10,Harry Toffolo,15.0,eng ENG,LB,27-183,12,6,2,5,1,0,0,6,0,0,,0,,3,14,12,0,0,0,0,0,2,0
11,Felipe,38.0,br BRA,CB,33-278,90,37,15,26,9,4,2,37,1,1,100.0,0,0.0,18,107,40,0,1,0,1,1,13,0
12,Joe Worrall,4.0,eng ENG,CB,26-039,90,58,15,42,16,0,0,58,0,0,,0,,26,177,98,0,0,0,0,0,28,0
13,Serge Aurier,24.0,ci CIV,RB,30-056,78,36,8,16,19,1,0,36,1,1,100.0,0,0.0,12,36,28,0,1,0,1,0,20,0
14,Chris Wood,39.0,nz NZL,FW,31-073,12,7,1,1,3,3,1,7,0,0,,0,,4,3,2,0,0,0,0,0,4,0
15,Keylor Navas,12.0,cr CRC,GK,36-065,90,54,48,54,0,0,0,54,0,0,,0,,25,142,92,0,0,0,1,0,16,0
16,16 Players,,,,,990,385,111,220,132,39,9,385,9,4,44.4,2,22.2,177,998,552,8,7,4,11,8,179,13
