,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Robin van Persie,,nl NED,FW,28-091,90,1,1,0,,,,0,0,,,,,,,0,,
1,Gervinho,,ci CIV,"FW,MF",24-162,71,0,1,0,,,,0,0,,,,,,,0,,
2,Yossi Benayoun,,il ISR,MF,31-184,19,0,0,0,,,,0,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",22-234,77,0,0,0,,,,0,0,,,,,,,0,,
4,Andrey Arshavin,,ru RUS,"FW,MF",30-160,13,0,0,0,,,,0,0,,,,,,,0,,
5,Aaron Ramsey,,wls WAL,MF,20-314,70,0,0,0,,,,0,0,,,,,,,0,,
6,Tomáš Rosický,,cz CZE,MF,31-032,20,0,0,0,,,,0,0,,,,,,,0,,
7,Mikel Arteta,,es ESP,MF,29-224,90,1,0,0,,,,0,0,,,,,,,0,,
8,Alexandre Song,,cm CMR,"DF,MF",24-057,90,0,0,0,,,,0,0,,,,,,,0,,
9,André Santos,,br BRA,"DF,MF",28-242,90,0,0,0,,,,0,0,,,,,,,0,,
10,Thomas Vermaelen,,be BEL,DF,25-356,90,1,0,0,,,,0,0,,,,,,,0,,
11,Laurent Koscielny,,fr FRA,DF,26-056,90,0,0,0,,,,0,0,,,,,,,0,,
12,Carl Jenkinson,,eng ENG,DF,19-270,90,0,0,0,,,,0,0,,,,,,,0,,
13,Wojciech Szczęsny,,pl POL,GK,21-201,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,3,2,0,,,,0,0,,,,,,,0,,
