,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
13,2016-11-06,14:15 ,Premier League,Matchweek 11,Sun,Home,W,2,1,Southampton,34,"17,768",Michael Dawson,3-5-2,Graham Scott,https://fbref.com/en/matches/f1ef05e1/Hull-City-Southampton-November-6-2016-Premier-League,
14,2016-11-19,15:00 ,Premier League,Matchweek 12,Sat,Away,L,0,3,Sunderland,59,"41,271",Michael Dawson,4-4-1-1,Lee Mason,https://fbref.com/en/matches/93cbea2e/Sunderland-Hull-City-November-19-2016-Premier-League,
15,2016-11-26,15:00 ,Premier League,Matchweek 13,Sat,Home,D,1,1,West Brom,53,"18,086",Michael Dawson,4-4-1-1,Paul Tierney,https://fbref.com/en/matches/7e89be76/Hull-City-West-Bromwich-Albion-November-26-2016-Premier-League,
17,2016-12-05,20:00 ,Premier League,Matchweek 14,Mon,Away,L,0,1,Middlesbrough,39,"27,395",Michael Dawson,4-4-1-1,Mike Dean,https://fbref.com/en/matches/df3eda24/Middlesbrough-Hull-City-December-5-2016-Premier-League,
18,2016-12-10,15:00 ,Premier League,Matchweek 15,Sat,Home,D,3,3,Crystal Palace,57,"17,403",Michael Dawson,3-5-1-1,Mike Jones,https://fbref.com/en/matches/247883d2/Hull-City-Crystal-Palace-December-10-2016-Premier-League,
19,2016-12-14,20:00 ,Premier League,Matchweek 16,Wed,Away,L,0,3,Tottenham,37,"31,347",Michael Dawson,3-5-1-1,Andre Marriner,https://fbref.com/en/matches/98819322/Tottenham-Hotspur-Hull-City-December-14-2016-Premier-League,
20,2016-12-17,15:00 ,Premier League,Matchweek 17,Sat,Away,L,0,1,West Ham,44,"56,952",Michael Dawson,3-5-1-1,Lee Mason,https://fbref.com/en/matches/62dce23a/West-Ham-United-Hull-City-December-17-2016-Premier-League,
21,2016-12-26,17:15 ,Premier League,Matchweek 18,Mon,Home,L,0,3,Manchester City,33,"23,134",Michael Dawson,3-5-1-1,Robert Madley,https://fbref.com/en/matches/65448ede/Hull-City-Manchester-City-December-26-2016-Premier-League,
22,2016-12-30,20:00 ,Premier League,Matchweek 19,Fri,Home,D,2,2,Everton,43,"20,111",Michael Dawson,3-5-2,Jonathan Moss,https://fbref.com/en/matches/05c6c17b/Hull-City-Everton-December-30-2016-Premier-League,
23,2017-01-02,15:00 ,Premier League,Matchweek 20,Mon,Away,L,1,3,West Brom,59,"23,402",Michael Dawson,3-4-1-2,Mark Clattenburg,https://fbref.com/en/matches/88b8e354/West-Bromwich-Albion-Hull-City-January-2-2017-Premier-League,
26,2017-01-14,15:00 ,Premier League,Matchweek 21,Sat,Home,W,3,1,Bournemouth,39,"17,963",Michael Dawson,3-5-2,Martin Atkinson,https://fbref.com/en/matches/d4078ca6/Hull-City-Bournemouth-January-14-2017-Premier-League,
27,2017-01-22,16:30 ,Premier League,Matchweek 22,Sun,Away,L,0,2,Chelsea,47,"41,605",Michael Dawson,3-4-3,Niel Swarbrick,https://fbref.com/en/matches/028caf73/Chelsea-Hull-City-January-22-2017-Premier-League,
30,2017-02-01,20:00 ,Premier League,Matchweek 23,Wed,Away,D,0,0,Manchester Utd,33,"75,297",Michael Dawson,4-1-4-1,Mike Jones,https://fbref.com/en/matches/05358492/Manchester-United-Hull-City-February-1-2017-Premier-League,
31,2017-02-04,15:00 ,Premier League,Matchweek 24,Sat,Home,W,2,0,Liverpool,28,"24,822",Tom Huddlestone,4-2-3-1,Lee Mason,https://fbref.com/en/matches/d4011f7a/Hull-City-Liverpool-February-4-2017-Premier-League,
32,2017-02-11,12:30 ,Premier League,Matchweek 25,Sat,Away,L,0,2,Arsenal,51,"59,962",Tom Huddlestone,4-1-4-1,Mark Clattenburg,https://fbref.com/en/matches/37825164/Arsenal-Hull-City-February-11-2017-Premier-League,
33,2017-02-25,15:00 ,Premier League,Matchweek 26,Sat,Home,D,1,1,Burnley,66,"20,156",Tom Huddlestone,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/b632fb2c/Hull-City-Burnley-February-25-2017-Premier-League,
34,2017-03-04,15:00 ,Premier League,Matchweek 27,Sat,Away,L,1,3,Leicester City,51,"31,971",Tom Huddlestone,4-1-4-1,Mike Dean,https://fbref.com/en/matches/b02df7fd/Leicester-City-Hull-City-March-4-2017-Premier-League,
35,2017-03-11,15:00 ,Premier League,Matchweek 28,Sat,Home,W,2,1,Swansea City,50,"19,195",Tom Huddlestone,4-1-4-1,Andre Marriner,https://fbref.com/en/matches/25e9da07/Hull-City-Swansea-City-March-11-2017-Premier-League,
36,2017-03-18,15:00 ,Premier League,Matchweek 29,Sat,Away,L,0,4,Everton,49,"39,248",Tom Huddlestone,5-4-1,Paul Tierney,https://fbref.com/en/matches/b09a27fa/Everton-Hull-City-March-18-2017-Premier-League,
37,2017-04-01,15:00 ,Premier League,Matchweek 30,Sat,Home,W,2,1,West Ham,46,"20,820",Curtis Davies,3-4-1-2,Mike Jones,https://fbref.com/en/matches/10a2b988/Hull-City-West-Ham-United-April-1-2017-Premier-League,
38,2017-04-05,19:45 ,Premier League,Matchweek 31,Wed,Home,W,4,2,Middlesbrough,48,"20,380",Harry Maguire,4-4-2,Michael Oliver,https://fbref.com/en/matches/d968d3e0/Hull-City-Middlesbrough-April-5-2017-Premier-League,
39,2017-04-08,15:00 ,Premier League,Matchweek 32,Sat,Away,L,1,3,Manchester City,33,"54,393",Michael Dawson,4-4-1-1,Jonathan Moss,https://fbref.com/en/matches/14afe049/Manchester-City-Hull-City-April-8-2017-Premier-League,
40,2017-04-15,15:00 ,Premier League,Matchweek 33,Sat,Away,L,1,3,Stoke City,55,"27,505",Michael Dawson,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/613431fe/Stoke-City-Hull-City-April-15-2017-Premier-League,
41,2017-04-22,15:00 ,Premier League,Matchweek 34,Sat,Home,W,2,0,Watford,34,"20,432",Harry Maguire,4-2-3-1,Robert Madley,https://fbref.com/en/matches/01faceb4/Hull-City-Watford-April-22-2017-Premier-League,
42,2017-04-29,15:00 ,Premier League,Matchweek 35,Sat,Away,D,0,0,Southampton,48,"31,120",Harry Maguire,4-2-3-1,Mike Dean,https://fbref.com/en/matches/8933fe83/Southampton-Hull-City-April-29-2017-Premier-League,
43,2017-05-06,15:00 ,Premier League,Matchweek 36,Sat,Home,L,0,2,Sunderland,60,"22,480",Harry Maguire,4-4-2,Niel Swarbrick,https://fbref.com/en/matches/b2d5d309/Hull-City-Sunderland-May-6-2017-Premier-League,
44,2017-05-14,12:00 ,Premier League,Matchweek 37,Sun,Away,L,0,4,Crystal Palace,70,"25,176",Michael Dawson,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/feeb3b85/Crystal-Palace-Hull-City-May-14-2017-Premier-League,
45,2017-05-21,15:00 ,Premier League,Matchweek 38,Sun,Home,L,1,7,Tottenham,35,"23,804",Michael Dawson,3-4-3,Andre Marriner,https://fbref.com/en/matches/966fe8c9/Hull-City-Tottenham-Hotspur-May-21-2017-Premier-League,
