,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Hugo Rodallega,,co COL,FW,25-062,90,0,0,0,,,,1,0,,,,,,,0,,
1,Charles N'Zogbia,,fr FRA,"DF,FW",24-120,90,0,0,0,,,,0,0,,,,,,,0,,
2,Ronnie Stam,,nl NED,"DF,MF",26-099,58,0,0,0,,,,1,0,,,,,,,0,,
3,Franco Di Santo,,ar ARG,FW,21-171,31,0,0,0,,,,0,0,,,,,,,0,,
4,Victor Moses,,ng NGA,"DF,FW",19-287,1,0,0,0,,,,0,0,,,,,,,0,,
5,Mohamed Diamé,,sn SEN,MF,23-103,81,0,0,0,,,,0,0,,,,,,,0,,
6,Ben Watson,,eng ENG,MF,25-078,9,0,0,0,,,,0,0,,,,,,,0,,
7,James McCarthy,,ie IRL,MF,19-317,90,0,0,0,,,,0,0,,,,,,,0,,
8,Hendry Thomas,,hn HON,MF,25-214,90,0,0,0,,,,0,0,,,,,,,0,,
9,Maynor Figueroa,,hn HON,DF,27-146,90,0,0,0,,,,0,0,,,,,,,0,,
10,Antolín Alcaraz,,py PAR,DF,28-057,90,0,0,0,,,,0,0,,,,,,,0,,
11,Steve Gohouri,,ci CIV,DF,29-229,90,0,0,0,,,,1,0,,,,,,,0,,
12,Emmerson Boyce,,bb BRB,DF,31-001,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ali Al-Habsi,,om OMA,GK,28-269,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,0,0,0,,,,3,0,,,,,,,0,,
