,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Cameron Jerome,,eng ENG,FW,24-042,77,0,0,0,,,,0,0,,,,,,,0,,
1,Kevin Phillips,,eng ENG,FW,37-062,13,0,0,0,,,,0,0,,,,,,,0,,
2,Alexander Hleb,,by BLR,MF,29-147,61,0,0,0,,,,0,0,,,,,,,0,,
3,Jean Beausejour,,cl CHI,"DF,FW",26-116,29,0,0,0,,,,0,0,,,,,,,0,,
4,Sebastian Larsson,,se SWE,MF,25-111,90,0,0,0,,,,0,0,,,,,,,0,,
5,Lee Bowyer,,eng ENG,MF,33-265,60,0,0,0,,,,0,0,,,,,,,0,,
6,Nikola Žigić,,rs SRB,FW,30-000,30,0,0,0,,,,0,0,,,,,,,0,,
7,Craig Gardner,,eng ENG,MF,23-304,88,0,0,0,,,,0,1,,,,,,,0,,
8,Barry Ferguson,,sct SCO,MF,32-235,90,0,0,0,,,,0,0,,,,,,,0,,
9,Liam Ridgewell,,eng ENG,DF,26-066,90,0,0,0,,,,0,0,,,,,,,0,,
10,Scott Dann,,eng ENG,DF,23-223,90,0,0,0,,,,1,0,,,,,,,0,,
11,Roger Johnson,,eng ENG,DF,27-150,90,0,0,0,,,,1,0,,,,,,,0,,
12,Stephen Carr,,ie IRL,DF,34-027,90,0,0,0,,,,0,0,,,,,,,0,,
13,Ben Foster,,eng ENG,GK,27-175,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,988,0,0,0,,,,2,1,,,,,,,0,,
