,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Danny Welbeck,18.0,eng ENG,FW,30-156,89,33,0,4,9,21,6,33,3,1,33.3,2,66.7,18,110,54,1,1,0,1,1,21,6
1,Jakub Moder,15.0,pl POL,FW,22-024,1,4,0,0,2,2,0,4,0,0,,0,,4,45,11,1,0,0,0,0,4,1
2,Neal Maupay,9.0,fr FRA,FW,24-260,90,34,0,2,21,11,3,34,1,0,0.0,1,100.0,27,141,46,0,2,0,3,2,29,3
3,Leandro Trossard,11.0,be BEL,AM,26-148,80,32,0,3,11,20,3,32,3,3,100.0,0,0.0,26,188,78,3,3,2,3,0,23,7
4,Alireza Jahanbakhsh,16.0,ir IRN,AM,27-263,10,14,0,1,9,4,1,14,1,1,100.0,0,0.0,9,61,13,0,0,0,0,0,12,0
5,Yves Bissouma,8.0,ml MLI,CM,24-244,89,42,5,13,21,10,0,42,6,3,50.0,3,50.0,26,186,79,1,1,0,2,1,24,1
6,Alexis Mac Allister,10.0,ar ARG,CM,22-128,1,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0
7,Pascal Groß,13.0,de GER,CM,29-320,90,60,1,10,33,17,1,59,0,0,,0,,42,160,48,2,2,0,0,4,40,1
8,Dan Burn,33.0,eng ENG,WB,28-357,90,48,9,19,21,8,1,48,2,2,100.0,0,0.0,17,81,16,1,0,0,2,0,25,4
9,Joël Veltman,34.0,nl NED,WB,29-106,90,51,4,12,24,15,3,51,3,1,33.3,2,66.7,27,106,49,1,1,0,1,0,25,3
10,Adam Webster,4.0,eng ENG,CB,26-117,90,49,6,18,28,3,2,49,0,0,,0,,28,227,145,2,2,0,4,0,26,0
11,Lewis Dunk,5.0,eng ENG,CB,29-161,90,54,10,28,25,1,0,54,0,0,,0,,35,156,67,0,1,0,1,0,23,0
12,Ben White,3.0,eng ENG,CB,23-205,90,37,3,6,21,10,3,37,3,2,66.7,1,33.3,24,403,249,7,6,2,0,0,21,0
13,Robert Sánchez,26.0,es ESP,GK,23-164,90,42,31,42,0,0,0,42,0,0,,0,,32,167,114,0,0,0,0,0,24,0
14,14 Players,,,,,990,500,69,158,225,122,23,499,22,13,59.1,9,40.9,315,2031,969,19,19,4,17,8,297,26
