,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Tammy Abraham,10.0,eng ENG,FW,20-187,90,18,17,1,0,0,0,0,0,0,0,0,0,10,0,1
1,Sam Clucas,17.0,eng ENG,LM,27-194,90,53,46,6,2,0,1,5,2,1,1,0,0,47,1,0
2,Tom Carroll,14.0,eng ENG,CM,25-314,90,57,56,1,1,0,1,0,0,0,0,0,0,46,0,3
3,Andy King,24.0,wls WAL,CM,29-160,60,35,33,2,2,0,0,0,0,0,0,0,0,28,0,1
4,Nathan Dyer,12.0,eng ENG,"CM,RM",30-129,30,16,16,0,0,0,0,1,0,0,0,0,0,13,0,0
5,André Ayew,19.0,gh GHA,RM,28-111,84,26,24,2,1,0,1,1,1,0,0,0,0,22,0,0
6,Ki Sung-yueng,4.0,kr KOR,CM,29-073,6,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0
7,Martin Olsson,16.0,se SWE,LB,29-325,90,36,31,5,0,0,1,4,5,0,0,0,0,25,0,2
8,Alfie Mawson,6.0,eng ENG,CB,24-078,90,65,60,5,4,0,2,0,1,0,0,0,0,52,0,1
9,Federico Fernández,33.0,ar ARG,CB,29-045,90,38,36,2,2,0,0,0,0,0,0,0,0,30,0,0
10,Mike van der Hoorn,5.0,nl NED,CB,25-174,45,30,30,0,0,0,1,0,0,0,0,0,0,26,0,0
11,Kyle Bartley,27.0,eng ENG,CB,26-320,45,27,27,0,0,0,1,0,0,0,0,0,0,21,0,1
12,Kyle Naughton,26.0,eng ENG,RB,29-141,90,50,36,14,3,0,0,2,11,0,0,0,0,31,0,1
13,Łukasz Fabiański,1.0,pl POL,GK,32-354,90,38,24,14,6,0,1,0,0,0,0,0,0,26,0,0
14,14 Players,,,,,990,493,440,52,21,0,9,13,20,1,1,0,0,381,1,10
