,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Joshua King,7.0,no NOR,FW,29-296,90,1,0,0,2,0,1,0,0,2,0,0,0,1,3,7,30.0
1,Emmanuel Dennis,25.0,ng NGA,"LM,LW",23-357,73,0,0,0,2,0,0,1,1,2,0,0,0,8,1,3,25.0
2,Cucho,29.0,co COL,"LW,WB",22-201,17,0,0,0,0,0,0,5,0,0,0,0,0,0,0,1,0.0
3,Ozan Tufan,18.0,tr TUR,CM,26-229,61,0,0,0,2,0,0,2,2,1,0,0,0,2,0,0,
4,João Pedro,10.0,br BRA,"AM,CM",20-042,29,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0.0
5,Juraj Kucka,33.0,sk SVK,"CM,DM",34-254,88,2,1,1,4,2,0,0,1,1,0,0,0,10,2,2,50.0
6,Ismaila Sarr,23.0,sn SEN,"RM,RW,CM",23-255,90,0,0,0,1,2,1,1,0,0,0,0,0,1,1,0,100.0
7,Moussa Sissoko,19.0,fr FRA,"DM,CB",32-083,90,1,0,0,2,0,0,1,1,1,0,0,0,5,0,1,0.0
8,Danny Rose,3.0,eng ENG,"LB,WB",31-128,90,0,0,0,4,0,1,2,2,1,0,1,0,6,0,0,
9,Nicolas Nkoulou,13.0,cm CMR,CB,31-225,90,0,0,0,1,0,0,0,1,0,0,0,0,4,1,0,100.0
10,Craig Cathcart,15.0,nir NIR,CB,32-274,89,0,0,0,0,0,0,0,1,0,0,0,0,4,1,0,100.0
11,Ashley Fletcher,17.0,eng ENG,FW,26-036,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0
12,Kiko Femenía,21.0,es ESP,"RB,CB",30-278,90,0,0,0,0,1,0,2,2,2,0,0,0,6,0,0,
13,Ben Foster,1.0,eng ENG,GK,38-218,90,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,
14,14 Players,,,,,988,4,1,1,19,6,3,15,11,10,0,1,0,52,9,17,34.6
