,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Eric Maxim Choupo-Moting,10.0,cm CMR,"FW,WB,AM",28-247,90,0,0,0,0,0,0,2,2,3,0,0,0,7,0,3,0.0
1,Ramadan Sobhi,32.0,eg EGY,AM,20-306,66,0,0,0,0,1,0,0,0,0,0,0,0,8,0,0,
2,Peter Crouch,25.0,eng ENG,FW,36-299,24,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,100.0
3,Xherdan Shaqiri,22.0,ch SUI,AM,26-046,90,0,0,0,0,4,1,4,0,0,0,0,0,6,0,0,
4,Joe Allen,4.0,wls WAL,CM,27-256,90,0,0,0,0,1,0,2,2,3,0,0,0,6,1,1,50.0
5,Darren Fletcher,24.0,sct SCO,CM,33-297,90,0,0,0,0,1,0,1,4,1,0,0,0,9,0,2,0.0
6,Erik Pieters,3.0,nl NED,WB,29-110,90,0,0,0,1,1,0,2,4,3,0,0,0,6,1,0,100.0
7,Mame Biram Diouf,18.0,sn SEN,WB,29-344,73,0,0,0,1,1,0,2,0,2,0,0,0,4,3,1,75.0
8,Jesé,11.0,es ESP,AM,24-272,17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0.0
9,Kevin Wimmer,5.0,at AUT,CB,25-010,90,1,0,0,2,0,0,0,5,1,0,0,0,7,1,3,25.0
10,Ryan Shawcross,17.0,eng ENG,CB,30-052,90,0,0,0,0,0,0,0,3,1,0,0,0,4,2,1,66.7
11,Kurt Zouma,6.0,fr FRA,CB,23-029,90,0,0,0,0,0,0,1,3,1,0,0,0,5,4,1,80.0
12,Lee Grant,33.0,eng ENG,GK,34-302,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13,13 Players,,,,,990,1,0,0,5,9,1,15,23,15,0,0,0,64,15,13,53.6
