,num,joueur
0,5,Jack Stephens
1,6,Wesley Hoedt
2,9,Guido Carrillo
3,11,Dušan Tadić
4,14,Oriol Romeu
5,16,James Ward-Prowse
6,18,Mario Lemina
7,19,Sofiane Boufal
8,21,Ryan Bertrand
9,,
10,44,Fraser Forster
