,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2017-08-11,19:45 ,Premier League,Matchweek 1,Fri,Away,L,3,4,Arsenal,1.5,2.5,32,"59,387",Wes Morgan,4-4-1-1,Mike Dean,https://fbref.com/en/matches/e3c3ddf0/Arsenal-Leicester-City-August-11-2017-Premier-League,
1,2017-08-19,15:00 ,Premier League,Matchweek 2,Sat,Home,W,2,0,Brighton,2.0,0.2,45,"31,902",Wes Morgan,4-4-1-1,Lee Probert,https://fbref.com/en/matches/e487b860/Leicester-City-Brighton-and-Hove-Albion-August-19-2017-Premier-League,
3,2017-08-26,17:30 ,Premier League,Matchweek 3,Sat,Away,L,0,2,Manchester Utd,0.9,2.8,31,"75,021",Wes Morgan,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/b841af28/Manchester-United-Leicester-City-August-26-2017-Premier-League,
4,2017-09-09,15:00 ,Premier League,Matchweek 4,Sat,Home,L,1,2,Chelsea,1.4,0.8,41,"30,923",Wes Morgan,4-4-2,Lee Mason,https://fbref.com/en/matches/733dcf07/Leicester-City-Chelsea-September-9-2017-Premier-League,
5,2017-09-16,15:00 ,Premier League,Matchweek 5,Sat,Away,D,1,1,Huddersfield,1.3,0.7,41,"24,129",Wes Morgan,4-4-1-1,Jonathan Moss,https://fbref.com/en/matches/8b0b0397/Huddersfield-Town-Leicester-City-September-16-2017-Premier-League,
7,2017-09-23,17:30 ,Premier League,Matchweek 6,Sat,Home,L,2,3,Liverpool,2.8,1.7,45,"32,004",Wes Morgan,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/4bdab275/Leicester-City-Liverpool-September-23-2017-Premier-League,
8,2017-09-30,15:00 ,Premier League,Matchweek 7,Sat,Away,D,0,0,Bournemouth,0.6,1.4,39,"10,444",Wes Morgan,4-4-1-1,Graham Scott,https://fbref.com/en/matches/c4ef65e4/Bournemouth-Leicester-City-September-30-2017-Premier-League,
9,2017-10-16,20:00 ,Premier League,Matchweek 8,Mon,Home,D,1,1,West Brom,1.3,0.2,57,"30,203",Wes Morgan,4-4-1-1,Mike Dean,https://fbref.com/en/matches/199aafa3/Leicester-City-West-Bromwich-Albion-October-16-2017-Premier-League,
10,2017-10-21,15:00 ,Premier League,Matchweek 9,Sat,Away,W,2,1,Swansea City,1.9,0.8,44,"20,521",Wes Morgan,4-4-1-1,Michael Oliver,https://fbref.com/en/matches/78a41b8a/Swansea-City-Leicester-City-October-21-2017-Premier-League,
12,2017-10-29,16:00 ,Premier League,Matchweek 10,Sun,Home,W,2,0,Everton,1.3,0.6,41,"31,891",Wes Morgan,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/f6cf8af5/Leicester-City-Everton-October-29-2017-Premier-League,
13,2017-11-04,12:30 ,Premier League,Matchweek 11,Sat,Away,D,2,2,Stoke City,1.5,1.0,53,"29,602",Wes Morgan,4-4-1-1,Robert Madley,https://fbref.com/en/matches/3cefdf58/Stoke-City-Leicester-City-November-4-2017-Premier-League,
14,2017-11-18,15:00 ,Premier League,Matchweek 12,Sat,Home,L,0,2,Manchester City,0.2,1.9,27,"31,908",Wes Morgan,4-4-1-1,Graham Scott,https://fbref.com/en/matches/fd125d0b/Leicester-City-Manchester-City-November-18-2017-Premier-League,
15,2017-11-24,20:00 ,Premier League,Matchweek 13,Fri,Away,D,1,1,West Ham,0.4,0.9,50,"56,897",Wes Morgan,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/3ac99526/West-Ham-United-Leicester-City-November-24-2017-Premier-League,
16,2017-11-28,19:45 ,Premier League,Matchweek 14,Tue,Home,W,2,1,Tottenham,0.6,2.4,38,"31,950",Wes Morgan,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/49a854c5/Leicester-City-Tottenham-Hotspur-November-28-2017-Premier-League,
17,2017-12-02,15:00 ,Premier League,Matchweek 15,Sat,Home,W,1,0,Burnley,1.4,1.0,52,"30,714",Wes Morgan,4-4-1-1,Paul Tierney,https://fbref.com/en/matches/fbda6872/Leicester-City-Burnley-December-2-2017-Premier-League,
18,2017-12-09,17:30 ,Premier League,Matchweek 16,Sat,Away,W,3,2,Newcastle Utd,0.5,0.9,62,"52,117",Wes Morgan,4-4-1-1,Niel Swarbrick,https://fbref.com/en/matches/14f71230/Newcastle-United-Leicester-City-December-9-2017-Premier-League,
19,2017-12-13,19:45 ,Premier League,Matchweek 17,Wed,Away,W,4,1,Southampton,1.8,1.5,47,"27,714",Wes Morgan,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/d4cf1115/Southampton-Leicester-City-December-13-2017-Premier-League,
20,2017-12-16,12:30 ,Premier League,Matchweek 18,Sat,Home,L,0,3,Crystal Palace,0.9,1.7,56,"31,081",Wes Morgan,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/029fd911/Leicester-City-Crystal-Palace-December-16-2017-Premier-League,
22,2017-12-23,19:45 ,Premier League,Matchweek 19,Sat,Home,D,2,2,Manchester Utd,1.4,1.9,49,"32,202",Wes Morgan,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/1913bdd6/Leicester-City-Manchester-United-December-23-2017-Premier-League,
23,2017-12-26,15:00 ,Premier League,Matchweek 20,Tue,Away,L,1,2,Watford,1.3,1.2,51,"20,308",Wes Morgan,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/690be862/Watford-Leicester-City-December-26-2017-Premier-League,
24,2017-12-30,15:00 ,Premier League,Matchweek 21,Sat,Away,L,1,2,Liverpool,0.7,2.9,39,"53,226",Wes Morgan,4-4-1-1,Niel Swarbrick,https://fbref.com/en/matches/a26f1f91/Liverpool-Leicester-City-December-30-2017-Premier-League,
25,2018-01-01,15:00 ,Premier League,Matchweek 22,Mon,Home,W,3,0,Huddersfield,1.5,0.2,52,"31,748",Wes Morgan,4-4-2,Graham Scott,https://fbref.com/en/matches/55099119/Leicester-City-Huddersfield-Town-January-1-2018-Premier-League,
27,2018-01-13,15:00 ,Premier League,Matchweek 23,Sat,Away,D,0,0,Chelsea,1.2,0.6,44,"41,552",Kasper Schmeichel,4-4-1-1,Mike Jones,https://fbref.com/en/matches/57dd6ca8/Chelsea-Leicester-City-January-13-2018-Premier-League,
29,2018-01-20,15:00 ,Premier League,Matchweek 24,Sat,Home,W,2,0,Watford,1.9,0.9,54,"31,891",Kasper Schmeichel,4-4-1-1,Lee Probert,https://fbref.com/en/matches/40e6f091/Leicester-City-Watford-January-20-2018-Premier-League,
31,2018-01-31,19:45 ,Premier League,Matchweek 25,Wed,Away,L,1,2,Everton,2.2,1.2,56,"38,390",Kasper Schmeichel,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/d4dec53e/Everton-Leicester-City-January-31-2018-Premier-League,
32,2018-02-03,15:00 ,Premier League,Matchweek 26,Sat,Home,D,1,1,Swansea City,1.7,0.3,60,"31,179",Kasper Schmeichel,4-4-2,Anthony Taylor,https://fbref.com/en/matches/e85b8a76/Leicester-City-Swansea-City-February-3-2018-Premier-League,
33,2018-02-10,17:30 ,Premier League,Matchweek 27,Sat,Away,L,1,5,Manchester City,0.1,2.5,30,"54,416",Christian Fuchs,3-5-2,Mike Jones,https://fbref.com/en/matches/f9585810/Manchester-City-Leicester-City-February-10-2018-Premier-League,
35,2018-02-24,12:30 ,Premier League,Matchweek 28,Sat,Home,D,1,1,Stoke City,1.2,0.2,65,"31,769",Wes Morgan,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/27ff97c5/Leicester-City-Stoke-City-February-24-2018-Premier-League,
36,2018-03-03,15:00 ,Premier League,Matchweek 29,Sat,Home,D,1,1,Bournemouth,2.7,1.4,55,"31,384",Wes Morgan,4-3-3,Lee Probert,https://fbref.com/en/matches/586cc946/Leicester-City-Bournemouth-March-3-2018-Premier-League,
37,2018-03-10,15:00 ,Premier League,Matchweek 30,Sat,Away,W,4,1,West Brom,2.1,0.3,56,"23,558",Wes Morgan,4-2-3-1,Robert Madley,https://fbref.com/en/matches/629b83d0/West-Bromwich-Albion-Leicester-City-March-10-2018-Premier-League,
39,2018-03-31,15:00 ,Premier League,Matchweek 32,Sat,Away,W,2,0,Brighton,1.2,1.8,52,"30,629",Wes Morgan,4-4-1-1,Chris Kavanagh,https://fbref.com/en/matches/683b188f/Brighton-and-Hove-Albion-Leicester-City-March-31-2018-Premier-League,
40,2018-04-07,15:00 ,Premier League,Matchweek 33,Sat,Home,L,1,2,Newcastle Utd,1.4,0.4,65,"32,066",Wes Morgan,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/4acfb58c/Leicester-City-Newcastle-United-April-7-2018-Premier-League,
41,2018-04-14,15:00 ,Premier League,Matchweek 34,Sat,Away,L,1,2,Burnley,1.9,0.9,60,"21,727",Wes Morgan,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/eae8514a/Burnley-Leicester-City-April-14-2018-Premier-League,
42,2018-04-19,19:45 ,Premier League,Matchweek 35,Thu,Home,D,0,0,Southampton,0.6,0.8,54,"31,160",Jamie Vardy,4-4-1-1,Roger East,https://fbref.com/en/matches/693cf232/Leicester-City-Southampton-April-19-2018-Premier-League,
43,2018-04-28,15:00 ,Premier League,Matchweek 36,Sat,Away,L,0,5,Crystal Palace,0.6,3.0,50,"25,750",Wes Morgan,4-4-1-1,Mike Dean,https://fbref.com/en/matches/9afd62dd/Crystal-Palace-Leicester-City-April-28-2018-Premier-League,
44,2018-05-05,15:00 ,Premier League,Matchweek 37,Sat,Home,L,0,2,West Ham,0.5,1.6,53,"32,013",Wes Morgan,4-4-1-1,Chris Kavanagh,https://fbref.com/en/matches/0914df36/Leicester-City-West-Ham-United-May-5-2018-Premier-League,
45,2018-05-09,19:45 ,Premier League,Matchweek 31,Wed,Home,W,3,1,Arsenal,2.2,1.4,41,"32,095",Wes Morgan,4-4-2,Graham Scott,https://fbref.com/en/matches/825733ff/Leicester-City-Arsenal-May-9-2018-Premier-League,
46,2018-05-13,15:00 ,Premier League,Matchweek 38,Sun,Away,L,4,5,Tottenham,1.4,1.8,36,"77,841",Wes Morgan,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/f8c06939/Tottenham-Hotspur-Leicester-City-May-13-2018-Premier-League,
