,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Jürgen Locadia,9.0,nl NED,FW,24-326,72,10,14,71.4,138,4,4,6,66.7,5,6,83.3,0,0,,0,0.0,0.0,0,0,0,0,0
1,Glenn Murray,17.0,eng ENG,FW,35-004,18,2,4,50.0,23,0,1,2,50.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0
2,Solly March,20.0,eng ENG,LM,24-071,82,6,15,40.0,137,34,1,4,25.0,4,7,57.1,1,2,50.0,0,0.1,0.0,1,0,1,1,0
3,José Izquierdo,19.0,co COL,LM,26-084,8,1,2,50.0,7,0,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0
4,Yves Bissouma,8.0,ml MLI,CM,22-030,90,8,14,57.1,156,61,5,6,83.3,2,5,40.0,1,2,50.0,0,0.0,0.0,0,1,0,0,2
5,Beram Kayal,7.0,il ISR,CM,30-150,90,16,26,61.5,234,119,9,13,69.2,5,5,100.0,1,6,16.7,0,0.0,0.0,0,2,0,0,3
6,Anthony Knockaert,11.0,fr FRA,RM,26-313,77,20,27,74.1,323,126,14,15,93.3,4,6,66.7,2,3,66.7,0,0.1,0.1,2,1,0,0,2
7,Alireza Jahanbakhsh,16.0,ir IRN,RM,25-049,13,2,2,100.0,67,34,0,0,,1,1,100.0,1,1,100.0,0,0.0,0.0,0,1,0,0,1
8,Davy Pröpper,24.0,nl NED,DM,27-027,90,16,21,76.2,215,63,9,10,90.0,6,7,85.7,0,3,0.0,0,0.0,0.0,0,0,0,0,0
9,Gaëtan Bong,3.0,cm CMR,LB,30-157,90,13,18,72.2,216,141,7,7,100.0,5,8,62.5,1,3,33.3,0,0.1,0.0,1,1,1,1,2
10,Lewis Dunk,5.0,eng ENG,CB,26-312,90,8,14,57.1,166,38,3,4,75.0,4,5,80.0,1,5,20.0,0,0.0,0.0,0,0,0,0,0
11,Shane Duffy,4.0,ie IRL,CB,26-271,90,15,20,75.0,352,100,5,5,100.0,5,6,83.3,4,7,57.1,0,0.0,0.0,0,1,0,0,1
12,Martín Montoya,22.0,es ESP,RB,27-168,90,20,25,80.0,271,143,14,15,93.3,6,8,75.0,0,2,0.0,0,0.0,0.0,0,1,0,0,0
13,Mathew Ryan,1.0,au AUS,GK,26-174,90,16,34,47.1,733,660,0,0,,5,5,100.0,11,29,37.9,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,153,236,64.8,3038,1523,73,88,83.0,53,70,75.7,23,63,36.5,0,0.2,0.1,4,8,2,2,11
