,num,joueur
0,,Mikele Leigertwood
1,,Garath McCleary
2,,Alex Pearce
3,,Jem Karacan
4,,Kaspars Gorkšs
5,,Pavel Pogrebnyak
6,,Ian Harte
7,,Danny Guthrie
8,,Jobi McAnuff
9,,
10,,Alex McCarthy
