,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Aleksandar Mitrović,9.0,rs SRB,FW,24-101,90,35,33,2,0,0,0,0,1,0,0,0,0,26,0,0
1,André Schürrle,14.0,de GER,LW,28-050,66,25,22,3,0,0,0,2,2,0,0,0,0,21,0,0
2,Ryan Sessegnon,3.0,eng ENG,LW,18-222,24,6,6,0,0,0,0,1,0,0,0,0,0,3,0,0
3,Aboubakar Kamara,47.0,mr MTN,RW,23-294,72,20,20,0,0,0,0,2,0,0,0,0,0,14,0,1
4,Tom Cairney,10.0,sct SCO,RW,27-340,18,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
5,Joe Bryan,23.0,eng ENG,LM,25-100,90,30,23,7,0,0,0,2,7,0,0,0,0,15,0,0
6,Jean Seri,24.0,ci CIV,CM,27-160,81,36,30,6,4,0,0,3,0,2,0,0,0,31,0,0
7,Kevin McDonald,6.0,sct SCO,CM,30-052,9,3,3,0,0,0,0,0,0,0,0,0,0,3,0,0
8,Calum Chambers,5.0,eng ENG,CM,23-340,90,27,27,0,0,0,0,0,0,0,0,0,0,16,0,2
9,Cyrus Christie,22.0,ie IRL,RM,26-087,90,34,19,15,1,0,1,2,14,0,0,0,0,21,0,1
10,Tim Ream,13.0,us USA,CB,31-082,90,20,20,0,0,0,0,0,0,0,0,0,0,15,0,0
11,Alfie Mawson,26.0,eng ENG,CB,24-341,90,28,28,0,0,0,1,0,0,0,0,0,0,20,0,0
12,Denis Odoi,4.0,gh GHA,CB,30-213,90,18,17,1,1,0,0,0,0,0,0,0,0,14,0,0
13,Sergio Rico,25.0,es ESP,GK,25-116,90,39,19,20,2,0,0,0,0,0,0,0,0,21,0,0
14,14 Players,,,,,990,325,271,54,8,0,2,12,24,2,0,0,0,223,0,4
