,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
12,2018-11-04,15:00 ,Premier League,Matchweek 11,Sun,Away,L,1,6,Manchester City,2.0,2.2,34,"53,916",Ryan Bertrand,4-3-2-1,Lee Mason,https://fbref.com/en/matches/7fcb3ecd/Manchester-City-Southampton-November-4-2018-Premier-League,
13,2018-11-10,15:00 ,Premier League,Matchweek 12,Sat,Home,D,1,1,Watford,1.1,1.2,42,"28,153",Ryan Bertrand,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/dd70055f/Southampton-Watford-November-10-2018-Premier-League,
14,2018-11-24,15:00 ,Premier League,Matchweek 13,Sat,Away,L,2,3,Fulham,1.3,1.3,62,"24,603",Pierre Højbjerg,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/1e2866b1/Fulham-Southampton-November-24-2018-Premier-League,
16,2018-12-01,17:30 ,Premier League,Matchweek 14,Sat,Home,D,2,2,Manchester Utd,0.7,1.1,40,"30,187",Pierre Højbjerg,3-4-1-2,Kevin Friend,https://fbref.com/en/matches/981f33f6/Southampton-Manchester-United-December-1-2018-Premier-League,
17,2018-12-05,20:00 ,Premier League,Matchweek 15,Wed,Away,L,1,3,Tottenham,1.7,1.6,48,"33,012",Steven Davis,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/85f0d560/Tottenham-Hotspur-Southampton-December-5-2018-Premier-League,
18,2018-12-08,15:00 ,Premier League,Matchweek 16,Sat,Away,L,0,1,Cardiff City,0.7,1.5,63,"30,067",Pierre Højbjerg,4-3-2-1,Jonathan Moss,https://fbref.com/en/matches/8e964f90/Cardiff-City-Southampton-December-8-2018-Premier-League,
19,2018-12-16,13:30 ,Premier League,Matchweek 17,Sun,Home,W,3,2,Arsenal,1.3,1.9,34,"29,497",Pierre Højbjerg,3-4-3,Chris Kavanagh,https://fbref.com/en/matches/31896db5/Southampton-Arsenal-December-16-2018-Premier-League,
20,2018-12-22,15:00 ,Premier League,Matchweek 18,Sat,Away,W,3,1,Huddersfield,2.5,0.8,38,"22,384",Pierre Højbjerg,3-4-3,Stuart Attwell,https://fbref.com/en/matches/7dfcd16a/Huddersfield-Town-Southampton-December-22-2018-Premier-League,
21,2018-12-27,19:45 ,Premier League,Matchweek 19,Thu,Home,L,1,2,West Ham,1.2,1.2,46,"31,654",Oriol Romeu,3-4-3,Craig Pawson,https://fbref.com/en/matches/697ac3ce/Southampton-West-Ham-United-December-27-2018-Premier-League,
22,2018-12-30,14:15 ,Premier League,Matchweek 20,Sun,Home,L,1,3,Manchester City,0.2,2.5,24,"31,381",Pierre Højbjerg,4-3-2-1,Paul Tierney,https://fbref.com/en/matches/75424968/Southampton-Manchester-City-December-30-2018-Premier-League,
23,2019-01-02,19:45 ,Premier League,Matchweek 21,Wed,Away,D,0,0,Chelsea,0.2,0.9,29,"40,668",Oriol Romeu,5-4-1,Jonathan Moss,https://fbref.com/en/matches/a37a4199/Chelsea-Southampton-January-2-2019-Premier-League,
25,2019-01-12,15:00 ,Premier League,Matchweek 22,Sat,Away,W,2,1,Leicester City,1.5,1.7,29,"31,491",Oriol Romeu,3-4-3,Michael Oliver,https://fbref.com/en/matches/fd573a6a/Leicester-City-Southampton-January-12-2019-Premier-League,
27,2019-01-19,15:00 ,Premier League,Matchweek 23,Sat,Home,W,2,1,Everton,0.7,0.9,39,"29,989",Pierre Højbjerg,3-5-2,Graham Scott,https://fbref.com/en/matches/88a05211/Southampton-Everton-January-19-2019-Premier-League,
28,2019-01-30,19:45 ,Premier League,Matchweek 24,Wed,Home,D,1,1,Crystal Palace,1.2,1.1,58,"28,339",Pierre Højbjerg,3-5-2,Andre Marriner,https://fbref.com/en/matches/ba17c290/Southampton-Crystal-Palace-January-30-2019-Premier-League,
29,2019-02-02,15:00 ,Premier League,Matchweek 25,Sat,Away,D,1,1,Burnley,0.7,2.4,45,"19,787",Oriol Romeu,3-5-2,Anthony Taylor,https://fbref.com/en/matches/98d13ff1/Burnley-Southampton-February-2-2019-Premier-League,
30,2019-02-09,15:00 ,Premier League,Matchweek 26,Sat,Home,L,1,2,Cardiff City,1.5,0.8,66,"31,438",Pierre Højbjerg,3-5-2,Martin Atkinson,https://fbref.com/en/matches/2ad5c782/Southampton-Cardiff-City-February-9-2019-Premier-League,
31,2019-02-24,14:05 ,Premier League,Matchweek 27,Sun,Away,L,0,2,Arsenal,0.8,2.1,38,"59,877",Pierre Højbjerg,3-5-1-1,Graham Scott,https://fbref.com/en/matches/1f6dfbb4/Arsenal-Southampton-February-24-2019-Premier-League,
32,2019-02-27,19:45 ,Premier League,Matchweek 28,Wed,Home,W,2,0,Fulham,1.3,0.8,41,"27,597",Pierre Højbjerg,3-4-3,Anthony Taylor,https://fbref.com/en/matches/7ff42214/Southampton-Fulham-February-27-2019-Premier-League,
33,2019-03-02,15:00 ,Premier League,Matchweek 29,Sat,Away,L,2,3,Manchester Utd,0.4,2.2,36,"74,459",Pierre Højbjerg,3-4-3,Stuart Attwell,https://fbref.com/en/matches/0e3e4be7/Manchester-United-Southampton-March-2-2019-Premier-League,
34,2019-03-09,15:00 ,Premier League,Matchweek 30,Sat,Home,W,2,1,Tottenham,2.1,1.3,37,"31,890",Pierre Højbjerg,3-4-3,Kevin Friend,https://fbref.com/en/matches/f3bf8c42/Southampton-Tottenham-Hotspur-March-9-2019-Premier-League,
35,2019-03-30,15:00 ,Premier League,Matchweek 32,Sat,Away,W,1,0,Brighton,0.7,0.7,40,"30,636",Pierre Højbjerg,4-2-2-2,Michael Oliver,https://fbref.com/en/matches/b3ee7e21/Brighton-and-Hove-Albion-Southampton-March-30-2019-Premier-League,
36,2019-04-05,20:00 ,Premier League,Matchweek 33,Fri,Home,L,1,3,Liverpool,0.9,1.9,33,"31,797",Pierre Højbjerg,3-4-3,Paul Tierney,https://fbref.com/en/matches/cb6ed621/Southampton-Liverpool-April-5-2019-Premier-League,
37,2019-04-13,15:00 ,Premier League,Matchweek 34,Sat,Home,W,3,1,Wolves,2.9,0.8,31,"31,708",Pierre Højbjerg,3-4-3,Jonathan Moss,https://fbref.com/en/matches/ce640b61/Southampton-Wolverhampton-Wanderers-April-13-2019-Premier-League,
38,2019-04-20,17:30 ,Premier League,Matchweek 35,Sat,Away,L,1,3,Newcastle Utd,1.2,1.4,56,"52,191",Pierre Højbjerg,3-4-3,Anthony Taylor,https://fbref.com/en/matches/deab42c4/Newcastle-United-Southampton-April-20-2019-Premier-League,
39,2019-04-23,19:45 ,Premier League,Matchweek 31,Tue,Away,D,1,1,Watford,2.0,1.3,38,"19,170",Pierre Højbjerg,3-4-3,Mike Dean,https://fbref.com/en/matches/704df4ec/Watford-Southampton-April-23-2019-Premier-League,
40,2019-04-27,15:00 ,Premier League,Matchweek 36,Sat,Home,D,3,3,Bournemouth,2.5,2.3,44,"31,310",Pierre Højbjerg,4-3-3,Graham Scott,https://fbref.com/en/matches/c78ca5a2/Southampton-Bournemouth-April-27-2019-Premier-League,
41,2019-05-04,15:00 ,Premier League,Matchweek 37,Sat,Away,L,0,3,West Ham,0.5,1.9,44,"59,961",Pierre Højbjerg,4-4-2,Stuart Attwell,https://fbref.com/en/matches/11aacbe5/West-Ham-United-Southampton-May-4-2019-Premier-League,
42,2019-05-12,15:00 ,Premier League,Matchweek 38,Sun,Home,D,1,1,Huddersfield,0.6,0.7,53,"30,367",Pierre Højbjerg,4-4-2,Lee Probert,https://fbref.com/en/matches/06832a45/Southampton-Huddersfield-Town-May-12-2019-Premier-League,
