,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Dominic Calvert-Lewin,9.0,eng ENG,FW,23-194,90,31,1,2,17,12,4,31,1,0,0.0,1,100.0,16,30,4,0,0,0,5,2,25,4
1,Richarlison,7.0,br BRA,LW,23-139,89,60,1,11,27,22,4,59,4,2,50.0,2,50.0,35,229,67,3,4,2,4,2,41,6
2,Tom Davies,26.0,eng ENG,LW,22-088,1,2,0,1,0,1,0,2,0,0,,0,,2,3,0,0,0,0,2,1,2,0
3,James Rodríguez,19.0,co COL,RW,29-076,85,69,0,6,42,21,1,69,6,3,50.0,3,50.0,32,206,61,0,0,0,2,3,45,5
4,Alex Iwobi,17.0,ng NGA,RW,24-146,5,5,1,2,2,1,0,5,0,0,,0,,2,16,0,0,0,0,0,1,2,0
5,André Gomes,21.0,pt POR,LM,27-058,75,45,2,8,35,3,0,45,1,1,100.0,0,0.0,20,103,52,0,0,0,0,2,28,0
6,Gylfi Sigurðsson,10.0,is ISL,LM,31-018,15,11,0,3,5,3,0,11,1,1,100.0,0,0.0,6,81,7,0,0,0,0,0,9,0
7,Allan,6.0,br BRA,CM,29-262,90,56,6,16,36,4,0,56,1,0,0.0,1,100.0,22,126,30,0,0,0,2,0,37,0
8,Abdoulaye Doucouré,16.0,ml MLI,RM,27-269,90,67,2,16,43,8,1,67,0,0,,0,,30,153,69,2,3,0,1,2,49,3
9,Lucas Digne,12.0,fr FRA,LB,27-068,90,98,8,36,38,24,2,98,2,0,0.0,2,100.0,39,154,101,2,0,0,0,1,48,5
10,Michael Keane,5.0,eng ENG,CB,27-259,90,79,10,48,29,2,1,79,0,0,,0,,47,253,151,3,1,0,0,0,64,0
11,Yerry Mina,13.0,co COL,CB,26-003,90,69,10,50,19,0,0,69,0,0,,0,,39,170,99,0,0,0,0,0,48,0
12,Séamus Coleman,23.0,ie IRL,RB,31-351,90,69,7,23,35,11,1,69,1,0,0.0,1,100.0,32,191,104,2,3,0,0,2,39,3
13,Jordan Pickford,1.0,eng ENG,GK,26-203,90,36,28,35,1,0,0,36,0,0,,0,,21,157,67,0,0,0,0,0,20,0
14,14 Players,,,,,990,697,76,257,329,112,14,696,17,7,41.2,10,58.8,343,1872,812,12,11,2,16,16,457,26
