,team,matchweek,Match Report
26,Arsenal-Stats,Matchweek 29,https://fbref.com/en/matches/d1bac114/West-Bromwich-Albion-Arsenal-March-18-2017-Premier-League
27,Arsenal-Stats,Matchweek 30,https://fbref.com/en/matches/283ef914/Arsenal-Manchester-City-April-2-2017-Premier-League
28,Arsenal-Stats,Matchweek 31,https://fbref.com/en/matches/99d5f0d0/Arsenal-West-Ham-United-April-5-2017-Premier-League
29,Arsenal-Stats,Matchweek 32,https://fbref.com/en/matches/78f9825c/Crystal-Palace-Arsenal-April-10-2017-Premier-League
30,Arsenal-Stats,Matchweek 33,https://fbref.com/en/matches/344116c5/Middlesbrough-Arsenal-April-17-2017-Premier-League
31,Arsenal-Stats,Matchweek 28,https://fbref.com/en/matches/d0129267/Arsenal-Leicester-City-April-26-2017-Premier-League
32,Arsenal-Stats,Matchweek 35,https://fbref.com/en/matches/cdec2a32/North-London-Derby-Tottenham-Hotspur-Arsenal-April-30-2017-Premier-League
33,Arsenal-Stats,Matchweek 36,https://fbref.com/en/matches/dc6b6f97/Arsenal-Manchester-United-May-7-2017-Premier-League
34,Arsenal-Stats,Matchweek 26,https://fbref.com/en/matches/eae4b047/Southampton-Arsenal-May-10-2017-Premier-League
35,Arsenal-Stats,Matchweek 37,https://fbref.com/en/matches/465be7c9/Stoke-City-Arsenal-May-13-2017-Premier-League
36,Arsenal-Stats,Matchweek 34,https://fbref.com/en/matches/d971823a/Arsenal-Sunderland-May-16-2017-Premier-League
37,Arsenal-Stats,Matchweek 38,https://fbref.com/en/matches/5032a8f5/Arsenal-Everton-May-21-2017-Premier-League
38,Bournemouth-Stats,Matchweek 1,https://fbref.com/en/matches/5e0de35a/Bournemouth-Manchester-United-August-14-2016-Premier-League
39,Bournemouth-Stats,Matchweek 2,https://fbref.com/en/matches/186812e7/West-Ham-United-Bournemouth-August-21-2016-Premier-League
40,Bournemouth-Stats,Matchweek 3,https://fbref.com/en/matches/4b134305/Crystal-Palace-Bournemouth-August-27-2016-Premier-League
41,Bournemouth-Stats,Matchweek 4,https://fbref.com/en/matches/f6969dc1/Bournemouth-West-Bromwich-Albion-September-10-2016-Premier-League
42,Bournemouth-Stats,Matchweek 5,https://fbref.com/en/matches/d44a966c/Manchester-City-Bournemouth-September-17-2016-Premier-League
43,Bournemouth-Stats,Matchweek 6,https://fbref.com/en/matches/f3490f43/Bournemouth-Everton-September-24-2016-Premier-League
44,Bournemouth-Stats,Matchweek 7,https://fbref.com/en/matches/abb3f25e/Watford-Bournemouth-October-1-2016-Premier-League
45,Bournemouth-Stats,Matchweek 8,https://fbref.com/en/matches/51439d43/Bournemouth-Hull-City-October-15-2016-Premier-League
46,Bournemouth-Stats,Matchweek 9,https://fbref.com/en/matches/363016a7/Bournemouth-Tottenham-Hotspur-October-22-2016-Premier-League
47,Bournemouth-Stats,Matchweek 10,https://fbref.com/en/matches/8edab051/Middlesbrough-Bournemouth-October-29-2016-Premier-League
48,Bournemouth-Stats,Matchweek 11,https://fbref.com/en/matches/85c4cecf/Bournemouth-Sunderland-November-5-2016-Premier-League
49,Bournemouth-Stats,Matchweek 12,https://fbref.com/en/matches/a80766f6/Stoke-City-Bournemouth-November-19-2016-Premier-League
50,Bournemouth-Stats,Matchweek 13,https://fbref.com/en/matches/40ece6d2/Arsenal-Bournemouth-November-27-2016-Premier-League
51,Bournemouth-Stats,Matchweek 14,https://fbref.com/en/matches/97ec0ea0/Bournemouth-Liverpool-December-4-2016-Premier-League
52,Bournemouth-Stats,Matchweek 15,https://fbref.com/en/matches/af7488bd/Burnley-Bournemouth-December-10-2016-Premier-League
53,Bournemouth-Stats,Matchweek 16,https://fbref.com/en/matches/897b5086/Bournemouth-Leicester-City-December-13-2016-Premier-League
54,Bournemouth-Stats,Matchweek 17,https://fbref.com/en/matches/67d57e03/Bournemouth-Southampton-December-18-2016-Premier-League
55,Bournemouth-Stats,Matchweek 18,https://fbref.com/en/matches/06033702/Chelsea-Bournemouth-December-26-2016-Premier-League
56,Bournemouth-Stats,Matchweek 19,https://fbref.com/en/matches/a2feddf1/Swansea-City-Bournemouth-December-31-2016-Premier-League
57,Bournemouth-Stats,Matchweek 20,https://fbref.com/en/matches/f4a549b2/Bournemouth-Arsenal-January-3-2017-Premier-League
58,Bournemouth-Stats,Matchweek 21,https://fbref.com/en/matches/d4078ca6/Hull-City-Bournemouth-January-14-2017-Premier-League
59,Bournemouth-Stats,Matchweek 22,https://fbref.com/en/matches/3195f182/Bournemouth-Watford-January-21-2017-Premier-League
60,Bournemouth-Stats,Matchweek 23,https://fbref.com/en/matches/ade92591/Bournemouth-Crystal-Palace-January-31-2017-Premier-League
61,Bournemouth-Stats,Matchweek 24,https://fbref.com/en/matches/44aa1ccd/Everton-Bournemouth-February-4-2017-Premier-League
62,Bournemouth-Stats,Matchweek 25,https://fbref.com/en/matches/f88251a8/Bournemouth-Manchester-City-February-13-2017-Premier-League
63,Bournemouth-Stats,Matchweek 26,https://fbref.com/en/matches/9ad39c39/West-Bromwich-Albion-Bournemouth-February-25-2017-Premier-League
64,Bournemouth-Stats,Matchweek 27,https://fbref.com/en/matches/11c30a9e/Manchester-United-Bournemouth-March-4-2017-Premier-League
65,Bournemouth-Stats,Matchweek 28,https://fbref.com/en/matches/4e33bdd5/Bournemouth-West-Ham-United-March-11-2017-Premier-League
66,Bournemouth-Stats,Matchweek 29,https://fbref.com/en/matches/c45bd708/Bournemouth-Swansea-City-March-18-2017-Premier-League
67,Bournemouth-Stats,Matchweek 30,https://fbref.com/en/matches/2a16573d/Southampton-Bournemouth-April-1-2017-Premier-League
68,Bournemouth-Stats,Matchweek 31,https://fbref.com/en/matches/5f295262/Liverpool-Bournemouth-April-5-2017-Premier-League
69,Bournemouth-Stats,Matchweek 32,https://fbref.com/en/matches/d851424c/Bournemouth-Chelsea-April-8-2017-Premier-League
70,Bournemouth-Stats,Matchweek 33,https://fbref.com/en/matches/b6799169/Tottenham-Hotspur-Bournemouth-April-15-2017-Premier-League
71,Bournemouth-Stats,Matchweek 34,https://fbref.com/en/matches/5ba6029a/Bournemouth-Middlesbrough-April-22-2017-Premier-League
72,Bournemouth-Stats,Matchweek 35,https://fbref.com/en/matches/89746408/Sunderland-Bournemouth-April-29-2017-Premier-League
73,Bournemouth-Stats,Matchweek 36,https://fbref.com/en/matches/c45e2f28/Bournemouth-Stoke-City-May-6-2017-Premier-League
74,Bournemouth-Stats,Matchweek 37,https://fbref.com/en/matches/6dc6ac2e/Bournemouth-Burnley-May-13-2017-Premier-League
75,Bournemouth-Stats,Matchweek 38,https://fbref.com/en/matches/eea3791c/Leicester-City-Bournemouth-May-21-2017-Premier-League
76,Burnley-Stats,Matchweek 1,https://fbref.com/en/matches/09bf9607/Burnley-Swansea-City-August-13-2016-Premier-League
77,Burnley-Stats,Matchweek 2,https://fbref.com/en/matches/d12b8249/Burnley-Liverpool-August-20-2016-Premier-League
78,Burnley-Stats,Matchweek 3,https://fbref.com/en/matches/6069ad6a/Chelsea-Burnley-August-27-2016-Premier-League
79,Burnley-Stats,Matchweek 4,https://fbref.com/en/matches/d4897924/Burnley-Hull-City-September-10-2016-Premier-League
80,Burnley-Stats,Matchweek 5,https://fbref.com/en/matches/9b325ce3/Leicester-City-Burnley-September-17-2016-Premier-League
81,Burnley-Stats,Matchweek 6,https://fbref.com/en/matches/efaafb09/Burnley-Watford-September-26-2016-Premier-League
82,Burnley-Stats,Matchweek 7,https://fbref.com/en/matches/28458ed0/Burnley-Arsenal-October-2-2016-Premier-League
83,Burnley-Stats,Matchweek 8,https://fbref.com/en/matches/3dc2b96f/Southampton-Burnley-October-16-2016-Premier-League
84,Burnley-Stats,Matchweek 9,https://fbref.com/en/matches/df2644c1/Burnley-Everton-October-22-2016-Premier-League
85,Burnley-Stats,Matchweek 10,https://fbref.com/en/matches/0e6bb73d/Manchester-United-Burnley-October-29-2016-Premier-League
86,Burnley-Stats,Matchweek 11,https://fbref.com/en/matches/5ca938b4/Burnley-Crystal-Palace-November-5-2016-Premier-League
87,Burnley-Stats,Matchweek 12,https://fbref.com/en/matches/44135ff8/West-Bromwich-Albion-Burnley-November-21-2016-Premier-League
88,Burnley-Stats,Matchweek 13,https://fbref.com/en/matches/7a31ec63/Burnley-Manchester-City-November-26-2016-Premier-League
89,Burnley-Stats,Matchweek 14,https://fbref.com/en/matches/d1dce91c/Stoke-City-Burnley-December-3-2016-Premier-League
90,Burnley-Stats,Matchweek 15,https://fbref.com/en/matches/af7488bd/Burnley-Bournemouth-December-10-2016-Premier-League
91,Burnley-Stats,Matchweek 16,https://fbref.com/en/matches/dc1daf72/West-Ham-United-Burnley-December-14-2016-Premier-League
92,Burnley-Stats,Matchweek 17,https://fbref.com/en/matches/bbc3a7b4/Tottenham-Hotspur-Burnley-December-18-2016-Premier-League
93,Burnley-Stats,Matchweek 18,https://fbref.com/en/matches/c2d0e082/Burnley-Middlesbrough-December-26-2016-Premier-League
94,Burnley-Stats,Matchweek 19,https://fbref.com/en/matches/89339d67/Burnley-Sunderland-December-31-2016-Premier-League
95,Burnley-Stats,Matchweek 20,https://fbref.com/en/matches/0990b875/Manchester-City-Burnley-January-2-2017-Premier-League
96,Burnley-Stats,Matchweek 21,https://fbref.com/en/matches/634814eb/Burnley-Southampton-January-14-2017-Premier-League
97,Burnley-Stats,Matchweek 22,https://fbref.com/en/matches/ff6cad57/Arsenal-Burnley-January-22-2017-Premier-League
98,Burnley-Stats,Matchweek 23,https://fbref.com/en/matches/84395e89/Burnley-Leicester-City-January-31-2017-Premier-League
99,Burnley-Stats,Matchweek 24,https://fbref.com/en/matches/f7541d55/Watford-Burnley-February-4-2017-Premier-League
100,Burnley-Stats,Matchweek 25,https://fbref.com/en/matches/3b1a2aaa/Burnley-Chelsea-February-12-2017-Premier-League
101,Burnley-Stats,Matchweek 26,https://fbref.com/en/matches/b632fb2c/Hull-City-Burnley-February-25-2017-Premier-League
102,Burnley-Stats,Matchweek 27,https://fbref.com/en/matches/92c4eebc/Swansea-City-Burnley-March-4-2017-Premier-League
103,Burnley-Stats,Matchweek 28,https://fbref.com/en/matches/c11cdaf7/Liverpool-Burnley-March-12-2017-Premier-League
104,Burnley-Stats,Matchweek 29,https://fbref.com/en/matches/6c231d40/Sunderland-Burnley-March-18-2017-Premier-League
105,Burnley-Stats,Matchweek 30,https://fbref.com/en/matches/d4909343/Burnley-Tottenham-Hotspur-April-1-2017-Premier-League
106,Burnley-Stats,Matchweek 31,https://fbref.com/en/matches/5d96a379/Burnley-Stoke-City-April-4-2017-Premier-League
107,Burnley-Stats,Matchweek 32,https://fbref.com/en/matches/7fd0335f/Middlesbrough-Burnley-April-8-2017-Premier-League
108,Burnley-Stats,Matchweek 33,https://fbref.com/en/matches/3e5420a6/Everton-Burnley-April-15-2017-Premier-League
109,Burnley-Stats,Matchweek 34,https://fbref.com/en/matches/71a69677/Burnley-Manchester-United-April-23-2017-Premier-League
110,Burnley-Stats,Matchweek 35,https://fbref.com/en/matches/ccf227b0/Crystal-Palace-Burnley-April-29-2017-Premier-League
111,Burnley-Stats,Matchweek 36,https://fbref.com/en/matches/2250900c/Burnley-West-Bromwich-Albion-May-6-2017-Premier-League
112,Burnley-Stats,Matchweek 37,https://fbref.com/en/matches/6dc6ac2e/Bournemouth-Burnley-May-13-2017-Premier-League
113,Burnley-Stats,Matchweek 38,https://fbref.com/en/matches/e46c4202/Burnley-West-Ham-United-May-21-2017-Premier-League
114,Chelsea-Stats,Matchweek 1,https://fbref.com/en/matches/d2f7199a/Chelsea-West-Ham-United-August-15-2016-Premier-League
115,Chelsea-Stats,Matchweek 2,https://fbref.com/en/matches/f82b8b32/Watford-Chelsea-August-20-2016-Premier-League
116,Chelsea-Stats,Matchweek 3,https://fbref.com/en/matches/6069ad6a/Chelsea-Burnley-August-27-2016-Premier-League
117,Chelsea-Stats,Matchweek 4,https://fbref.com/en/matches/45194140/Swansea-City-Chelsea-September-11-2016-Premier-League
118,Chelsea-Stats,Matchweek 5,https://fbref.com/en/matches/a44af6cd/Chelsea-Liverpool-September-16-2016-Premier-League
119,Chelsea-Stats,Matchweek 6,https://fbref.com/en/matches/61b1eca2/North-West-London-Derby-Arsenal-Chelsea-September-24-2016-Premier-League
120,Chelsea-Stats,Matchweek 7,https://fbref.com/en/matches/7fd22ed1/Hull-City-Chelsea-October-1-2016-Premier-League
121,Chelsea-Stats,Matchweek 8,https://fbref.com/en/matches/e86f5c45/Chelsea-Leicester-City-October-15-2016-Premier-League
122,Chelsea-Stats,Matchweek 9,https://fbref.com/en/matches/223aa43a/Chelsea-Manchester-United-October-23-2016-Premier-League
123,Chelsea-Stats,Matchweek 10,https://fbref.com/en/matches/2919591b/Southampton-Chelsea-October-30-2016-Premier-League
124,Chelsea-Stats,Matchweek 11,https://fbref.com/en/matches/250a2859/Chelsea-Everton-November-5-2016-Premier-League
125,Chelsea-Stats,Matchweek 12,https://fbref.com/en/matches/ecb3a442/Middlesbrough-Chelsea-November-20-2016-Premier-League
126,Chelsea-Stats,Matchweek 13,https://fbref.com/en/matches/c517e87a/Chelsea-Tottenham-Hotspur-November-26-2016-Premier-League
127,Chelsea-Stats,Matchweek 14,https://fbref.com/en/matches/6076e3fa/Manchester-City-Chelsea-December-3-2016-Premier-League
128,Chelsea-Stats,Matchweek 15,https://fbref.com/en/matches/4dfbb8d4/Chelsea-West-Bromwich-Albion-December-11-2016-Premier-League
129,Chelsea-Stats,Matchweek 16,https://fbref.com/en/matches/03794a81/Sunderland-Chelsea-December-14-2016-Premier-League
130,Chelsea-Stats,Matchweek 17,https://fbref.com/en/matches/613249e9/Crystal-Palace-Chelsea-December-17-2016-Premier-League
131,Chelsea-Stats,Matchweek 18,https://fbref.com/en/matches/06033702/Chelsea-Bournemouth-December-26-2016-Premier-League
132,Chelsea-Stats,Matchweek 19,https://fbref.com/en/matches/189c4fc2/Chelsea-Stoke-City-December-31-2016-Premier-League
133,Chelsea-Stats,Matchweek 20,https://fbref.com/en/matches/3b4b1341/Tottenham-Hotspur-Chelsea-January-4-2017-Premier-League
134,Chelsea-Stats,Matchweek 21,https://fbref.com/en/matches/ddf67e77/Leicester-City-Chelsea-January-14-2017-Premier-League
135,Chelsea-Stats,Matchweek 22,https://fbref.com/en/matches/028caf73/Chelsea-Hull-City-January-22-2017-Premier-League
136,Chelsea-Stats,Matchweek 23,https://fbref.com/en/matches/88d45505/Liverpool-Chelsea-January-31-2017-Premier-League
137,Chelsea-Stats,Matchweek 24,https://fbref.com/en/matches/748207ea/North-West-London-Derby-Chelsea-Arsenal-February-4-2017-Premier-League
138,Chelsea-Stats,Matchweek 25,https://fbref.com/en/matches/3b1a2aaa/Burnley-Chelsea-February-12-2017-Premier-League
139,Chelsea-Stats,Matchweek 26,https://fbref.com/en/matches/1560b386/Chelsea-Swansea-City-February-25-2017-Premier-League
140,Chelsea-Stats,Matchweek 27,https://fbref.com/en/matches/5df46c2e/West-Ham-United-Chelsea-March-6-2017-Premier-League
141,Chelsea-Stats,Matchweek 29,https://fbref.com/en/matches/8236f1ea/Stoke-City-Chelsea-March-18-2017-Premier-League
142,Chelsea-Stats,Matchweek 30,https://fbref.com/en/matches/ec549f90/Chelsea-Crystal-Palace-April-1-2017-Premier-League
143,Chelsea-Stats,Matchweek 31,https://fbref.com/en/matches/ef6fa9d9/Chelsea-Manchester-City-April-5-2017-Premier-League
144,Chelsea-Stats,Matchweek 32,https://fbref.com/en/matches/d851424c/Bournemouth-Chelsea-April-8-2017-Premier-League
145,Chelsea-Stats,Matchweek 33,https://fbref.com/en/matches/8db69c8c/Manchester-United-Chelsea-April-16-2017-Premier-League
146,Chelsea-Stats,Matchweek 34,https://fbref.com/en/matches/07e95bee/Chelsea-Southampton-April-25-2017-Premier-League
147,Chelsea-Stats,Matchweek 35,https://fbref.com/en/matches/c0ed0645/Everton-Chelsea-April-30-2017-Premier-League
148,Chelsea-Stats,Matchweek 36,https://fbref.com/en/matches/db9d4cc8/Chelsea-Middlesbrough-May-8-2017-Premier-League
149,Chelsea-Stats,Matchweek 37,https://fbref.com/en/matches/d5caa61b/West-Bromwich-Albion-Chelsea-May-12-2017-Premier-League
150,Chelsea-Stats,Matchweek 28,https://fbref.com/en/matches/2749f512/Chelsea-Watford-May-15-2017-Premier-League
151,Chelsea-Stats,Matchweek 38,https://fbref.com/en/matches/2b149f28/Chelsea-Sunderland-May-21-2017-Premier-League
152,Crystal-Palace-Stats,Matchweek 1,https://fbref.com/en/matches/71e8ff6e/Crystal-Palace-West-Bromwich-Albion-August-13-2016-Premier-League
153,Crystal-Palace-Stats,Matchweek 2,https://fbref.com/en/matches/be3e02db/Tottenham-Hotspur-Crystal-Palace-August-20-2016-Premier-League
154,Crystal-Palace-Stats,Matchweek 3,https://fbref.com/en/matches/4b134305/Crystal-Palace-Bournemouth-August-27-2016-Premier-League
155,Crystal-Palace-Stats,Matchweek 4,https://fbref.com/en/matches/460cc0d3/Middlesbrough-Crystal-Palace-September-10-2016-Premier-League
156,Crystal-Palace-Stats,Matchweek 5,https://fbref.com/en/matches/41d0fbe4/Crystal-Palace-Stoke-City-September-18-2016-Premier-League
157,Crystal-Palace-Stats,Matchweek 6,https://fbref.com/en/matches/a4b57066/Sunderland-Crystal-Palace-September-24-2016-Premier-League
158,Crystal-Palace-Stats,Matchweek 7,https://fbref.com/en/matches/54633ab1/Everton-Crystal-Palace-September-30-2016-Premier-League
159,Crystal-Palace-Stats,Matchweek 8,https://fbref.com/en/matches/608d7dd6/Crystal-Palace-West-Ham-United-October-15-2016-Premier-League
160,Crystal-Palace-Stats,Matchweek 9,https://fbref.com/en/matches/1242968f/Leicester-City-Crystal-Palace-October-22-2016-Premier-League
161,Crystal-Palace-Stats,Matchweek 10,https://fbref.com/en/matches/c1873b0b/Crystal-Palace-Liverpool-October-29-2016-Premier-League
162,Crystal-Palace-Stats,Matchweek 11,https://fbref.com/en/matches/5ca938b4/Burnley-Crystal-Palace-November-5-2016-Premier-League
163,Crystal-Palace-Stats,Matchweek 12,https://fbref.com/en/matches/0713dea0/Crystal-Palace-Manchester-City-November-19-2016-Premier-League
164,Crystal-Palace-Stats,Matchweek 13,https://fbref.com/en/matches/99cbc7fa/Swansea-City-Crystal-Palace-November-26-2016-Premier-League
165,Crystal-Palace-Stats,Matchweek 14,https://fbref.com/en/matches/172a9a1a/Crystal-Palace-Southampton-December-3-2016-Premier-League
166,Crystal-Palace-Stats,Matchweek 15,https://fbref.com/en/matches/247883d2/Hull-City-Crystal-Palace-December-10-2016-Premier-League
167,Crystal-Palace-Stats,Matchweek 16,https://fbref.com/en/matches/46ad94b6/Crystal-Palace-Manchester-United-December-14-2016-Premier-League
168,Crystal-Palace-Stats,Matchweek 17,https://fbref.com/en/matches/613249e9/Crystal-Palace-Chelsea-December-17-2016-Premier-League
169,Crystal-Palace-Stats,Matchweek 18,https://fbref.com/en/matches/d275e513/Watford-Crystal-Palace-December-26-2016-Premier-League
170,Crystal-Palace-Stats,Matchweek 19,https://fbref.com/en/matches/b0f63c70/Arsenal-Crystal-Palace-January-1-2017-Premier-League
171,Crystal-Palace-Stats,Matchweek 20,https://fbref.com/en/matches/b213df24/Crystal-Palace-Swansea-City-January-3-2017-Premier-League
172,Crystal-Palace-Stats,Matchweek 21,https://fbref.com/en/matches/faf2b6c2/West-Ham-United-Crystal-Palace-January-14-2017-Premier-League
173,Crystal-Palace-Stats,Matchweek 22,https://fbref.com/en/matches/c89c1cde/Crystal-Palace-Everton-January-21-2017-Premier-League
174,Crystal-Palace-Stats,Matchweek 23,https://fbref.com/en/matches/ade92591/Bournemouth-Crystal-Palace-January-31-2017-Premier-League
175,Crystal-Palace-Stats,Matchweek 24,https://fbref.com/en/matches/501e50db/Crystal-Palace-Sunderland-February-4-2017-Premier-League
176,Crystal-Palace-Stats,Matchweek 25,https://fbref.com/en/matches/c91837f4/Stoke-City-Crystal-Palace-February-11-2017-Premier-League
177,Crystal-Palace-Stats,Matchweek 26,https://fbref.com/en/matches/a9746a6f/Crystal-Palace-Middlesbrough-February-25-2017-Premier-League
178,Crystal-Palace-Stats,Matchweek 27,https://fbref.com/en/matches/80c3d431/West-Bromwich-Albion-Crystal-Palace-March-4-2017-Premier-League
179,Crystal-Palace-Stats,Matchweek 29,https://fbref.com/en/matches/5280c1f6/Crystal-Palace-Watford-March-18-2017-Premier-League
180,Crystal-Palace-Stats,Matchweek 30,https://fbref.com/en/matches/ec549f90/Chelsea-Crystal-Palace-April-1-2017-Premier-League
181,Crystal-Palace-Stats,Matchweek 31,https://fbref.com/en/matches/997a77b5/Southampton-Crystal-Palace-April-5-2017-Premier-League
182,Crystal-Palace-Stats,Matchweek 32,https://fbref.com/en/matches/78f9825c/Crystal-Palace-Arsenal-April-10-2017-Premier-League
183,Crystal-Palace-Stats,Matchweek 33,https://fbref.com/en/matches/1462a754/Crystal-Palace-Leicester-City-April-15-2017-Premier-League
184,Crystal-Palace-Stats,Matchweek 34,https://fbref.com/en/matches/923da140/Liverpool-Crystal-Palace-April-23-2017-Premier-League
185,Crystal-Palace-Stats,Matchweek 28,https://fbref.com/en/matches/fcdd2c59/Crystal-Palace-Tottenham-Hotspur-April-26-2017-Premier-League
186,Crystal-Palace-Stats,Matchweek 35,https://fbref.com/en/matches/ccf227b0/Crystal-Palace-Burnley-April-29-2017-Premier-League
187,Crystal-Palace-Stats,Matchweek 36,https://fbref.com/en/matches/b8c8a428/Manchester-City-Crystal-Palace-May-6-2017-Premier-League
188,Crystal-Palace-Stats,Matchweek 37,https://fbref.com/en/matches/feeb3b85/Crystal-Palace-Hull-City-May-14-2017-Premier-League
189,Crystal-Palace-Stats,Matchweek 38,https://fbref.com/en/matches/9c2ec995/Manchester-United-Crystal-Palace-May-21-2017-Premier-League
190,Everton-Stats,Matchweek 1,https://fbref.com/en/matches/fa337038/Everton-Tottenham-Hotspur-August-13-2016-Premier-League
191,Everton-Stats,Matchweek 2,https://fbref.com/en/matches/7e874009/West-Bromwich-Albion-Everton-August-20-2016-Premier-League
192,Everton-Stats,Matchweek 3,https://fbref.com/en/matches/20d83945/Everton-Stoke-City-August-27-2016-Premier-League
193,Everton-Stats,Matchweek 4,https://fbref.com/en/matches/ee13fb62/Sunderland-Everton-September-12-2016-Premier-League
194,Everton-Stats,Matchweek 5,https://fbref.com/en/matches/5a03c66a/Everton-Middlesbrough-September-17-2016-Premier-League
195,Everton-Stats,Matchweek 6,https://fbref.com/en/matches/f3490f43/Bournemouth-Everton-September-24-2016-Premier-League
196,Everton-Stats,Matchweek 7,https://fbref.com/en/matches/54633ab1/Everton-Crystal-Palace-September-30-2016-Premier-League
197,Everton-Stats,Matchweek 8,https://fbref.com/en/matches/2061422d/Manchester-City-Everton-October-15-2016-Premier-League
198,Everton-Stats,Matchweek 9,https://fbref.com/en/matches/df2644c1/Burnley-Everton-October-22-2016-Premier-League
199,Everton-Stats,Matchweek 10,https://fbref.com/en/matches/3a6f4c43/Everton-West-Ham-United-October-30-2016-Premier-League
200,Everton-Stats,Matchweek 11,https://fbref.com/en/matches/250a2859/Chelsea-Everton-November-5-2016-Premier-League
201,Everton-Stats,Matchweek 12,https://fbref.com/en/matches/568c83cf/Everton-Swansea-City-November-19-2016-Premier-League
202,Everton-Stats,Matchweek 13,https://fbref.com/en/matches/548c4fd4/Southampton-Everton-November-27-2016-Premier-League
203,Everton-Stats,Matchweek 14,https://fbref.com/en/matches/5c222a27/Everton-Manchester-United-December-4-2016-Premier-League
204,Everton-Stats,Matchweek 15,https://fbref.com/en/matches/c48b9e6c/Watford-Everton-December-10-2016-Premier-League
205,Everton-Stats,Matchweek 16,https://fbref.com/en/matches/058313b0/Everton-Arsenal-December-13-2016-Premier-League
206,Everton-Stats,Matchweek 17,https://fbref.com/en/matches/af8cbcff/Merseyside-Derby-Everton-Liverpool-December-19-2016-Premier-League
207,Everton-Stats,Matchweek 18,https://fbref.com/en/matches/8bb3f3c2/Leicester-City-Everton-December-26-2016-Premier-League
208,Everton-Stats,Matchweek 19,https://fbref.com/en/matches/05c6c17b/Hull-City-Everton-December-30-2016-Premier-League
209,Everton-Stats,Matchweek 20,https://fbref.com/en/matches/6478604d/Everton-Southampton-January-2-2017-Premier-League
