,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Tackles,Tackles,Tackles,Tackles,Tackles,Challenges,Challenges,Challenges,Challenges,Blocks,Blocks,Blocks,Unnamed: 18_level_0,Unnamed: 19_level_0,Unnamed: 20_level_0,Unnamed: 21_level_0
,Player,#,Nation,Pos,Age,Min,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Lost,Blocks,Sh,Pass,Int,Tkl+Int,Clr,Err
0,Danny Welbeck,18.0,eng ENG,FW,30-173,28,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
1,Leandro Trossard,11.0,be BEL,"FW,WB",26-165,62,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0
2,Alexis Mac Allister,10.0,ar ARG,"FW,AM",22-145,90,0,0,0,0,0,0,1,0.0,1,0,0,0,0,0,0,0
3,Steven Alzate,17.0,co COL,CM,22-252,64,2,0,0,1,1,1,2,50.0,1,0,0,0,0,2,0,0
4,Andi Zeqiri,29.0,ch SUI,FW,21-330,26,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
5,Yves Bissouma,8.0,ml MLI,CM,24-261,90,5,4,0,5,0,1,4,25.0,3,1,0,1,2,7,2,0
6,Pascal Groß,13.0,de GER,"CM,WB",29-337,90,4,2,1,2,1,2,4,50.0,2,3,0,3,0,4,0,0
7,Jakub Moder,15.0,pl POL,"WB,AM",22-041,90,0,0,0,0,0,0,2,0.0,2,0,0,0,0,0,0,0
8,Alireza Jahanbakhsh,16.0,ir IRN,WB,27-280,48,1,1,1,0,0,0,0,,0,1,0,1,2,3,1,0
9,Adam Lallana,14.0,eng ENG,CM,33-008,42,1,0,1,0,0,0,0,,0,0,0,0,0,1,0,0
10,Dan Burn,33.0,eng ENG,CB,29-009,90,2,1,1,1,0,0,0,,0,1,1,0,0,2,1,0
11,Adam Webster,4.0,eng ENG,CB,26-134,90,1,0,1,0,0,1,2,50.0,1,0,0,0,0,1,3,1
12,Ben White,3.0,eng ENG,CB,23-222,90,2,1,0,1,1,0,0,,0,1,1,0,3,5,1,0
13,Robert Sánchez,26.0,es ESP,GK,23-181,90,0,0,0,0,0,0,0,,0,1,0,1,0,0,1,0
14,14 Players,,,,,990,18,9,5,10,3,5,15,33.3,10,8,2,6,7,25,10,1
