,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Danny Welbeck,,eng ENG,"FW,MF",20-040,82,0,0,0,,,,0,0,,,,,,,0,,
1,Cristian Riveros,,py PAR,MF,28-081,8,0,0,0,,,,0,0,,,,,,,0,,
2,Darren Bent,,eng ENG,FW,26-333,90,0,0,0,,,,0,0,,,,,,,0,,
3,Steed Malbranque,,fr FRA,MF,30-364,54,0,0,0,,,,0,0,,,,,,,0,,
4,Asamoah Gyan,,gh GHA,FW,25-044,36,0,0,0,,,,0,0,,,,,,,0,,
5,David Meyler,,ie IRL,MF,21-221,38,0,0,0,,,,0,0,,,,,,,0,,
6,Boudewijn Zenden,,nl NED,"DF,FW",34-143,47,0,0,0,,,,2,1,,,,,,,0,,
7,Jordan Henderson,,eng ENG,MF,20-202,90,0,0,0,,,,0,0,,,,,,,0,,
8,Ahmed Elmohamady,,eg EGY,"DF,MF",23-118,90,0,0,0,,,,0,0,,,,,,,0,,
9,Kieran Richardson,,eng ENG,"DF,MF",26-076,90,0,0,0,,,,1,0,,,,,,,0,,
10,Anton Ferdinand,,eng ENG,DF,25-321,90,0,0,0,,,,0,0,,,,,,,0,,
11,Titus Bramble,,eng ENG,DF,29-158,90,0,0,0,,,,1,0,,,,,,,0,,
12,Phil Bardsley,,sct SCO,DF,25-191,90,1,0,0,,,,0,0,,,,,,,0,,
13,Craig Gordon,,sct SCO,GK,28-005,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,985,1,0,0,,,,4,1,,,,,,,0,,
