,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Gabriel Jesus,9.0,br BRA,FW,24-041,90,59,63,93.7,702,113,40,41,97.6,13,13,100.0,1,1,100.0,1,0.4,0.3,1,1,1,0,2
1,Raheem Sterling,7.0,eng ENG,LW,26-157,90,59,68,86.8,589,91,48,51,94.1,7,10,70.0,0,0,,0,0.1,0.2,1,2,0,0,2
2,Ferrán Torres,21.0,es ESP,RW,21-074,90,35,40,87.5,438,24,23,25,92.0,10,11,90.9,0,0,,0,0.0,0.1,1,0,0,0,2
3,İlkay Gündoğan,8.0,de GER,LM,30-202,90,117,128,91.4,1746,326,71,73,97.3,35,38,92.1,7,11,63.6,1,0.1,0.2,3,14,1,0,5
4,Rodri,16.0,es ESP,CM,24-326,90,109,117,93.2,1597,377,65,69,94.2,37,37,100.0,4,4,100.0,1,0.1,0.1,3,8,0,0,5
5,Bernardo Silva,20.0,pt POR,RM,26-277,90,79,84,94.0,1078,167,52,53,98.1,16,17,94.1,6,7,85.7,0,0.1,0.1,1,4,2,0,7
6,João Cancelo,27.0,pt POR,LB,26-352,73,95,106,89.6,1173,236,71,72,98.6,20,24,83.3,2,6,33.3,0,0.1,0.2,1,9,3,0,9
7,Benjamin Mendy,22.0,fr FRA,LB,26-301,17,28,33,84.8,372,68,21,21,100.0,4,8,50.0,1,2,50.0,0,0.0,0.0,0,0,0,0,1
8,Nathan Aké,6.0,nl NED,CB,26-085,90,103,108,95.4,1379,408,57,59,96.6,38,39,97.4,1,2,50.0,0,0.0,0.0,0,13,0,0,4
9,Eric García,50.0,es ESP,CB,20-125,90,87,89,97.8,1575,616,31,31,100.0,50,51,98.0,6,6,100.0,0,0.0,0.0,0,5,0,0,2
10,Kyle Walker,2.0,eng ENG,RB,30-351,90,107,115,93.0,1808,449,51,53,96.2,43,46,93.5,10,12,83.3,0,0.0,0.1,0,18,2,0,12
11,Scott Carson,33.0,eng ENG,GK,35-253,90,15,16,93.8,270,190,3,3,100.0,11,11,100.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0
12,12 Players,,,,,990,893,967,92.3,12727,3065,533,551,96.7,284,305,93.1,38,52,73.1,3,0.9,1.2,11,74,9,0,51
