,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
31,2016-01-17,16:15 ,Premier League,Matchweek 22,Sun,Away,D,0,0,Stoke City,55,"27,683",Per Mertesacker,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/bb6fe6ba/Stoke-City-Arsenal-January-17-2016-Premier-League,
32,2016-01-24,16:00 ,Premier League,Matchweek 23,Sun,Home,L,0,1,Chelsea,47,"60,072",Per Mertesacker,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/69ca9a71/North-West-London-Derby-Arsenal-Chelsea-January-24-2016-Premier-League,
34,2016-02-02,19:45 ,Premier League,Matchweek 24,Tue,Home,D,0,0,Southampton,67,"60,044",Laurent Koscielny,4-2-3-1,Lee Mason,https://fbref.com/en/matches/95b5d3e4/Arsenal-Southampton-February-2-2016-Premier-League,
35,2016-02-07,13:30 ,Premier League,Matchweek 25,Sun,Away,W,2,0,Bournemouth,49,"11,357",Laurent Koscielny,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/ae9065f7/Bournemouth-Arsenal-February-7-2016-Premier-League,
36,2016-02-14,12:00 ,Premier League,Matchweek 26,Sun,Home,W,2,1,Leicester City,72,"60,009",Per Mertesacker,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/a842f0d2/Arsenal-Leicester-City-February-14-2016-Premier-League,
39,2016-02-28,14:05 ,Premier League,Matchweek 27,Sun,Away,L,2,3,Manchester Utd,61,"75,329",Laurent Koscielny,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/5d8bf07d/Manchester-United-Arsenal-February-28-2016-Premier-League,
40,2016-03-02,19:45 ,Premier League,Matchweek 28,Wed,Home,L,1,2,Swansea City,63,"59,905",Per Mertesacker,4-2-3-1,Robert Madley,https://fbref.com/en/matches/d25a0276/Arsenal-Swansea-City-March-2-2016-Premier-League,
41,2016-03-05,12:45 ,Premier League,Matchweek 29,Sat,Away,D,2,2,Tottenham,48,"35,762",Per Mertesacker,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/d7d8b7ba/North-London-Derby-Tottenham-Hotspur-Arsenal-March-5-2016-Premier-League,
45,2016-03-19,12:45 ,Premier League,Matchweek 31,Sat,Away,W,2,0,Everton,46,"39,270",Laurent Koscielny,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/265441ef/Everton-Arsenal-March-19-2016-Premier-League,
46,2016-04-02,15:00 ,Premier League,Matchweek 32,Sat,Home,W,4,0,Watford,69,"59,981",Laurent Koscielny,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/21ed8e4b/Arsenal-Watford-April-2-2016-Premier-League,
47,2016-04-09,12:45 ,Premier League,Matchweek 33,Sat,Away,D,3,3,West Ham,61,"34,977",Laurent Koscielny,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/0f990ff0/West-Ham-United-Arsenal-April-9-2016-Premier-League,
48,2016-04-17,16:00 ,Premier League,Matchweek 34,Sun,Home,D,1,1,Crystal Palace,72,"59,961",Laurent Koscielny,4-2-3-1,Roger East,https://fbref.com/en/matches/1e581960/Arsenal-Crystal-Palace-April-17-2016-Premier-League,
49,2016-04-21,19:45 ,Premier League,Matchweek 30,Thu,Home,W,2,0,West Brom,71,"59,568",Per Mertesacker,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/c8d5eca5/Arsenal-West-Bromwich-Albion-April-21-2016-Premier-League,
50,2016-04-24,14:05 ,Premier League,Matchweek 35,Sun,Away,D,0,0,Sunderland,70,"45,420",Per Mertesacker,4-2-3-1,Mike Dean,https://fbref.com/en/matches/2f86d664/Sunderland-Arsenal-April-24-2016-Premier-League,
51,2016-04-30,17:30 ,Premier League,Matchweek 36,Sat,Home,W,1,0,Norwich City,69,"59,989",Per Mertesacker,4-2-3-1,Mike Jones,https://fbref.com/en/matches/ab4dc164/Arsenal-Norwich-City-April-30-2016-Premier-League,
52,2016-05-08,16:00 ,Premier League,Matchweek 37,Sun,Away,D,2,2,Manchester City,43,"54,425",Laurent Koscielny,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/55352594/Manchester-City-Arsenal-May-8-2016-Premier-League,
53,2016-05-15,15:00 ,Premier League,Matchweek 38,Sun,Home,W,4,0,Aston Villa,60,"60,007",Laurent Koscielny,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/bd9e0fcd/Arsenal-Aston-Villa-May-15-2016-Premier-League,
