,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
12,2010-11-13,,Premier League,Matchweek 13,Sat,Away,D,0,0,Newcastle Utd,,"44,686",,4-4-1-1,Lee Probert,https://fbref.com/en/matches/51daf9df/Newcastle-United-Fulham-November-13-2010-Premier-League,
13,2010-11-21,,Premier League,Matchweek 14,Sun,Home,L,1,4,Manchester City,,"25,694",,4-4-1-1,Lee Mason,https://fbref.com/en/matches/9a69c229/Fulham-Manchester-City-November-21-2010-Premier-League,
14,2010-11-27,,Premier League,Matchweek 15,Sat,Home,D,1,1,Birmingham City,,"24,391",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/88109231/Fulham-Birmingham-City-November-27-2010-Premier-League,
15,2010-12-04,,Premier League,Matchweek 16,Sat,Away,L,1,2,Arsenal,,"60,049",,4-4-1-1,Chris Foy,https://fbref.com/en/matches/26d9e271/Arsenal-Fulham-December-4-2010-Premier-League,
16,2010-12-11,,Premier League,Matchweek 17,Sat,Home,D,0,0,Sunderland,,"24,462",,4-4-1-1,Neil Swarbrick,https://fbref.com/en/matches/ec07a7b7/Fulham-Sunderland-December-11-2010-Premier-League,
17,2010-12-26,,Premier League,Matchweek 19,Sun,Home,L,1,3,West Ham,,"25,332",,4-4-2,Mark Halsey,https://fbref.com/en/matches/f512e3d6/Fulham-West-Ham-United-December-26-2010-Premier-League,
18,2010-12-28,,Premier League,Matchweek 20,Tue,Away,W,2,0,Stoke City,,"26,954",,4-4-2,Kevin Friend,https://fbref.com/en/matches/52b43e40/Stoke-City-Fulham-December-28-2010-Premier-League,
19,2011-01-01,,Premier League,Matchweek 21,Sat,Away,L,0,1,Tottenham,,"35,603",,4-4-1-1,Mike Jones,https://fbref.com/en/matches/98578379/Tottenham-Hotspur-Fulham-January-1-2011-Premier-League,
20,2011-01-04,,Premier League,Matchweek 22,Tue,Home,W,3,0,West Brom,,"23,654",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/e62abc71/Fulham-West-Bromwich-Albion-January-4-2011-Premier-League,
21,2011-01-15,,Premier League,Matchweek 23,Sat,Away,D,1,1,Wigan Athletic,,"18,820",,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/9c472175/Wigan-Athletic-Fulham-January-15-2011-Premier-League,
22,2011-01-22,,Premier League,Matchweek 24,Sat,Home,W,2,0,Stoke City,,"23,766",,4-4-2,Stuart Attwell,https://fbref.com/en/matches/974f6d06/Fulham-Stoke-City-January-22-2011-Premier-League,
23,2011-01-26,,Premier League,Matchweek 18,Wed,Away,L,0,1,Liverpool,,"40,466",,4-4-2,Lee Probert,https://fbref.com/en/matches/ebc037fc/Liverpool-Fulham-January-26-2011-Premier-League,
24,2011-02-02,,Premier League,Matchweek 25,Wed,Home,W,1,0,Newcastle Utd,,"25,620",,4-4-2,Mike Jones,https://fbref.com/en/matches/51f040b7/Fulham-Newcastle-United-February-2-2011-Premier-League,
25,2011-02-05,,Premier League,Matchweek 26,Sat,Away,D,2,2,Aston Villa,,"35,899",,4-4-2,Lee Mason,https://fbref.com/en/matches/c5237de6/Aston-Villa-Fulham-February-5-2011-Premier-League,
26,2011-02-14,,Premier League,Matchweek 27,Mon,Home,D,0,0,Chelsea,,"25,685",,4-4-2,Mike Dean,https://fbref.com/en/matches/6e49b6e4/Fulham-Chelsea-February-14-2011-Premier-League,
27,2011-02-27,,Premier League,Matchweek 28,Sun,Away,D,1,1,Manchester City,,"43,077",,4-4-2,Peter Walton,https://fbref.com/en/matches/583c7bec/Manchester-City-Fulham-February-27-2011-Premier-League,
28,2011-03-05,,Premier League,Matchweek 29,Sat,Home,W,3,2,Blackburn,,"25,687",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/ad4efeb9/Fulham-Blackburn-Rovers-March-5-2011-Premier-League,
29,2011-03-19,,Premier League,Matchweek 30,Sat,Away,L,1,2,Everton,,"33,239",,4-4-2,Michael Oliver,https://fbref.com/en/matches/4948661e/Everton-Fulham-March-19-2011-Premier-League,
30,2011-04-03,,Premier League,Matchweek 31,Sun,Home,W,3,0,Blackpool,,"25,692",,4-4-2,Stuart Attwell,https://fbref.com/en/matches/0656871d/Fulham-Blackpool-April-3-2011-Premier-League,
31,2011-04-09,,Premier League,Matchweek 32,Sat,Away,L,0,2,Manchester Utd,,"75,339",,4-4-2,Mike Jones,https://fbref.com/en/matches/43401bb6/Manchester-United-Fulham-April-9-2011-Premier-League,
32,2011-04-23,,Premier League,Matchweek 34,Sat,Away,D,1,1,Wolves,,"28,825",,4-5-1,Michael Oliver,https://fbref.com/en/matches/dee17098/Wolverhampton-Wanderers-Fulham-April-23-2011-Premier-League,
33,2011-04-27,,Premier League,Matchweek 33,Wed,Home,W,3,0,Bolton,,"23,222",,4-5-1,Anthony Taylor,https://fbref.com/en/matches/9a5685d9/Fulham-Bolton-Wanderers-April-27-2011-Premier-League,
34,2011-04-30,,Premier League,Matchweek 35,Sat,Away,W,3,0,Sunderland,,"39,576",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/42253235/Sunderland-Fulham-April-30-2011-Premier-League,
35,2011-05-09,,Premier League,Matchweek 36,Mon,Home,L,2,5,Liverpool,,"25,693",,4-4-2,Lee Mason,https://fbref.com/en/matches/eb89783b/Fulham-Liverpool-May-9-2011-Premier-League,
36,2011-05-15,,Premier League,Matchweek 37,Sun,Away,W,2,0,Birmingham City,,"27,759",,4-4-2,Peter Walton,https://fbref.com/en/matches/05b638bc/Birmingham-City-Fulham-May-15-2011-Premier-League,
37,2011-05-22,,Premier League,Matchweek 38,Sun,Home,D,2,2,Arsenal,,"25,674",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/bc1c525c/Fulham-Arsenal-May-22-2011-Premier-League,
