,num,joueur
0,,Michel Vorm
1,,Neil Taylor
2,,Leon Britton
3,,Garry Monk
4,,Ashley Williams
5,,Àngel Rangel
6,,Danny Graham
7,,Nathan Dyer
8,,Scott Sinclair
9,,Wayne Routledge
10,,Mark Gower
