,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Harry Kane,10.0,eng ENG,FW,29-198,90,18,17,1,0,0,0,1,0,0,0,0,0,12,0,0
1,Son Heung-min,7.0,kr KOR,"AM,RW,LW",30-218,90,22,19,1,0,0,0,2,0,1,1,0,0,13,2,0
2,Dejan Kulusevski,21.0,se SWE,"AM,RW",22-292,78,29,25,4,0,0,0,1,0,0,0,0,0,22,0,1
3,Arnaut Danjuma,16.0,nl NED,LW,26-011,12,11,11,0,0,0,0,1,0,0,0,0,0,6,0,1
4,Rodrigo Bentancur,30.0,uy URU,CM,25-231,64,45,44,1,1,0,0,0,0,0,0,0,0,36,0,2
5,Pape Matar Sarr,29.0,sn SEN,"DM,CM",20-150,26,19,19,0,0,0,0,0,0,0,0,0,0,18,0,0
6,Pierre Højbjerg,5.0,dk DEN,"CM,DM",27-190,90,69,66,3,2,0,1,0,1,0,0,0,0,63,0,1
7,Ivan Perišić,14.0,hr CRO,WB,34-009,74,31,23,8,0,0,0,4,4,4,4,0,0,17,0,2
8,Richarlison,9.0,br BRA,AM,25-277,16,7,7,0,0,0,0,0,0,0,0,0,0,5,0,0
9,Pedro Porro,23.0,es ESP,WB,23-151,74,32,25,7,1,0,0,2,6,0,0,0,0,26,0,1
10,Emerson,12.0,br BRA,RB,24-028,16,13,10,3,1,0,0,0,2,0,0,0,0,12,0,1
11,Ben Davies,33.0,wls WAL,"CB,LB",29-293,90,48,46,2,1,0,0,1,1,0,0,0,0,39,0,0
12,Eric Dier,15.0,eng ENG,CB,29-027,90,65,59,6,6,0,0,0,0,0,0,0,0,58,0,0
13,Japhet Tanganga,25.0,eng ENG,CB,23-317,75,53,52,1,1,0,0,1,0,0,0,0,0,48,0,0
14,Davinson Sánchez,6.0,co COL,CB,26-244,15,20,20,0,0,0,0,0,0,0,0,0,0,17,0,1
15,Fraser Forster,20.0,eng ENG,GK,34-331,90,21,16,5,0,0,0,0,0,0,0,0,0,17,0,0
16,16 Players,,,,,990,503,459,42,13,0,1,13,14,5,5,0,0,409,2,10
