,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Harry Kane,10.0,eng ENG,FW,29-296,90,42,0,1,24,17,3,42,0,0,,0,,25,92,60,1,0,1,5,0,32,5
1,Dejan Kulusevski,21.0,se SWE,"FW,RM",23-025,74,41,0,2,15,25,2,41,1,1,100.0,0,0.0,27,207,115,4,2,2,4,1,30,7
2,Richarlison,9.0,br BRA,FW,26-010,16,10,0,0,3,7,6,10,0,0,,0,,2,4,0,0,0,0,0,0,7,1
3,Son Heung-min,7.0,kr KOR,LM,30-316,90,50,2,4,20,26,5,50,4,2,50.0,2,50.0,37,199,75,5,2,4,1,1,42,8
4,Oliver Skipp,4.0,eng ENG,CM,22-246,90,68,1,11,50,7,0,68,2,1,50.0,0,0.0,41,138,41,0,2,0,1,1,51,2
5,Yves Bissouma,38.0,ml MLI,CM,26-263,90,93,0,13,66,14,0,93,1,1,100.0,0,0.0,72,435,216,3,5,0,0,0,81,2
6,Arnaut Danjuma,16.0,nl NED,RM,26-109,65,24,0,3,13,8,2,24,1,0,0.0,1,100.0,17,78,28,0,0,0,0,0,21,3
7,Lucas Moura,27.0,br BRA,"RM,FW",30-280,25,20,0,1,5,14,4,20,1,0,0.0,1,100.0,13,44,14,0,4,0,1,2,16,2
8,Ben Davies,33.0,wls WAL,LB,30-026,84,57,4,20,29,8,0,57,0,0,,0,,34,161,121,4,1,0,0,0,36,0
9,Ivan Perišić,14.0,hr CRO,LB,34-107,6,15,0,0,3,12,0,15,1,0,0.0,1,100.0,9,41,16,1,1,0,0,0,8,1
10,Clément Lenglet,34.0,fr FRA,CB,27-337,90,89,14,36,49,4,1,89,0,0,,0,,55,252,147,1,1,0,0,0,72,0
11,Davinson Sánchez,6.0,co COL,CB,26-342,90,89,9,38,45,6,1,89,0,0,,0,,56,264,134,0,0,0,1,0,57,0
12,Emerson,12.0,br BRA,RB,24-126,74,57,1,16,29,12,2,57,1,0,0.0,0,0.0,25,147,70,1,1,0,1,1,33,4
13,Pedro Porro,23.0,es ESP,RB,23-249,16,39,0,6,16,17,1,39,0,0,,0,,23,131,84,2,1,0,0,0,25,7
14,Fraser Forster,20.0,eng ENG,GK,35-064,90,36,33,36,0,0,0,36,0,0,,0,,22,99,61,0,0,0,0,0,17,0
15,15 Players,,,,,990,730,64,187,367,177,27,730,12,5,41.7,5,41.7,458,2292,1182,22,20,7,14,6,528,42
