,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Gabriel Agbonlahor,,eng ENG,"FW,MF",24-031,77,0,0,0,,,,0,0,,,,,,,0,,
1,Nathan Delfouneso,,eng ENG,"FW,MF",19-284,13,0,0,0,,,,0,0,,,,,,,0,,
2,Ashley Young,,eng ENG,"DF,FW",25-127,90,1,0,1,,,,1,0,,,,,,,0,,
3,Stewart Downing,,eng ENG,"FW,MF",26-114,90,0,1,0,,,,0,0,,,,,,,0,,
4,Barry Bannan,,sct SCO,MF,20-347,90,0,0,0,,,,1,0,,,,,,,0,,
5,Jonathan Hogg,,eng ENG,MF,21-342,89,0,0,0,,,,0,0,,,,,,,0,,
6,Chris Herd,,au AUS,"DF,MF",21-223,1,0,0,0,,,,0,0,,,,,,,0,,
7,Marc Albrighton,,eng ENG,"DF,FW",20-360,87,1,0,0,,,,0,0,,,,,,,0,,
8,Eric Lichaj,,us USA,DF,21-361,3,0,0,0,,,,0,0,,,,,,,0,,
9,Stephen Warnock,,eng ENG,DF,28-336,90,0,0,0,,,,0,0,,,,,,,0,,
10,Richard Dunne,,ie IRL,DF,31-053,90,0,0,0,,,,0,0,,,,,,,0,,
11,James Collins,,wls WAL,DF,27-082,90,0,0,0,,,,0,0,,,,,,,0,,
12,Luke Young,,eng ENG,DF,31-117,90,0,0,0,,,,1,0,,,,,,,0,,
13,Brad Friedel,,us USA,GK,39-179,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,1,1,,,,3,0,,,,,,,0,,
