,num,joueur
0,1,Kasper Schmeichel
1,2,James Justin
2,4,Çağlar Söyüncü
3,8,Youri Tielemans
4,17,Ayoze Pérez
5,18,Daniel Amartey
6,22,Kiernan Dewsbury-Hall
7,24,Nampalys Mendy
8,29,Patson Daka
9,33,Luke Thomas
10,37,Ademola Lookman
