,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Marouane Chamakh,,ma MAR,FW,26-314,67,1,0,0,,,,0,0,,,,,,,0,,
1,Robin van Persie,,nl NED,FW,27-106,23,0,0,0,,,,0,0,,,,,,,0,,
2,Andrey Arshavin,,ru RUS,"FW,MF",29-175,76,0,1,0,,,,0,0,,,,,,,0,,
3,Theo Walcott,,eng ENG,"FW,MF",21-249,14,0,0,0,,,,0,0,,,,,,,0,,
4,Samir Nasri,,fr FRA,"FW,MF",23-147,76,1,0,0,,,,0,0,,,,,,,0,,
5,Tomáš Rosický,,cz CZE,MF,30-047,14,0,0,0,,,,0,0,,,,,,,0,,
6,Cesc Fàbregas,,es ESP,"FW,MF",23-200,90,0,1,0,,,,0,0,,,,,,,0,,
7,Denílson,,br BRA,MF,22-277,90,0,0,0,,,,1,0,,,,,,,0,,
8,Alexandre Song,,cm CMR,"DF,MF",23-072,90,0,0,0,,,,0,0,,,,,,,0,,
9,Gaël Clichy,,fr FRA,DF,25-117,90,0,0,0,,,,0,0,,,,,,,0,,
10,Laurent Koscielny,,fr FRA,DF,25-071,90,0,0,0,,,,1,0,,,,,,,0,,
11,Sébastien Squillaci,,fr FRA,DF,30-101,90,0,0,0,,,,0,0,,,,,,,0,,
12,Bacary Sagna,,fr FRA,DF,27-279,90,0,0,0,,,,1,0,,,,,,,0,,
13,Łukasz Fabiański,,pl POL,GK,25-216,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,990,2,2,0,,,,3,0,,,,,,,0,,
