,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Mbaye Diagne,17.0,sn SEN,FW,29-187,90,0,0,0,2,1,1,0,0,0,0,0,0,1,3,4,42.9
1,Matheus Pereira,12.0,pt POR,FW,24-363,90,0,0,0,1,2,0,5,1,0,0,0,0,7,0,1,0.0
2,Ainsley Maitland-Niles,30.0,eng ENG,"CM,DM",23-247,77,1,0,0,3,0,0,1,0,0,0,0,0,2,0,2,0.0
3,Callum Robinson,7.0,ie IRL,CM,26-090,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,Okay Yokuşlu,35.0,tr TUR,"CM,DM",27-055,90,0,0,0,3,2,0,1,3,2,0,0,0,9,2,3,40.0
5,Conor Gallagher,18.0,eng ENG,"RM,DM",21-086,90,0,0,0,2,2,0,4,1,1,0,0,0,10,0,0,
6,Conor Townsend,14.0,eng ENG,"LB,WB",28-060,90,0,0,0,1,1,0,4,2,2,0,0,0,10,1,2,33.3
7,Darnell Furlong,2.0,eng ENG,"RB,WB",25-184,90,1,0,0,1,0,0,4,0,1,0,0,0,5,2,1,66.7
8,Dara O'Shea,27.0,ie IRL,CB,22-060,32,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,50.0
9,Matt Phillips,10.0,sct SCO,LM,30-051,58,0,0,0,2,1,0,1,0,0,0,0,0,5,0,0,
10,Kyle Bartley,5.0,eng ENG,CB,29-346,90,0,0,0,2,1,0,0,0,1,0,0,0,9,5,5,50.0
11,Semi Ajayi,6.0,ng NGA,CB,27-175,90,0,0,0,0,0,0,0,2,1,0,0,0,6,3,1,75.0
12,Sam Johnstone,1.0,eng ENG,GK,28-039,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
13,13 Players,,,,,990,2,0,0,17,10,1,20,10,8,0,0,0,66,17,20,45.9
