,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Mbaye Diagne,17.0,sn SEN,FW,29-187,90,31,3,3,14,14,4,31,0,0,,0,,16,51,6,0,0,1,1,2,23,6
1,Matheus Pereira,12.0,pt POR,FW,24-363,90,47,0,3,22,22,4,47,3,1,33.3,2,66.7,31,143,66,2,2,3,4,3,32,7
2,Ainsley Maitland-Niles,30.0,eng ENG,"CM,DM",23-247,77,39,0,5,21,13,0,39,1,1,100.0,0,0.0,21,92,30,2,0,0,3,1,23,5
3,Callum Robinson,7.0,ie IRL,CM,26-090,13,2,0,0,2,0,0,2,0,0,,0,,2,22,0,0,0,0,0,0,2,0
4,Okay Yokuşlu,35.0,tr TUR,"CM,DM",27-055,90,54,3,15,33,7,0,54,2,2,100.0,0,0.0,31,102,37,1,0,0,4,1,26,0
5,Conor Gallagher,18.0,eng ENG,"RM,DM",21-086,90,56,0,10,33,13,4,56,2,1,50.0,1,50.0,35,138,40,0,1,1,5,2,31,1
6,Conor Townsend,14.0,eng ENG,"LB,WB",28-060,90,70,4,25,32,13,3,70,1,0,0.0,1,100.0,32,93,40,1,0,0,2,2,30,5
7,Darnell Furlong,2.0,eng ENG,"RB,WB",25-184,90,42,2,9,16,17,3,42,1,0,0.0,1,100.0,24,95,30,2,0,0,1,0,24,6
8,Dara O'Shea,27.0,ie IRL,CB,22-060,32,26,1,7,19,0,0,26,1,0,0.0,1,100.0,15,74,49,0,0,0,0,0,16,0
9,Matt Phillips,10.0,sct SCO,LM,30-051,58,22,2,6,4,12,2,22,1,0,0.0,1,100.0,17,126,72,3,1,1,1,2,15,4
10,Kyle Bartley,5.0,eng ENG,CB,29-346,90,39,8,26,10,4,0,39,1,1,100.0,0,0.0,15,91,67,0,1,0,1,0,13,0
11,Semi Ajayi,6.0,ng NGA,CB,27-175,90,40,5,26,11,3,3,40,0,0,,0,,19,70,49,0,0,0,1,0,20,0
12,Sam Johnstone,1.0,eng ENG,GK,28-039,90,43,32,43,0,0,0,43,0,0,,0,,22,164,134,0,0,0,0,0,15,0
13,13 Players,,,,,990,511,60,178,217,118,23,511,13,6,46.2,7,53.8,280,1261,620,11,5,6,23,13,270,34
