,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Kai Havertz,29.0,de GER,FW,21-335,64,0,0,0,0,3,0,0,0,25,0,0,0,0.5,0.5,0.1,3,0,14,16,87.5,1,15,2,5,2
1,Olivier Giroud,18.0,fr FRA,FW,34-224,26,0,0,0,0,3,0,0,0,13,0,1,0,0.6,0.6,0.0,1,0,5,9,55.6,1,8,0,2,2
2,Christian Pulisic,10.0,us USA,"AM,RW",22-236,90,0,0,0,0,3,1,0,0,55,0,0,1,0.3,0.3,0.2,3,0,36,43,83.7,5,40,7,6,1
3,Mason Mount,19.0,eng ENG,"AM,CM,DM",22-122,90,0,0,0,0,3,2,0,0,69,0,1,2,0.2,0.2,0.3,5,0,48,60,80.0,5,46,5,0,0
4,Jorginho,5.0,it ITA,"CM,DM",29-143,90,0,0,0,0,0,0,0,0,105,1,0,3,0.0,0.0,0.1,2,0,84,97,86.6,8,76,1,2,2
5,Billy Gilmour,23.0,sct SCO,CM,19-335,45,0,0,0,0,0,0,0,0,59,0,1,1,0.0,0.0,0.0,0,0,49,56,87.5,4,38,0,0,0
6,Callum Hudson-Odoi,20.0,eng ENG,"AM,LW",20-186,45,0,0,0,0,1,0,0,0,42,1,0,2,0.0,0.0,0.1,3,0,27,34,79.4,4,31,2,3,1
7,Ben Chilwell,21.0,eng ENG,"WB,LB",24-142,90,0,0,0,0,0,0,0,0,68,0,0,1,0.0,0.0,0.0,3,0,50,65,76.9,4,44,1,2,2
8,Reece James,24.0,eng ENG,"WB,RB",21-155,90,0,0,0,0,0,0,0,0,92,1,1,0,0.0,0.0,0.1,3,0,78,89,87.6,6,53,2,2,2
9,Kurt Zouma,15.0,fr FRA,CB,26-197,90,0,0,0,0,4,1,0,0,116,0,1,0,0.1,0.1,0.0,4,0,102,110,92.7,3,86,2,0,0
10,Thiago Silva,6.0,br BRA,CB,36-232,90,0,0,0,0,1,0,0,0,101,1,1,0,0.0,0.0,0.0,1,0,85,92,92.4,3,64,0,0,0
11,César Azpilicueta,28.0,es ESP,CB,31-257,77,0,0,0,0,0,0,0,0,108,0,0,1,0.0,0.0,0.0,1,0,95,103,92.2,10,70,1,0,0
12,Hakim Ziyech,22.0,ma MAR,AM,28-054,13,0,0,0,0,1,0,0,0,15,0,0,0,0.0,0.0,0.0,2,0,11,14,78.6,3,12,0,0,0
13,Kepa Arrizabalaga,1.0,es ESP,GK,26-221,90,0,0,0,0,0,0,0,0,41,0,0,0,0.0,0.0,0.0,2,0,38,40,95.0,1,25,0,0,0
14,14 Players,,,,,990,0,0,0,0,19,4,0,0,909,4,6,11,1.8,1.8,0.9,33,0,722,828,87.2,58,608,23,22,12
