,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2015-08-09,13:30 ,Premier League,Matchweek 1,Sun,Home,D,2,2,Southampton,56,"49,019",Fabricio Coloccini,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/46264921/Newcastle-United-Southampton-August-9-2015-Premier-League,
1,2015-08-15,15:00 ,Premier League,Matchweek 2,Sat,Away,L,0,2,Swansea City,34,"20,678",Fabricio Coloccini,4-2-3-1,Mike Jones,https://fbref.com/en/matches/7803cb7a/Swansea-City-Newcastle-United-August-15-2015-Premier-League,
2,2015-08-22,12:45 ,Premier League,Matchweek 3,Sat,Away,D,0,0,Manchester Utd,31,"75,354",Fabricio Coloccini,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/25dcee94/Manchester-United-Newcastle-United-August-22-2015-Premier-League,
4,2015-08-29,12:45 ,Premier League,Matchweek 4,Sat,Home,L,0,1,Arsenal,26,"50,388",Fabricio Coloccini,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/833982d1/Newcastle-United-Arsenal-August-29-2015-Premier-League,
5,2015-09-14,20:00 ,Premier League,Matchweek 5,Mon,Away,L,0,2,West Ham,61,"34,907",Fabricio Coloccini,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/f660daba/West-Ham-United-Newcastle-United-September-14-2015-Premier-League,
6,2015-09-19,15:00 ,Premier League,Matchweek 6,Sat,Home,L,1,2,Watford,58,"47,806",Fabricio Coloccini,4-1-4-1,Roger East,https://fbref.com/en/matches/1bf5d906/Newcastle-United-Watford-September-19-2015-Premier-League,
8,2015-09-26,17:30 ,Premier League,Matchweek 7,Sat,Home,D,2,2,Chelsea,36,"48,682",Fabricio Coloccini,4-4-2,Martin Atkinson,https://fbref.com/en/matches/df8f1a6d/Newcastle-United-Chelsea-September-26-2015-Premier-League,
9,2015-10-03,15:00 ,Premier League,Matchweek 8,Sat,Away,L,1,6,Manchester City,36,"53,850",Fabricio Coloccini,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/5ff1f57c/Manchester-City-Newcastle-United-October-3-2015-Premier-League,
10,2015-10-18,16:00 ,Premier League,Matchweek 9,Sun,Home,W,6,2,Norwich City,44,"47,006",Fabricio Coloccini,4-4-2,Anthony Taylor,https://fbref.com/en/matches/8ddab97b/Newcastle-United-Norwich-City-October-18-2015-Premier-League,
11,2015-10-25,12:00 ,Premier League,Matchweek 10,Sun,Away,L,0,3,Sunderland,60,"47,653",Fabricio Coloccini,4-4-2,Robert Madley,https://fbref.com/en/matches/aa251e80/Sunderland-Newcastle-United-October-25-2015-Premier-League,
12,2015-10-31,15:00 ,Premier League,Matchweek 11,Sat,Home,D,0,0,Stoke City,52,"47,139",Fabricio Coloccini,4-4-2,Roger East,https://fbref.com/en/matches/c0bb7ab6/Newcastle-United-Stoke-City-October-31-2015-Premier-League,
13,2015-11-07,12:45 ,Premier League,Matchweek 12,Sat,Away,W,1,0,Bournemouth,33,"11,155",Fabricio Coloccini,4-4-2,Lee Mason,https://fbref.com/en/matches/7a97d5be/Bournemouth-Newcastle-United-November-7-2015-Premier-League,
