,num,joueur
0,,Adel Taarabt
1,,Alejandro Faurlín
2,,Bradley Orr
3,,Jay Bothroyd
4,,Joey Barton
5,,Anton Ferdinand
6,,Shaun Wright-Phillips
7,,Shaun Derry
8,,Fitz Hall
9,,
10,,Brian Murphy
