,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
27,2023-01-14,12:30 ,Premier League,Matchweek 20,Sat,Home,W,2,1,Manchester City,1.7,0.6,30,"75,546",Bruno Fernandes,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/f0fd7541/Manchester-Derby-Manchester-United-Manchester-City-January-14-2023-Premier-League,
28,2023-01-18,20:00 ,Premier League,Matchweek 7,Wed,Away,D,1,1,Crystal Palace,2.1,0.5,60,"23,343",Bruno Fernandes,4-2-3-1,Robert Jones,https://fbref.com/en/matches/adf46096/Crystal-Palace-Manchester-United-January-18-2023-Premier-League,
29,2023-01-22,16:30 ,Premier League,Matchweek 21,Sun,Away,L,2,3,Arsenal,0.4,3.1,43,"60,325",Bruno Fernandes,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/1b35bc71/Arsenal-Manchester-United-January-22-2023-Premier-League,
33,2023-02-04,15:00 ,Premier League,Matchweek 22,Sat,Home,W,2,1,Crystal Palace,2.0,1.3,52,"73,420",Bruno Fernandes,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/dca5ea6c/Manchester-United-Crystal-Palace-February-4-2023-Premier-League,
34,2023-02-08,20:00 ,Premier League,Matchweek 8,Wed,Home,D,2,2,Leeds United,2.0,0.6,66,"73,456",Bruno Fernandes,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/80532a54/Manchester-United-Leeds-United-February-8-2023-Premier-League,
35,2023-02-12,14:00 ,Premier League,Matchweek 23,Sun,Away,W,2,0,Leeds United,1.1,1.8,66,"36,919",Harry Maguire,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/3386146f/Leeds-United-Manchester-United-February-12-2023-Premier-League,
37,2023-02-19,14:00 ,Premier League,Matchweek 24,Sun,Home,W,3,0,Leicester City,4.4,1.6,57,"73,578",Bruno Fernandes,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/d6e88163/Manchester-United-Leicester-City-February-19-2023-Premier-League,
41,2023-03-05,16:30 ,Premier League,Matchweek 26,Sun,Away,L,0,7,Liverpool,0.8,2.8,41,"53,001",Bruno Fernandes,4-2-3-1,Andy Madley,https://fbref.com/en/matches/756e8036/North-West-Derby-Liverpool-Manchester-United-March-5-2023-Premier-League,
43,2023-03-12,14:00 ,Premier League,Matchweek 27,Sun,Home,D,0,0,Southampton,0.8,1.0,47,"73,439",Bruno Fernandes,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/9cd3ca2c/Manchester-United-Southampton-March-12-2023-Premier-League,
46,2023-04-02,16:30 ,Premier League,Matchweek 29,Sun,Away,L,0,2,Newcastle Utd,0.4,3.7,54,"52,268",Bruno Fernandes,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/1ed948f6/Newcastle-United-Manchester-United-April-2-2023-Premier-League,
47,2023-04-05,20:00 ,Premier League,Matchweek 25,Wed,Home,W,1,0,Brentford,1.2,0.7,64,"73,309",Bruno Fernandes,4-2-3-1,John Brooks,https://fbref.com/en/matches/f3e6e475/Manchester-United-Brentford-April-5-2023-Premier-League,
48,2023-04-08,12:30 ,Premier League,Matchweek 30,Sat,Home,W,2,0,Everton,3.4,1.0,63,"73,509",Harry Maguire,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/e217ed2c/Manchester-United-Everton-April-8-2023-Premier-League,
50,2023-04-16,16:30 ,Premier League,Matchweek 31,Sun,Away,W,2,0,Nott'ham Forest,3.5,0.7,68,"29,435",Harry Maguire,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/4ca8f9f6/Nottingham-Forest-Manchester-United-April-16-2023-Premier-League,
53,2023-04-27,20:15 ,Premier League,Matchweek 33,Thu,Away,D,2,2,Tottenham,2.0,2.5,60,"61,586",Bruno Fernandes,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/8c9a5c5c/Tottenham-Hotspur-Manchester-United-April-27-2023-Premier-League,
54,2023-04-30,14:00 ,Premier League,Matchweek 34,Sun,Home,W,1,0,Aston Villa,1.2,0.6,57,"73,592",Bruno Fernandes,4-1-4-1,Jarred Gillett,https://fbref.com/en/matches/08607696/Manchester-United-Aston-Villa-April-30-2023-Premier-League,
55,2023-05-04,20:00 ,Premier League,Matchweek 28,Thu,Away,L,0,1,Brighton,1.4,2.3,41,"31,577",Bruno Fernandes,4-3-3,Andre Marriner,https://fbref.com/en/matches/16209587/Brighton-and-Hove-Albion-Manchester-United-May-4-2023-Premier-League,
56,2023-05-07,19:00 ,Premier League,Matchweek 35,Sun,Away,L,0,1,West Ham,1.2,1.3,65,"62,477",Bruno Fernandes,4-2-3-1,Peter Bankes,https://fbref.com/en/matches/98f0c145/West-Ham-United-Manchester-United-May-7-2023-Premier-League,
57,2023-05-13,15:00 ,Premier League,Matchweek 36,Sat,Home,W,2,0,Wolves,3.2,0.3,48,"73,570",Bruno Fernandes,4-2-3-1,John Brooks,https://fbref.com/en/matches/f5d61382/Manchester-United-Wolverhampton-Wanderers-May-13-2023-Premier-League,
58,2023-05-20,15:00 ,Premier League,Matchweek 37,Sat,Away,W,1,0,Bournemouth,1.4,1.0,59,"10,240",Bruno Fernandes,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/ec496eca/Bournemouth-Manchester-United-May-20-2023-Premier-League,
59,2023-05-25,20:00 ,Premier League,Matchweek 32,Thu,Home,W,4,1,Chelsea,5.2,1.9,42,"73,561",Bruno Fernandes,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/d2f2263d/Manchester-United-Chelsea-May-25-2023-Premier-League,
60,2023-05-28,16:30 ,Premier League,Matchweek 38,Sun,Home,W,2,1,Fulham,2.9,1.8,53,"73,465",Harry Maguire,4-2-3-1,Robert Jones,https://fbref.com/en/matches/64823dc9/Manchester-United-Fulham-May-28-2023-Premier-League,
