,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2022-08-07,14:00 ,Premier League,Matchweek 1,Sun,Home,L,1,2,Brighton,1.4,1.5,62,"73,711",Harry Maguire,4-3-3,Paul Tierney,https://fbref.com/en/matches/8251694e/Manchester-United-Brighton-and-Hove-Albion-August-7-2022-Premier-League,
1,2022-08-13,17:30 ,Premier League,Matchweek 2,Sat,Away,L,0,4,Brentford,0.9,1.6,66,"17,051",Harry Maguire,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/04712d4e/Brentford-Manchester-United-August-13-2022-Premier-League,
2,2022-08-22,20:00 ,Premier League,Matchweek 3,Mon,Home,W,2,1,Liverpool,1.8,1.3,30,"74,147",Bruno Fernandes,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/3c9a8f71/North-West-Derby-Manchester-United-Liverpool-August-22-2022-Premier-League,
3,2022-08-27,12:30 ,Premier League,Matchweek 4,Sat,Away,W,1,0,Southampton,1.1,1.4,51,"31,196",Bruno Fernandes,4-2-3-1,Andy Madley,https://fbref.com/en/matches/dff99b20/Southampton-Manchester-United-August-27-2022-Premier-League,
4,2022-09-01,20:00 ,Premier League,Matchweek 5,Thu,Away,W,1,0,Leicester City,1.5,0.7,47,"32,226",Bruno Fernandes,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/c1f25d02/Leicester-City-Manchester-United-September-1-2022-Premier-League,
5,2022-09-04,16:30 ,Premier League,Matchweek 6,Sun,Home,W,3,1,Arsenal,1.5,1.3,40,"73,431",Bruno Fernandes,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/61ddafa5/Manchester-United-Arsenal-September-4-2022-Premier-League,
8,2022-10-02,14:00 ,Premier League,Matchweek 9,Sun,Away,L,3,6,Manchester City,1.7,3.2,47,"53,475",Bruno Fernandes,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/886e6108/Manchester-Derby-Manchester-City-Manchester-United-October-2-2022-Premier-League,
10,2022-10-09,19:00 ,Premier League,Matchweek 10,Sun,Away,W,2,1,Everton,1.4,0.6,60,"39,258",Bruno Fernandes,4-2-3-1,David Coote,https://fbref.com/en/matches/5d426690/Everton-Manchester-United-October-9-2022-Premier-League,
12,2022-10-16,14:00 ,Premier League,Matchweek 11,Sun,Home,D,0,0,Newcastle Utd,0.8,0.8,63,"73,726",Bruno Fernandes,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/e0b9c72c/Manchester-United-Newcastle-United-October-16-2022-Premier-League,
13,2022-10-19,20:15 ,Premier League,Matchweek 12,Wed,Home,W,2,0,Tottenham,1.5,0.6,52,"73,677",Bruno Fernandes,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/eebe78c1/Manchester-United-Tottenham-Hotspur-October-19-2022-Premier-League,
14,2022-10-22,17:30 ,Premier League,Matchweek 13,Sat,Away,D,1,1,Chelsea,0.8,1.1,52,"39,503",Bruno Fernandes,4-1-4-1,Stuart Attwell,https://fbref.com/en/matches/7ad85c8a/Chelsea-Manchester-United-October-22-2022-Premier-League,
16,2022-10-30,16:15 ,Premier League,Matchweek 14,Sun,Home,W,1,0,West Ham,1.2,1.1,53,"73,682",Harry Maguire,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/cd0f59f6/Manchester-United-West-Ham-United-October-30-2022-Premier-League,
18,2022-11-06,14:00 ,Premier League,Matchweek 15,Sun,Away,L,1,3,Aston Villa,0.5,0.6,58,"42,058",Cristiano Ronaldo,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/6638574f/Aston-Villa-Manchester-United-November-6-2022-Premier-League,
20,2022-11-13,16:30 ,Premier League,Matchweek 16,Sun,Away,W,2,1,Fulham,2.5,1.4,47,"24,246",Bruno Fernandes,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/af75b6b0/Fulham-Manchester-United-November-13-2022-Premier-League,
22,2022-12-27,20:00 ,Premier League,Matchweek 17,Tue,Home,W,3,0,Nott'ham Forest,2.4,0.7,65,"73,608",Bruno Fernandes,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/b860f634/Manchester-United-Nottingham-Forest-December-27-2022-Premier-League,
23,2022-12-31,12:30 ,Premier League,Matchweek 18,Sat,Away,W,1,0,Wolves,2.0,0.7,54,"31,658",Bruno Fernandes,4-2-3-1,Robert Jones,https://fbref.com/en/matches/8ef80305/Wolverhampton-Wanderers-Manchester-United-December-31-2022-Premier-League,
24,2023-01-03,20:00 ,Premier League,Matchweek 19,Tue,Home,W,3,0,Bournemouth,2.2,0.6,58,"73,322",Harry Maguire,4-2-3-1,Michael Salisbury,https://fbref.com/en/matches/63fc7f12/Manchester-United-Bournemouth-January-3-2023-Premier-League,
