,num,joueur
0,,Ben Foster
1,,Zoltán Gera
2,,James Morrison
3,,Jonas Olsson
4,,Liam Ridgewell
5,,Shane Long
6,,Youssouf Mulumbu
7,,Gareth McAuley
8,,Peter Odemwingie
9,,Claudio Yacob
10,,Steven Reid
