,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-11,15:00 ,Premier League,Matchweek 1,Sat,Away,L,0,2,Watford,0.3,1.2,47,"20,051",Bruno,4-4-1-1,Jonathan Moss,https://fbref.com/en/matches/b3a7c703/Watford-Brighton-and-Hove-Albion-August-11-2018-Premier-League,
1,2018-08-19,16:00 ,Premier League,Matchweek 2,Sun,Home,W,3,2,Manchester Utd,1.7,1.4,34,"30,592",Lewis Dunk,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/620ebbfd/Brighton-and-Hove-Albion-Manchester-United-August-19-2018-Premier-League,
2,2018-08-25,17:30 ,Premier League,Matchweek 3,Sat,Away,L,0,1,Liverpool,0.6,1.6,31,"53,294",Dale Stephens,4-5-1,Chris Kavanagh,https://fbref.com/en/matches/db5e61cc/Liverpool-Brighton-and-Hove-Albion-August-25-2018-Premier-League,
4,2018-09-01,15:00 ,Premier League,Matchweek 4,Sat,Home,D,2,2,Fulham,2.8,1.6,42,"30,526",Lewis Dunk,4-4-1-1,Lee Probert,https://fbref.com/en/matches/51055c21/Brighton-and-Hove-Albion-Fulham-September-1-2018-Premier-League,
5,2018-09-17,20:00 ,Premier League,Matchweek 5,Mon,Away,D,2,2,Southampton,1.4,2.0,49,"28,811",Lewis Dunk,4-1-4-1,Anthony Taylor,https://fbref.com/en/matches/7f31aba2/Southampton-Brighton-and-Hove-Albion-September-17-2018-Premier-League,
6,2018-09-22,17:30 ,Premier League,Matchweek 6,Sat,Home,L,1,2,Tottenham,0.8,1.9,30,"30,531",Lewis Dunk,4-1-4-1,Chris Kavanagh,https://fbref.com/en/matches/6fe3c413/Brighton-and-Hove-Albion-Tottenham-Hotspur-September-22-2018-Premier-League,
7,2018-09-29,15:00 ,Premier League,Matchweek 7,Sat,Away,L,0,2,Manchester City,0.2,2.7,21,"54,152",Lewis Dunk,4-1-4-1,Lee Mason,https://fbref.com/en/matches/d64da66e/Manchester-City-Brighton-and-Hove-Albion-September-29-2018-Premier-League,
8,2018-10-05,20:00 ,Premier League,Matchweek 8,Fri,Home,W,1,0,West Ham,1.2,1.4,36,"30,544",Bruno,4-4-1-1,Kevin Friend,https://fbref.com/en/matches/cf0741b9/Brighton-and-Hove-Albion-West-Ham-United-October-5-2018-Premier-League,
9,2018-10-20,15:00 ,Premier League,Matchweek 9,Sat,Away,W,1,0,Newcastle Utd,0.8,1.8,33,"50,329",Bruno,4-4-1-1,Andre Marriner,https://fbref.com/en/matches/a30672ee/Newcastle-United-Brighton-and-Hove-Albion-October-20-2018-Premier-League,
10,2018-10-27,15:00 ,Premier League,Matchweek 10,Sat,Home,W,1,0,Wolves,0.9,1.4,40,"30,654",Bruno,4-4-1-1,Anthony Taylor,https://fbref.com/en/matches/1b2a6c82/Brighton-and-Hove-Albion-Wolverhampton-Wanderers-October-27-2018-Premier-League,
11,2018-11-03,15:00 ,Premier League,Matchweek 11,Sat,Away,L,1,3,Everton,0.5,2.0,39,"38,966",Bruno,4-4-1-1,David Coote,https://fbref.com/en/matches/86e1f618/Everton-Brighton-and-Hove-Albion-November-3-2018-Premier-League,
12,2018-11-10,12:30 ,Premier League,Matchweek 12,Sat,Away,L,1,2,Cardiff City,0.5,2.1,40,"29,402",Lewis Dunk,4-4-1-1,Martin Atkinson,https://fbref.com/en/matches/da20ac20/Cardiff-City-Brighton-and-Hove-Albion-November-10-2018-Premier-League,
13,2018-11-24,15:00 ,Premier League,Matchweek 13,Sat,Home,D,1,1,Leicester City,1.0,1.2,54,"30,553",Bruno,4-4-1-1,Chris Kavanagh,https://fbref.com/en/matches/52005385/Brighton-and-Hove-Albion-Leicester-City-November-24-2018-Premier-League,
14,2018-12-01,15:00 ,Premier League,Matchweek 14,Sat,Away,W,2,1,Huddersfield,1.2,0.6,67,"22,973",Bruno,4-3-3,Michael Oliver,https://fbref.com/en/matches/c4b81247/Huddersfield-Town-Brighton-and-Hove-Albion-December-1-2018-Premier-League,
15,2018-12-04,19:45 ,Premier League,Matchweek 15,Tue,Home,W,3,1,Crystal Palace,1.3,1.7,32,"29,663",Lewis Dunk,4-3-3,Kevin Friend,https://fbref.com/en/matches/07d048d9/Brighton-and-Hove-Albion-Crystal-Palace-December-4-2018-Premier-League,
16,2018-12-08,15:00 ,Premier League,Matchweek 16,Sat,Away,L,0,1,Burnley,1.0,1.4,62,"18,497",Bruno,4-3-3,Martin Atkinson,https://fbref.com/en/matches/6d8dc23c/Burnley-Brighton-and-Hove-Albion-December-8-2018-Premier-League,
17,2018-12-16,13:30 ,Premier League,Matchweek 17,Sun,Home,L,1,2,Chelsea,0.4,1.2,43,"30,645",Lewis Dunk,4-4-1-1,Stuart Attwell,https://fbref.com/en/matches/330a90b9/Brighton-and-Hove-Albion-Chelsea-December-16-2018-Premier-League,
18,2018-12-22,15:00 ,Premier League,Matchweek 18,Sat,Away,L,0,2,Bournemouth,0.8,0.8,43,"10,491",Lewis Dunk,4-1-4-1,Mike Dean,https://fbref.com/en/matches/0233399d/Bournemouth-Brighton-and-Hove-Albion-December-22-2018-Premier-League,
19,2018-12-26,17:15 ,Premier League,Matchweek 19,Wed,Home,D,1,1,Arsenal,1.1,0.8,33,"30,608",Dale Stephens,4-5-1,Anthony Taylor,https://fbref.com/en/matches/60a25a27/Brighton-and-Hove-Albion-Arsenal-December-26-2018-Premier-League,
20,2018-12-29,15:00 ,Premier League,Matchweek 20,Sat,Home,W,1,0,Everton,1.1,0.7,46,"30,597",Lewis Dunk,4-5-1,Andy Madley,https://fbref.com/en/matches/52202784/Brighton-and-Hove-Albion-Everton-December-29-2018-Premier-League,
21,2019-01-02,19:45 ,Premier League,Matchweek 21,Wed,Away,D,2,2,West Ham,0.7,0.8,45,"59,870",Lewis Dunk,4-5-1,Chris Kavanagh,https://fbref.com/en/matches/49b9ddde/West-Ham-United-Brighton-and-Hove-Albion-January-2-2019-Premier-League,
23,2019-01-12,15:00 ,Premier League,Matchweek 22,Sat,Home,L,0,1,Liverpool,0.4,2.0,30,"30,682",Lewis Dunk,4-5-1,Kevin Friend,https://fbref.com/en/matches/d50a51c0/Brighton-and-Hove-Albion-Liverpool-January-12-2019-Premier-League,
24,2019-01-19,15:00 ,Premier League,Matchweek 23,Sat,Away,L,1,2,Manchester Utd,0.8,2.4,44,"74,532",Lewis Dunk,4-5-1,Paul Tierney,https://fbref.com/en/matches/806cb036/Manchester-United-Brighton-and-Hove-Albion-January-19-2019-Premier-League,
26,2019-01-29,19:45 ,Premier League,Matchweek 24,Tue,Away,L,2,4,Fulham,2.2,3.3,39,"22,008",Lewis Dunk,4-3-3,Lee Probert,https://fbref.com/en/matches/3f50a3f4/Fulham-Brighton-and-Hove-Albion-January-29-2019-Premier-League,
27,2019-02-02,15:00 ,Premier League,Matchweek 25,Sat,Home,D,0,0,Watford,1.6,0.3,55,"30,414",Lewis Dunk,4-3-3,Simon Hooper,https://fbref.com/en/matches/1b543fa6/Brighton-and-Hove-Albion-Watford-February-2-2019-Premier-League,
29,2019-02-09,17:30 ,Premier League,Matchweek 26,Sat,Home,L,1,3,Burnley,1.1,2.1,68,"29,323",Lewis Dunk,4-3-3,Stuart Attwell,https://fbref.com/en/matches/2572aa9b/Brighton-and-Hove-Albion-Burnley-February-9-2019-Premier-League,
31,2019-02-26,19:45 ,Premier League,Matchweek 28,Tue,Away,L,1,2,Leicester City,1.2,1.8,51,"30,558",Lewis Dunk,4-3-3,Lee Probert,https://fbref.com/en/matches/86908659/Leicester-City-Brighton-and-Hove-Albion-February-26-2019-Premier-League,
32,2019-03-02,15:00 ,Premier League,Matchweek 29,Sat,Home,W,1,0,Huddersfield,1.2,0.2,54,"30,182",Lewis Dunk,4-3-3,Mike Dean,https://fbref.com/en/matches/e34a25b2/Brighton-and-Hove-Albion-Huddersfield-Town-March-2-2019-Premier-League,
33,2019-03-09,12:30 ,Premier League,Matchweek 30,Sat,Away,W,2,1,Crystal Palace,0.2,1.5,38,"24,972",Lewis Dunk,4-5-1,Craig Pawson,https://fbref.com/en/matches/64a4127a/Crystal-Palace-Brighton-and-Hove-Albion-March-9-2019-Premier-League,
35,2019-03-30,15:00 ,Premier League,Matchweek 32,Sat,Home,L,0,1,Southampton,0.7,0.7,60,"30,636",Lewis Dunk,4-3-3,Michael Oliver,https://fbref.com/en/matches/b3ee7e21/Brighton-and-Hove-Albion-Southampton-March-30-2019-Premier-League,
36,2019-04-03,19:45 ,Premier League,Matchweek 27,Wed,Away,L,0,3,Chelsea,0.4,2.7,32,"38,593",Bruno,4-3-3,Graham Scott,https://fbref.com/en/matches/e112b3a5/Chelsea-Brighton-and-Hove-Albion-April-3-2019-Premier-League,
38,2019-04-13,15:00 ,Premier League,Matchweek 34,Sat,Home,L,0,5,Bournemouth,0.3,2.5,51,"30,460",Lewis Dunk,4-3-3,Kevin Friend,https://fbref.com/en/matches/eb6b53ba/Brighton-and-Hove-Albion-Bournemouth-April-13-2019-Premier-League,
39,2019-04-16,19:45 ,Premier League,Matchweek 31,Tue,Home,L,0,2,Cardiff City,0.6,0.9,64,"30,226",Bruno,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/b6ce8e80/Brighton-and-Hove-Albion-Cardiff-City-April-16-2019-Premier-League,
40,2019-04-20,15:00 ,Premier League,Matchweek 35,Sat,Away,D,0,0,Wolves,0.2,2.7,32,"31,096",Bruno,4-3-3,Craig Pawson,https://fbref.com/en/matches/f6e97df8/Wolverhampton-Wanderers-Brighton-and-Hove-Albion-April-20-2019-Premier-League,
41,2019-04-23,19:45 ,Premier League,Matchweek 33,Tue,Away,L,0,1,Tottenham,0.3,1.3,23,"56,251",Lewis Dunk,4-3-3,Chris Kavanagh,https://fbref.com/en/matches/407914e9/Tottenham-Hotspur-Brighton-and-Hove-Albion-April-23-2019-Premier-League,
42,2019-04-27,17:30 ,Premier League,Matchweek 36,Sat,Home,D,1,1,Newcastle Utd,1.3,0.4,50,"30,587",Bruno,4-4-2,Mike Dean,https://fbref.com/en/matches/dad6d374/Brighton-and-Hove-Albion-Newcastle-United-April-27-2019-Premier-League,
43,2019-05-05,16:30 ,Premier League,Matchweek 37,Sun,Away,D,1,1,Arsenal,1.9,2.4,30,"59,965",Bruno,4-5-1,Anthony Taylor,https://fbref.com/en/matches/0fdf10d7/Arsenal-Brighton-and-Hove-Albion-May-5-2019-Premier-League,
44,2019-05-12,15:00 ,Premier League,Matchweek 38,Sun,Home,L,1,4,Manchester City,0.5,1.6,25,"30,662",Bruno,4-5-1,Michael Oliver,https://fbref.com/en/matches/13fb2984/Brighton-and-Hove-Albion-Manchester-City-May-12-2019-Premier-League,
