,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Edin Džeko,,ba BIH,FW,24-322,90,0,0,0,,,,0,0,,,,,,,0,,
1,Carlos Tevez,,ar ARG,"FW,MF",26-362,90,1,0,0,,,,0,0,,,,,,,0,,
2,David Silva,,es ESP,"FW,MF",25-025,90,0,1,0,,,,0,0,,,,,,,0,,
3,Gareth Barry,,eng ENG,MF,29-344,90,0,0,0,,,,0,0,,,,,,,0,,
4,Nigel de Jong,,nl NED,MF,26-064,45,0,0,0,,,,1,0,,,,,,,0,,
5,Patrick Vieira,,fr FRA,MF,34-224,45,0,0,0,,,,0,0,,,,,,,0,,
6,James Milner,,eng ENG,"DF,MF",25-029,90,0,0,0,,,,0,0,,,,,,,0,,
7,Aleksandar Kolarov,,rs SRB,DF,25-084,90,1,0,0,,,,1,0,,,,,,,0,,
8,Vincent Kompany,,be BEL,DF,24-298,90,0,0,0,,,,0,0,,,,,,,0,,
9,Jérôme Boateng,,de GER,DF,22-152,90,0,0,0,,,,0,0,,,,,,,0,,
10,Micah Richards,,eng ENG,DF,22-223,34,0,0,0,,,,0,0,,,,,,,0,,
11,Kolo Touré,,ci CIV,DF,29-320,56,0,0,0,,,,0,0,,,,,,,0,,
12,Joe Hart,,eng ENG,GK,23-289,90,0,0,0,,,,0,0,,,,,,,0,,
13,13 Players,,,,,990,2,1,0,,,,2,0,,,,,,,0,,
