,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2010-08-14,,Premier League,Matchweek 1,Sat,Home,W,6,0,West Brom,,"41,589",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/d24b45a4/Chelsea-West-Bromwich-Albion-August-14-2010-Premier-League,
1,2010-08-21,,Premier League,Matchweek 2,Sat,Away,W,6,0,Wigan Athletic,,"14,476",,4-3-3,Mike Dean,https://fbref.com/en/matches/f615fdc2/Wigan-Athletic-Chelsea-August-21-2010-Premier-League,
2,2010-08-28,,Premier League,Matchweek 3,Sat,Home,W,2,0,Stoke City,,"40,931",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/29f3da86/Chelsea-Stoke-City-August-28-2010-Premier-League,
3,2010-09-11,,Premier League,Matchweek 4,Sat,Away,W,3,1,West Ham,,"33,014",,4-3-3,Chris Foy,https://fbref.com/en/matches/9577076b/West-Ham-United-Chelsea-September-11-2010-Premier-League,
5,2010-09-19,,Premier League,Matchweek 5,Sun,Home,W,4,0,Blackpool,,"41,761",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/180b4f9b/Chelsea-Blackpool-September-19-2010-Premier-League,
6,2010-09-25,,Premier League,Matchweek 6,Sat,Away,L,0,1,Manchester City,,"47,203",,4-3-3,Andre Marriner,https://fbref.com/en/matches/7d8d72f7/Manchester-City-Chelsea-September-25-2010-Premier-League,
8,2010-10-03,,Premier League,Matchweek 7,Sun,Home,W,2,0,Arsenal,,"41,828",,4-3-3,Mike Dean,https://fbref.com/en/matches/a10d839a/North-West-London-Derby-Chelsea-Arsenal-October-3-2010-Premier-League,
9,2010-10-16,,Premier League,Matchweek 8,Sat,Away,D,0,0,Aston Villa,,"40,122",,4-3-3,Lee Mason,https://fbref.com/en/matches/1688d8b7/Aston-Villa-Chelsea-October-16-2010-Premier-League,
11,2010-10-23,,Premier League,Matchweek 9,Sat,Home,W,2,0,Wolves,,"41,752",,4-3-3,Lee Probert,https://fbref.com/en/matches/df8ad273/Chelsea-Wolverhampton-Wanderers-October-23-2010-Premier-League,
12,2010-10-30,,Premier League,Matchweek 10,Sat,Away,W,2,1,Blackburn,,"25,836",,4-3-3,Peter Walton,https://fbref.com/en/matches/0535ff5b/Blackburn-Rovers-Chelsea-October-30-2010-Premier-League,
14,2010-11-07,,Premier League,Matchweek 11,Sun,Away,L,0,2,Liverpool,,"44,238",,4-3-3,Howard Webb,https://fbref.com/en/matches/e17dfe52/Liverpool-Chelsea-November-7-2010-Premier-League,
15,2010-11-10,,Premier League,Matchweek 12,Wed,Home,W,1,0,Fulham,,"41,593",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/25db6bda/Chelsea-Fulham-November-10-2010-Premier-League,
16,2010-11-14,,Premier League,Matchweek 13,Sun,Home,L,0,3,Sunderland,,"41,072",,4-3-3,Chris Foy,https://fbref.com/en/matches/3d67ef15/Chelsea-Sunderland-November-14-2010-Premier-League,
17,2010-11-20,,Premier League,Matchweek 14,Sat,Away,L,0,1,Birmingham City,,"24,357",,4-3-3,Mark Halsey,https://fbref.com/en/matches/fa03d3d4/Birmingham-City-Chelsea-November-20-2010-Premier-League,
19,2010-11-28,,Premier League,Matchweek 15,Sun,Away,D,1,1,Newcastle Utd,,"46,469",,4-3-3,Andre Marriner,https://fbref.com/en/matches/0785f7e4/Newcastle-United-Chelsea-November-28-2010-Premier-League,
20,2010-12-04,,Premier League,Matchweek 16,Sat,Home,D,1,1,Everton,,"41,642",,4-3-3,Lee Probert,https://fbref.com/en/matches/2bd4285a/Chelsea-Everton-December-4-2010-Premier-League,
22,2010-12-12,,Premier League,Matchweek 17,Sun,Away,D,1,1,Tottenham,,"35,787",,4-3-3,Mike Dean,https://fbref.com/en/matches/353bc14f/Tottenham-Hotspur-Chelsea-December-12-2010-Premier-League,
23,2010-12-27,,Premier League,Matchweek 19,Mon,Away,L,1,3,Arsenal,,"60,112",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/7ea4411c/North-West-London-Derby-Arsenal-Chelsea-December-27-2010-Premier-League,
24,2010-12-29,,Premier League,Matchweek 20,Wed,Home,W,1,0,Bolton,,"40,982",,4-3-3,Mike Jones,https://fbref.com/en/matches/2b7b6489/Chelsea-Bolton-Wanderers-December-29-2010-Premier-League,
25,2011-01-02,,Premier League,Matchweek 21,Sun,Home,D,3,3,Aston Villa,,"41,222",,4-3-3,Lee Mason,https://fbref.com/en/matches/e8f1b22b/Chelsea-Aston-Villa-January-2-2011-Premier-League,
26,2011-01-05,,Premier League,Matchweek 22,Wed,Away,L,0,1,Wolves,,"26,432",,4-3-3,Mark Halsey,https://fbref.com/en/matches/3eb93aa3/Wolverhampton-Wanderers-Chelsea-January-5-2011-Premier-League,
27,2011-01-15,,Premier League,Matchweek 23,Sat,Home,W,2,0,Blackburn,,"40,846",,4-3-3,Martin Atkinson,https://fbref.com/en/matches/7be0d5f7/Chelsea-Blackburn-Rovers-January-15-2011-Premier-League,
28,2011-01-24,,Premier League,Matchweek 24,Mon,Away,W,4,0,Bolton,,"22,837",,4-3-3,Chris Foy,https://fbref.com/en/matches/233c22e0/Bolton-Wanderers-Chelsea-January-24-2011-Premier-League,
29,2011-02-01,,Premier League,Matchweek 25,Tue,Away,W,4,2,Sunderland,,"37,855",,4-3-3,Mark Halsey,https://fbref.com/en/matches/97bda560/Sunderland-Chelsea-February-1-2011-Premier-League,
30,2011-02-06,,Premier League,Matchweek 26,Sun,Home,L,0,1,Liverpool,,"41,829",,4-1-2-1-2◆,Andre Marriner,https://fbref.com/en/matches/2e089ba3/Chelsea-Liverpool-February-6-2011-Premier-League,
