,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Billy Sharp,10.0,eng ENG,FW,35-015,90,0,0,0,2,0,3,0,0,0,0,0,0,0,1,1,50.0
1,Oliver McBurnie,9.0,sct SCO,FW,24-261,90,0,0,0,1,2,0,0,0,0,0,0,0,2,11,13,45.8
2,John Fleck,4.0,sct SCO,CM,29-180,90,0,0,0,0,0,0,3,0,2,0,0,0,2,0,0,
3,John Lundstram,7.0,eng ENG,CM,27-002,73,0,0,0,2,1,0,2,2,2,0,0,0,2,2,2,50.0
4,David McGoldrick,17.0,ie IRL,AM,33-083,17,1,0,0,1,1,0,0,0,0,0,0,0,1,1,2,33.3
5,Chris Basham,6.0,eng ENG,"CB,CM",32-215,50,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,
6,Oliver Norwood,16.0,nir NIR,CM,29-314,40,0,0,0,0,0,0,4,1,2,0,0,0,2,2,0,100.0
7,Enda Stevens,3.0,ie IRL,WB,30-226,90,0,0,0,1,2,0,1,0,0,0,0,0,4,2,2,50.0
8,George Baldock,2.0,gr GRE,"WB,CB",27-348,90,1,0,0,1,1,0,1,1,1,0,0,0,6,0,1,0.0
9,Kean Bryan,29.0,eng ENG,CB,24-111,90,0,0,0,1,0,0,1,0,1,0,0,0,2,4,1,80.0
10,Phil Jagielka,15.0,eng ENG,CB,38-187,79,0,0,0,0,0,0,0,1,0,0,0,0,6,3,1,75.0
11,Jayden Bogle,20.0,eng ENG,WB,20-208,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0.0
12,Ethan Ampadu,22.0,wls WAL,"CB,CM",20-159,90,0,0,0,4,1,0,0,3,2,0,0,0,4,1,1,50.0
13,Aaron Ramsdale,1.0,eng ENG,GK,22-282,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
14,14 Players,,,,,990,2,0,0,14,10,3,13,8,10,0,0,0,34,27,26,50.9
