,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Total,Total,Total,Total,Total,Short,Short,Short,Medium,Medium,Medium,Long,Long,Long,Unnamed: 20_level_0,Unnamed: 21_level_0,Unnamed: 22_level_0,Unnamed: 23_level_0,Unnamed: 24_level_0,Unnamed: 25_level_0,Unnamed: 26_level_0,Unnamed: 27_level_0
,Player,#,Nation,Pos,Age,Min,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xAG,xA,KP,1/3,PPA,CrsPA,PrgP
0,Daniel James,20.0,wls WAL,FW,24-143,58,8,15,53.3,50,0,5,10,50.0,0,0,,0,1,0.0,0,0.0,0.0,0,0,0,0,0
1,Joe Gelhardt,30.0,eng ENG,FW,19-333,32,5,13,38.5,67,54,2,5,40.0,3,4,75.0,0,0,,0,0.0,0.1,0,0,3,0,3
2,Jack Harrison,22.0,eng ENG,LW,25-133,90,21,31,67.7,259,81,18,24,75.0,2,4,50.0,1,2,50.0,0,0.3,0.1,2,0,2,0,2
3,Raphinha,10.0,br BRA,RW,25-109,90,28,46,60.9,478,188,9,13,69.2,11,18,61.1,4,8,50.0,0,0.1,0.1,2,2,4,0,7
4,Rodrigo,19.0,es ESP,AM,31-027,90,38,49,77.6,712,233,17,20,85.0,15,19,78.9,5,8,62.5,0,0.4,0.1,3,7,3,1,11
5,Adam Forshaw,4.0,eng ENG,DM,30-176,90,44,56,78.6,686,250,21,28,75.0,18,20,90.0,2,3,66.7,0,0.0,0.0,0,2,1,0,7
6,Mateusz Klich,43.0,pl POL,DM,31-293,65,21,30,70.0,254,134,16,20,80.0,5,8,62.5,0,2,0.0,0,0.0,0.0,0,2,1,0,4
7,Kalvin Phillips,23.0,eng ENG,DM,26-121,25,15,19,78.9,272,100,7,8,87.5,4,6,66.7,4,4,100.0,0,0.0,0.0,0,1,0,0,1
8,Stuart Dallas,15.0,nir NIR,"LB,RB",30-348,90,49,67,73.1,839,411,24,29,82.8,16,19,84.2,7,13,53.8,0,0.0,0.0,0,5,2,0,9
9,Liam Cooper,6.0,sct SCO,CB,30-215,90,31,39,79.5,561,242,11,14,78.6,17,21,81.0,3,4,75.0,0,0.0,0.0,0,0,0,0,3
10,Diego Llorente,14.0,es ESP,CB,28-229,90,31,38,81.6,596,250,9,11,81.8,19,21,90.5,1,2,50.0,0,0.0,0.0,0,1,0,0,2
11,Luke Ayling,2.0,eng ENG,RB,30-220,88,44,70,62.9,713,436,23,31,74.2,18,27,66.7,3,9,33.3,0,0.1,0.0,1,6,0,0,10
12,Pascal Struijk,21.0,nl NED,"LB,RB",22-234,2,0,2,0.0,0,0,0,0,,0,2,0.0,0,0,,0,0.0,0.0,0,0,0,0,0
13,Illan Meslier,1.0,fr FRA,GK,22-031,90,26,35,74.3,695,446,5,5,100.0,11,11,100.0,10,19,52.6,0,0.0,0.0,0,0,0,0,0
14,14 Players,,,,,990,361,510,70.8,6182,2825,167,218,76.6,139,180,77.2,40,75,53.3,0,0.8,0.6,8,26,16,1,59
