,num,joueur
0,4,Luka Milivojević
1,5,James Tomkins
2,10,Andros Townsend
3,11,Wilfried Zaha
4,12,Mamadou Sakho
5,15,Jeffrey Schlupp
6,17,Christian Benteke
7,18,James McArthur
8,29,Aaron Wan-Bissaka
9,,
10,16,Diego Cavalieri
