,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Jordan Ayew,18.0,gh GHA,FW,26-239,90,22,22,0,0,0,0,2,0,0,0,0,0,17,0,0
1,Sam Clucas,17.0,eng ENG,"AM,LB",27-225,90,37,28,8,1,0,0,3,6,1,0,1,0,25,1,1
2,André Ayew,19.0,gh GHA,"AM,RW",28-142,90,27,25,2,0,0,0,2,1,0,0,0,0,17,0,0
3,Andy King,24.0,wls WAL,"CM,LM",29-191,81,38,38,0,0,0,0,1,0,0,0,0,0,30,0,0
4,Tom Carroll,14.0,eng ENG,LM,25-345,9,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0
5,Ki Sung-yueng,4.0,kr KOR,CM,29-104,90,53,37,15,7,0,1,8,1,6,3,3,0,37,1,1
6,Martin Olsson,16.0,se SWE,WB,29-356,61,36,25,11,0,0,0,6,11,0,0,0,0,19,0,3
7,Tammy Abraham,10.0,eng ENG,"LW,WB",20-218,29,5,5,0,0,0,0,1,0,0,0,0,0,2,0,0
8,Connor Roberts,52.0,wls WAL,"WB,RB",22-227,90,58,48,10,0,0,0,4,10,0,0,0,0,41,0,6
9,Alfie Mawson,6.0,eng ENG,CB,24-109,90,56,56,0,0,0,0,0,0,0,0,0,0,37,0,0
10,Federico Fernández,33.0,ar ARG,CB,29-076,90,47,45,2,1,0,0,0,1,0,0,0,0,40,0,0
11,Kyle Naughton,26.0,eng ENG,CB,29-172,74,60,53,7,1,0,1,0,6,0,0,0,0,41,0,0
12,Luciano Narsingh,11.0,nl NED,"RM,CB",27-237,16,3,3,0,0,0,0,1,0,0,0,0,0,2,0,0
13,Łukasz Fabiański,1.0,pl POL,GK,33-020,90,39,33,6,3,0,0,0,0,0,0,0,0,17,0,0
14,14 Players,,,,,990,485,422,61,13,0,2,28,36,7,3,4,0,328,2,11
