,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Ollie Watkins,11.0,eng ENG,FW,27-127,90,25,3,5,9,11,5,25,1,0,0.0,1,100.0,10,48,17,1,0,0,2,0,14,7
1,Emi Buendía,10.0,ar ARG,FW,26-132,80,39,1,2,15,22,10,39,4,4,100.0,0,0.0,25,147,91,4,4,2,2,1,32,6
2,Jhon Durán,22.0,co COL,FW,19-144,10,3,0,0,2,1,0,3,0,0,,0,,2,0,0,0,0,0,1,0,2,1
3,Jacob Ramsey,41.0,eng ENG,LM,21-343,90,26,0,1,10,15,5,26,1,0,0.0,1,100.0,22,254,175,7,3,2,2,0,22,7
4,Douglas Luiz,6.0,br BRA,CM,24-362,85,59,1,10,33,16,0,59,0,0,,0,,40,276,135,2,0,0,1,2,45,0
5,Boubacar Kamara,44.0,fr FRA,CM,23-164,5,2,0,0,2,0,0,2,0,0,,0,,2,4,3,0,0,0,0,0,1,0
6,John McGinn,7.0,sct SCO,CM,28-200,90,56,2,12,30,14,0,56,0,0,,0,,31,157,100,4,0,0,0,1,38,0
7,Bertrand Traoré,9.0,bf BFA,RM,27-242,45,27,0,3,9,15,3,27,1,0,0.0,1,100.0,24,97,40,1,0,1,3,1,22,6
8,Leon Bailey,31.0,jm JAM,RM,25-270,45,22,2,2,11,9,2,22,4,0,0.0,2,50.0,14,103,45,3,1,1,1,0,15,5
9,Álex Moreno,15.0,es ESP,LB,29-332,84,58,2,20,15,23,3,58,5,1,20.0,1,20.0,32,203,86,5,5,0,5,0,33,8
10,Lucas Digne,27.0,fr FRA,LB,29-290,6,7,1,3,1,3,0,7,0,0,,0,,2,4,0,0,0,0,0,0,1,0
11,Tyrone Mings,5.0,eng ENG,CB,30-054,90,76,12,34,33,9,1,76,2,1,50.0,1,50.0,58,496,288,5,5,0,0,0,60,1
12,Ezri Konsa,4.0,eng ENG,"CB,RB",25-195,90,74,4,29,41,4,0,74,2,1,50.0,1,50.0,41,230,159,0,1,0,0,0,47,0
13,Ashley Young,18.0,eng ENG,RB,37-301,64,48,0,17,19,12,2,48,0,0,,0,,25,92,40,2,1,0,0,0,29,1
14,Diego Carlos,3.0,br BRA,CB,30-052,26,16,3,5,9,2,0,16,0,0,,0,,8,64,43,1,1,0,0,0,11,0
15,Emiliano Martínez,1.0,ar ARG,GK,30-246,90,33,21,30,3,0,0,33,0,0,,0,,22,103,48,0,0,0,0,0,20,0
16,16 Players,,,,,990,571,52,173,242,156,31,571,20,7,35.0,8,40.0,358,2278,1270,35,21,6,17,5,392,42
