,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Outcomes,Outcomes,Outcomes
,Player,#,Nation,Pos,Age,Min,Att,Live,Dead,FK,TB,Sw,Crs,TI,CK,In,Out,Str,Cmp,Off,Blocks
0,Callum Robinson,7.0,ie IRL,"FW,LW",25-349,90,13,13,0,0,0,0,0,0,0,0,0,0,8,0,2
1,Kamil Grosicki,13.0,pl POL,LW,32-222,68,14,14,0,0,0,0,1,0,0,0,0,0,9,0,1
2,Hal Robson-Kanu,4.0,wls WAL,FW,31-240,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,Robert Snodgrass,23.0,sct SCO,RW,33-131,90,23,23,0,0,0,0,3,0,0,0,0,0,14,0,0
4,Matheus Pereira,12.0,pt POR,AM,24-256,82,32,31,1,1,0,0,0,0,0,0,0,0,26,0,1
5,Darnell Furlong,2.0,eng ENG,AM,25-077,8,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Romaine Sawyers,19.0,kn SKN,DM,29-075,90,42,39,3,0,0,1,0,0,0,0,0,0,31,0,1
7,Jake Livermore,8.0,eng ENG,DM,31-063,90,17,17,0,0,0,0,0,0,0,0,0,0,13,0,0
8,Kieran Gibbs,3.0,eng ENG,LB,31-112,90,30,18,12,1,0,0,0,11,0,0,0,0,18,0,0
9,Kyle Bartley,5.0,eng ENG,CB,29-239,90,25,25,0,0,0,0,0,0,0,0,0,0,21,0,1
10,Semi Ajayi,6.0,ng NGA,CB,27-068,90,26,24,2,0,0,0,0,2,0,0,0,0,18,0,0
11,Dara O'Shea,27.0,ie IRL,RB,21-318,90,44,29,13,1,0,0,2,12,0,0,0,0,21,2,3
12,David Button,25.0,eng ENG,GK,31-324,90,37,21,16,4,0,0,0,0,0,0,0,0,18,0,0
13,13 Players,,,,,990,304,255,47,7,0,1,6,25,0,0,0,0,197,2,9
