,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Teemu Pukki,22.0,fi FIN,FW,32-043,90,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0.0
1,Milot Rashica,17.0,xk KVX,LM,25-317,66,0,0,0,0,1,0,1,0,1,0,0,0,4,0,1,0.0
2,Jon Rowe,46.0,eng ENG,LM,19-011,24,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,
3,Billy Gilmour,8.0,sct SCO,CM,20-334,90,0,0,0,2,2,0,2,0,0,0,0,0,5,0,2,0.0
4,Lukas Rupp,7.0,de GER,CM,31-123,57,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,100.0
5,Jakob Sørensen,19.0,dk DEN,"DM,CM",24-069,33,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
6,Tony Springett,45.0,ie IRL,RM,19-231,66,0,0,0,0,1,0,0,0,1,0,0,0,3,1,3,25.0
7,Przemysław Płacheta,11.0,pl POL,RM,24-049,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
8,Pierre Lees-Melou,20.0,fr FRA,"DM,CM",28-351,90,0,0,0,2,0,0,0,2,1,0,0,0,8,0,0,
9,Dimitris Giannoulis,30.0,gr GRE,LB,26-206,90,0,0,0,1,2,0,3,2,5,0,0,0,8,0,0,
10,Sam Byram,3.0,eng ENG,CB,28-237,90,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,25.0
11,Grant Hanley,5.0,sct SCO,CB,30-172,90,0,0,0,0,1,0,0,0,1,0,0,0,4,2,0,100.0
12,Max Aarons,2.0,eng ENG,RB,22-127,90,0,0,0,0,1,0,2,1,2,0,0,0,6,0,1,0.0
13,Angus Gunn,28.0,sct SCO,GK,26-109,90,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,
14,14 Players,,,,,990,0,0,0,5,10,0,8,5,12,0,0,0,48,5,15,25.0
