,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2018-08-10,20:00 ,Premier League,Matchweek 1,Fri,Away,L,1,2,Manchester Utd,1.8,1.5,53,"74,439",Wes Morgan,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/3ae83896/Manchester-United-Leicester-City-August-10-2018-Premier-League,
1,2018-08-18,15:00 ,Premier League,Matchweek 2,Sat,Home,W,2,0,Wolves,0.2,1.1,43,"32,043",Kasper Schmeichel,4-2-3-1,Mike Dean,https://fbref.com/en/matches/8088d605/Leicester-City-Wolverhampton-Wanderers-August-18-2018-Premier-League,
2,2018-08-25,15:00 ,Premier League,Matchweek 3,Sat,Away,W,2,1,Southampton,0.6,0.5,48,"29,925",Wes Morgan,4-2-3-1,Jonathan Moss,https://fbref.com/en/matches/4e5f55cb/Southampton-Leicester-City-August-25-2018-Premier-League,
4,2018-09-01,12:30 ,Premier League,Matchweek 4,Sat,Home,L,1,2,Liverpool,1.0,1.0,51,"32,149",Wes Morgan,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/265bb7a5/Leicester-City-Liverpool-September-1-2018-Premier-League,
5,2018-09-15,15:00 ,Premier League,Matchweek 5,Sat,Away,L,2,4,Bournemouth,2.3,2.3,53,"10,543",Wes Morgan,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/ed9bdfa8/Bournemouth-Leicester-City-September-15-2018-Premier-League,
6,2018-09-22,15:00 ,Premier League,Matchweek 6,Sat,Home,W,3,1,Huddersfield,1.7,0.7,61,"31,676",Kasper Schmeichel,4-2-3-1,David Coote,https://fbref.com/en/matches/b16f9070/Leicester-City-Huddersfield-Town-September-22-2018-Premier-League,
8,2018-09-29,15:00 ,Premier League,Matchweek 7,Sat,Away,W,2,0,Newcastle Utd,1.3,0.4,59,"51,523",Wes Morgan,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/0fe30564/Newcastle-United-Leicester-City-September-29-2018-Premier-League,
9,2018-10-06,15:00 ,Premier League,Matchweek 8,Sat,Home,L,1,2,Everton,0.9,1.3,52,"32,007",Wes Morgan,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/1be8f2f0/Leicester-City-Everton-October-6-2018-Premier-League,
10,2018-10-22,20:00 ,Premier League,Matchweek 9,Mon,Away,L,1,3,Arsenal,0.5,2.7,32,"59,886",Kasper Schmeichel,3-4-1-2,Chris Kavanagh,https://fbref.com/en/matches/9ba76788/Arsenal-Leicester-City-October-22-2018-Premier-League,
11,2018-10-27,17:30 ,Premier League,Matchweek 10,Sat,Home,D,1,1,West Ham,1.7,1.4,64,"31,848",Kasper Schmeichel,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/c55a55c7/Leicester-City-West-Ham-United-October-27-2018-Premier-League,
12,2018-11-03,15:00 ,Premier League,Matchweek 11,Sat,Away,W,1,0,Cardiff City,2.1,0.9,59,"30,877",Wes Morgan,4-2-3-1,Lee Probert,https://fbref.com/en/matches/14512519/Cardiff-City-Leicester-City-November-3-2018-Premier-League,
13,2018-11-10,15:00 ,Premier League,Matchweek 12,Sat,Home,D,0,0,Burnley,1.8,0.4,62,"32,184",Wes Morgan,4-2-3-1,Mike Dean,https://fbref.com/en/matches/bff91ca5/Leicester-City-Burnley-November-10-2018-Premier-League,
14,2018-11-24,15:00 ,Premier League,Matchweek 13,Sat,Away,D,1,1,Brighton,1.2,1.0,46,"30,553",Wes Morgan,4-2-3-1,Chris Kavanagh,https://fbref.com/en/matches/52005385/Brighton-and-Hove-Albion-Leicester-City-November-24-2018-Premier-League,
16,2018-12-01,15:00 ,Premier League,Matchweek 14,Sat,Home,W,2,0,Watford,1.3,1.2,38,"31,353",Wes Morgan,4-2-3-1,Graham Scott,https://fbref.com/en/matches/db20d5d7/Leicester-City-Watford-December-1-2018-Premier-League,
17,2018-12-05,19:45 ,Premier League,Matchweek 15,Wed,Away,D,1,1,Fulham,1.2,1.4,54,"22,881",Wes Morgan,4-2-3-1,David Coote,https://fbref.com/en/matches/6106db5b/Fulham-Leicester-City-December-5-2018-Premier-League,
