,num,joueur
0,1,Hugo Lloris
1,5,Pierre Højbjerg
2,7,Son Heung-min
3,9,Richarlison
4,10,Harry Kane
5,12,Emerson
6,14,Ivan Perišić
7,15,Eric Dier
8,17,Cristian Romero
9,30,Rodrigo Bentancur
10,34,Clément Lenglet
