,num,joueur
0,26,Daniel Bachmann
1,5,William Troost-Ekong
2,6,Imran Louza
3,7,Joshua King
4,8,Tom Cleverley
5,10,João Pedro
6,11,Adam Masina
7,15,Craig Cathcart
8,19,Moussa Sissoko
9,21,Kiko Femenía
10,25,Emmanuel Dennis
