,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,SCA,SCA,Passes,Passes,Passes,Passes,Carries,Carries,Take-Ons,Take-Ons
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Touches,Tkl,Int,Blocks,xG,npxG,xAG,SCA,GCA,Cmp,Att,Cmp%,PrgP,Carries,PrgC,Att,Succ
0,Joshua King,7.0,no NOR,FW,29-320,90,0,0,0,0,1,0,0,0,29,0,0,1,0.0,0.0,0.0,2,0,14,20,70.0,2,14,0,1,1
1,João Pedro,10.0,br BRA,LM,20-066,90,0,0,0,0,1,0,0,0,35,1,1,0,0.1,0.1,0.1,4,0,17,29,58.6,7,19,1,0,0
2,Moussa Sissoko,19.0,fr FRA,CM,32-107,90,0,1,0,0,1,1,0,0,49,0,1,0,0.5,0.5,0.1,4,2,33,43,76.7,6,26,3,3,3
3,Tom Cleverley,8.0,eng ENG,CM,32-111,84,0,0,0,0,2,2,1,0,58,1,0,0,0.1,0.1,0.1,3,0,39,52,75.0,5,30,1,0,0
4,Jeremy Ngakia,2.0,eng ENG,CM,21-085,6,0,0,0,0,0,0,0,0,10,0,0,0,0.0,0.0,0.0,0,0,3,7,42.9,1,5,1,1,0
5,Emmanuel Dennis,25.0,ng NGA,RM,24-016,90,1,0,0,0,1,1,0,0,58,2,1,2,0.1,0.1,0.5,6,0,24,36,66.7,4,38,5,7,3
6,Imran Louza,6.0,ma MAR,DM,22-214,72,0,0,0,0,3,0,1,0,57,1,3,1,0.1,0.1,0.1,3,0,36,46,78.3,4,13,0,0,0
7,Juraj Kucka,33.0,sk SVK,DM,34-278,18,0,0,0,0,2,1,0,0,10,1,0,0,0.1,0.1,0.0,0,0,2,6,33.3,0,3,2,0,0
8,Adam Masina,11.0,ma MAR,LB,27-333,11,0,0,0,0,0,0,0,0,5,0,1,0,0.0,0.0,0.0,0,0,2,4,50.0,0,2,0,0,0
9,Danny Rose,3.0,eng ENG,LB,31-152,79,0,0,0,0,2,1,1,0,53,1,1,1,0.1,0.1,0.0,2,0,18,42,42.9,5,23,3,1,0
10,Craig Cathcart,15.0,nir NIR,CB,32-298,90,0,0,0,0,0,0,0,0,36,1,2,0,0.0,0.0,0.0,0,0,20,32,62.5,1,11,0,0,0
11,William Troost-Ekong,5.0,ng NGA,CB,28-091,90,0,0,0,0,0,0,1,0,38,1,1,3,0.0,0.0,0.0,0,0,19,30,63.3,1,17,0,0,0
12,Kiko Femenía,21.0,es ESP,RB,30-302,90,0,0,0,0,1,0,0,0,105,1,4,2,0.0,0.0,0.0,3,0,64,92,69.6,5,43,5,1,1
13,Daniel Bachmann,26.0,at AUT,GK,27-145,90,0,0,0,0,0,0,0,0,30,0,0,0,0.0,0.0,0.0,0,0,15,30,50.0,0,20,0,0,0
14,14 Players,,,,,990,1,1,0,0,14,6,4,0,573,10,15,10,1.0,1.0,0.9,27,2,306,469,65.2,41,264,21,14,8
