,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Glenn Murray,17.0,eng ENG,FW,34-334,90,30,3,7,17,7,3,30,2,1,50.0,1,50.0,11,40,26,1,0,1,2,1,22,1
1,Solly March,20.0,eng ENG,LW,24-036,74,37,3,15,14,8,0,37,1,0,0.0,1,100.0,20,43,13,0,0,0,1,1,18,3
2,Jürgen Locadia,9.0,nl NED,"LM,LW",24-291,16,7,1,1,5,1,0,7,0,0,,0,,5,12,2,0,0,0,0,1,6,1
3,Anthony Knockaert,11.0,fr FRA,RW,26-278,75,24,0,10,9,7,2,24,2,1,50.0,1,50.0,18,122,51,2,2,1,0,1,15,2
4,Alireza Jahanbakhsh,16.0,ir IRN,"RM,RW",25-014,15,10,1,2,7,1,0,10,1,0,0.0,1,100.0,5,20,8,0,0,0,0,0,4,0
5,Yves Bissouma,8.0,ml MLI,CM,21-360,79,42,2,11,21,10,1,42,1,1,100.0,0,0.0,25,186,66,1,2,1,1,4,28,0
6,Pascal Groß,13.0,de GER,"FW,CM",27-071,11,11,2,3,2,6,1,11,0,0,,0,,6,10,4,0,0,0,0,0,8,0
7,Dale Stephens,6.0,eng ENG,CM,29-074,90,74,7,33,39,3,0,74,0,0,,0,,38,155,22,0,1,0,5,1,39,0
8,Davy Pröpper,24.0,nl NED,CM,26-357,90,48,2,14,21,14,1,48,4,3,75.0,1,25.0,28,75,23,0,0,0,6,4,28,3
9,Gaëtan Bong,3.0,cm CMR,LB,30-122,90,51,3,23,19,9,0,51,0,0,,0,,14,63,46,0,1,0,0,0,16,3
10,Leon Balogun,14.0,ng NGA,CB,30-058,90,34,7,23,10,1,1,34,0,0,,0,,14,58,15,0,0,0,1,1,14,0
11,Shane Duffy,4.0,ie IRL,CB,26-236,90,46,18,33,13,1,1,46,0,0,,0,,17,88,47,0,0,0,0,0,20,0
12,Martín Montoya,22.0,es ESP,RB,27-133,90,58,8,22,25,11,0,58,3,1,33.3,2,66.7,30,164,77,1,0,0,0,0,31,0
13,Mathew Ryan,1.0,au AUS,GK,26-139,90,25,18,25,0,0,0,25,0,0,,0,,10,163,145,0,0,0,0,0,3,0
14,14 Players,,,,,990,497,75,222,202,79,10,497,14,7,50.0,7,50.0,241,1199,545,5,6,3,16,14,252,13
