,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Take-Ons,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving
,Player,#,Nation,Pos,Age,Min,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Att,Succ,Succ%,Tkld,Tkld%,Carries,TotDist,PrgDist,PrgC,1/3,CPA,Mis,Dis,Rec,PrgR
0,Dele Alli,20.0,eng ENG,"FW,DM",21-231,90,59,0,3,26,30,4,59,4,1,25.0,3,75.0,37,230,91,3,2,0,4,1,44,14
1,Harry Kane,10.0,eng ENG,FW,24-123,90,36,0,2,11,24,7,36,3,1,33.3,2,66.7,27,108,57,1,0,0,2,4,31,13
2,Christian Eriksen,23.0,dk DEN,"AM,CM",25-287,76,70,0,3,29,39,3,70,3,2,66.7,1,33.3,49,319,162,3,6,0,3,2,51,4
3,Érik Lamela,11.0,ar ARG,AM,25-269,14,20,0,1,10,9,1,20,0,0,,0,,14,69,35,1,2,0,1,0,16,2
4,Mousa Dembélé,19.0,be BEL,"DM,CM",30-135,68,57,2,11,40,8,0,57,1,1,100.0,0,0.0,37,200,113,2,2,0,2,1,39,0
5,Fernando Llorente,18.0,es ESP,"FW,DM",32-275,22,8,0,0,0,8,2,8,0,0,,0,,2,2,0,0,0,0,0,0,5,2
6,Moussa Sissoko,17.0,fr FRA,"AM,CM",28-104,56,42,2,8,15,20,3,42,1,0,0.0,1,100.0,20,102,57,3,3,1,0,0,33,10
7,Son Heung-min,7.0,kr KOR,AM,25-143,34,25,0,0,8,17,5,25,5,3,60.0,2,40.0,17,156,93,5,1,4,0,1,24,6
8,Danny Rose,3.0,eng ENG,"LB,WB",27-149,90,67,4,11,27,29,3,67,2,1,50.0,1,50.0,30,292,215,9,1,1,1,1,40,8
9,Serge Aurier,24.0,ci CIV,"RB,WB",24-339,90,87,3,18,30,40,0,87,0,0,,0,,27,101,68,2,6,0,1,0,44,10
10,Jan Vertonghen,5.0,be BEL,CB,30-218,90,70,4,22,46,3,1,70,0,0,,0,,40,195,140,0,0,0,0,1,47,0
11,Davinson Sánchez,6.0,co COL,CB,21-169,90,67,3,31,31,5,2,67,0,0,,0,,31,187,156,4,1,0,0,0,42,1
12,Eric Dier,15.0,eng ENG,"DM,CB",23-317,90,91,1,20,62,9,1,91,1,1,100.0,0,0.0,46,281,175,5,1,0,0,2,64,2
13,Hugo Lloris,1.0,fr FRA,GK,30-337,90,25,21,25,0,0,0,25,0,0,,0,,11,31,17,0,0,0,0,0,12,0
14,14 Players,,,,,990,724,40,155,335,241,32,724,20,10,50.0,10,50.0,388,2273,1379,38,25,6,14,13,492,72
