,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,xG,xGA,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
26,2023-02-04,15:00 ,Premier League,Matchweek 22,Sat,Away,W,4,2,Aston Villa,2.6,1.7,38,"42,055",Youri Tielemans,4-2-3-1,Darren England,https://fbref.com/en/matches/76a2a22c/Aston-Villa-Leicester-City-February-4-2023-Premier-League,
27,2023-02-11,15:00 ,Premier League,Matchweek 23,Sat,Home,W,4,1,Tottenham,1.7,1.3,49,"32,184",James Maddison,4-2-3-1,Michael Salisbury,https://fbref.com/en/matches/390c7b85/Leicester-City-Tottenham-Hotspur-February-11-2023-Premier-League,
28,2023-02-19,14:00 ,Premier League,Matchweek 24,Sun,Away,L,0,3,Manchester Utd,1.6,4.4,43,"73,578",James Maddison,4-2-3-1,Stuart Attwell,https://fbref.com/en/matches/d6e88163/Manchester-United-Leicester-City-February-19-2023-Premier-League,
29,2023-02-25,15:00 ,Premier League,Matchweek 25,Sat,Home,L,0,1,Arsenal,0.0,0.7,35,"32,227",Wilfred Ndidi,4-3-3,Craig Pawson,https://fbref.com/en/matches/145cc0a5/Leicester-City-Arsenal-February-25-2023-Premier-League,
31,2023-03-04,17:30 ,Premier League,Matchweek 26,Sat,Away,L,0,1,Southampton,1.9,1.4,65,"30,139",James Maddison,4-2-3-1,Robert Jones,https://fbref.com/en/matches/4d14422c/Southampton-Leicester-City-March-4-2023-Premier-League,
32,2023-03-11,15:00 ,Premier League,Matchweek 27,Sat,Home,L,1,3,Chelsea,2.4,1.6,48,"32,170",James Maddison,3-4-3,Andre Marriner,https://fbref.com/en/matches/bd5571a1/Leicester-City-Chelsea-March-11-2023-Premier-League,
33,2023-03-18,15:00 ,Premier League,Matchweek 28,Sat,Away,D,1,1,Brentford,1.3,0.6,47,"17,006",James Maddison,4-2-3-1,Darren Bond,https://fbref.com/en/matches/7647948e/Brentford-Leicester-City-March-18-2023-Premier-League,
34,2023-04-01,15:00 ,Premier League,Matchweek 29,Sat,Away,L,1,2,Crystal Palace,0.2,2.3,48,"25,147",James Maddison,4-2-3-1,Tim Robinson,https://fbref.com/en/matches/ee1878a0/Crystal-Palace-Leicester-City-April-1-2023-Premier-League,
35,2023-04-04,19:45 ,Premier League,Matchweek 7,Tue,Home,L,1,2,Aston Villa,0.5,1.0,36,"32,087",James Maddison,4-3-3,Graham Scott,https://fbref.com/en/matches/f213214b/Leicester-City-Aston-Villa-April-4-2023-Premier-League,
36,2023-04-08,15:00 ,Premier League,Matchweek 30,Sat,Home,L,0,1,Bournemouth,0.7,2.0,51,"32,094",James Maddison,4-2-3-1,David Coote,https://fbref.com/en/matches/72ca7930/Leicester-City-Bournemouth-April-8-2023-Premier-League,
37,2023-04-15,17:30 ,Premier League,Matchweek 31,Sat,Away,L,1,3,Manchester City,2.3,1.6,30,"53,329",Youri Tielemans,3-4-3,Darren England,https://fbref.com/en/matches/ce8df388/Manchester-City-Leicester-City-April-15-2023-Premier-League,
38,2023-04-22,15:00 ,Premier League,Matchweek 32,Sat,Home,W,2,1,Wolves,2.4,0.9,42,"32,053",Youri Tielemans,4-2-3-1,Andy Madley,https://fbref.com/en/matches/b87e66b4/Leicester-City-Wolverhampton-Wanderers-April-22-2023-Premier-League,
39,2023-04-25,20:00 ,Premier League,Matchweek 33,Tue,Away,D,1,1,Leeds United,2.1,1.5,59,"36,666",Youri Tielemans,4-2-3-1,Paul Tierney,https://fbref.com/en/matches/56c70cf7/Leeds-United-Leicester-City-April-25-2023-Premier-League,
40,2023-05-01,20:00 ,Premier League,Matchweek 34,Mon,Home,D,2,2,Everton,3.4,3.1,54,"32,173",Youri Tielemans,4-3-3,Michael Oliver,https://fbref.com/en/matches/95d2cc61/Leicester-City-Everton-May-1-2023-Premier-League,
41,2023-05-08,15:00 ,Premier League,Matchweek 35,Mon,Away,L,3,5,Fulham,2.8,1.6,43,"24,442",Youri Tielemans,4-2-3-1,Robert Jones,https://fbref.com/en/matches/9a5efecc/Fulham-Leicester-City-May-8-2023-Premier-League,
42,2023-05-15,20:00 ,Premier League,Matchweek 36,Mon,Home,L,0,3,Liverpool,0.4,2.2,34,"32,225",Jonny Evans,4-2-3-1,Craig Pawson,https://fbref.com/en/matches/7dd0fbd7/Leicester-City-Liverpool-May-15-2023-Premier-League,
43,2023-05-22,20:00 ,Premier League,Matchweek 37,Mon,Away,D,0,0,Newcastle Utd,0.1,2.1,23,"52,152",Jonny Evans,5-3-2,Andre Marriner,https://fbref.com/en/matches/807863d8/Newcastle-United-Leicester-City-May-22-2023-Premier-League,
44,2023-05-28,16:30 ,Premier League,Matchweek 38,Sun,Home,W,2,1,West Ham,1.4,1.4,48,"32,183",Jonny Evans,4-2-3-1,Simon Hooper,https://fbref.com/en/matches/a96c9915/Leicester-City-West-Ham-United-May-28-2023-Premier-League,
