,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,Nikola Žigić,,rs SRB,FW,30-056,71,0,0,0,,,,0,0,,,,,,,0,,
1,Alexander Hleb,,by BLR,MF,29-203,19,0,0,0,,,,0,0,,,,,,,0,,
2,Cameron Jerome,,eng ENG,FW,24-098,90,0,1,0,,,,0,0,,,,,,,0,,
3,Keith Fahey,,ie IRL,MF,27-309,90,0,0,0,,,,1,0,,,,,,,0,,
4,Lee Bowyer,,eng ENG,MF,33-321,90,1,0,0,,,,0,0,,,,,,,0,,
5,Barry Ferguson,,sct SCO,MF,32-291,90,0,0,0,,,,0,0,,,,,,,0,,
6,Sebastian Larsson,,se SWE,MF,25-167,90,0,0,0,,,,0,0,,,,,,,0,,
7,Liam Ridgewell,,eng ENG,DF,26-122,90,0,0,0,,,,1,0,,,,,,,0,,
8,Scott Dann,,eng ENG,DF,23-279,90,0,0,0,,,,0,0,,,,,,,0,,
9,Roger Johnson,,eng ENG,DF,27-206,90,0,0,0,,,,0,0,,,,,,,0,,
10,Stephen Carr,,ie IRL,DF,34-083,90,0,0,0,,,,0,0,,,,,,,0,,
11,Ben Foster,,eng ENG,GK,27-231,90,0,0,0,,,,0,0,,,,,,,0,,
12,12 Players,,,,,990,1,1,0,,,,2,0,,,,,,,0,,
