,num,joueur
0,,Kevin Doyle
1,,Sylvan Ebanks-Blake
2,,Richard Stearman
3,,David Edwards
4,,Christophe Berra
5,,Karl Henry
6,,Ronald Zubar
7,,Stephen Hunt
8,,Matthew Jarvis
9,,
10,,Carl Ikeme
