,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Aerial Duels,Aerial Duels,Aerial Duels
,Player,#,Nation,Pos,Age,Min,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%
0,Kelechi Iheanacho,14.0,ng NGA,FW,26-145,61,0,0,0,1,0,2,0,0,0,0,0,0,1,1,3,25.0
1,Jamie Vardy,9.0,eng ENG,FW,36-045,29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,40.0
2,Harvey Barnes,7.0,eng ENG,LW,25-078,90,0,0,0,1,0,1,2,1,0,0,0,0,4,3,3,50.0
3,Tetê,37.0,br BRA,RW,23-010,61,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,0.0
4,Youri Tielemans,8.0,be BEL,"CM,DM",25-294,29,0,0,0,2,0,0,0,0,0,0,0,0,2,0,2,0.0
5,Kiernan Dewsbury-Hall,22.0,eng ENG,"LM,CM,AM",24-172,90,0,0,0,2,0,0,5,0,4,0,0,0,5,1,1,50.0
6,Wilfred Ndidi,25.0,ng NGA,"CM,DM",26-071,76,0,0,0,1,1,0,0,0,2,0,0,0,5,1,0,100.0
7,Boubakary Soumaré,42.0,fr FRA,DM,23-363,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
8,Dennis Praet,26.0,be BEL,"RM,RW",28-287,76,0,0,0,1,0,0,1,1,0,0,0,0,6,1,1,50.0
9,Patson Daka,20.0,zm ZAM,FW,24-139,14,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0.0
10,Victor Bernth Kristiansen,16.0,dk DEN,"LB,CB",20-071,90,0,0,0,2,3,0,0,1,1,0,0,0,8,3,1,75.0
11,Wout Faes,3.0,be BEL,CB,24-328,90,0,0,0,1,2,0,0,0,1,0,0,0,9,2,0,100.0
12,Harry Souttar,15.0,au AUS,CB,24-126,90,0,0,0,0,1,1,0,1,0,0,0,0,7,1,0,100.0
13,Timothy Castagne,27.0,be BEL,"RB,RW",27-082,84,0,0,0,1,0,0,1,2,0,0,0,0,1,1,2,33.3
14,Ricardo Pereira,21.0,pt POR,RW,29-142,6,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,
15,Danny Ward,1.0,wls WAL,GK,29-248,90,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
16,16 Players,,,,,990,0,0,0,14,9,4,10,6,8,0,0,0,55,16,18,47.1
