,Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance
,Player,#,Nation,Pos,Age,Min,Gls,Ast,PK,PKatt,Sh,SoT,CrdY,CrdR,Fls,Fld,Off,Crs,TklW,Int,OG,PKwon,PKcon
0,David N'Gog,,fr FRA,FW,22-176,19,0,0,0,,,,0,0,,,,,,,0,,
1,Kevin Davies,,eng ENG,FW,34-182,71,0,0,0,,,,0,0,,,,,,,0,,
2,Martin Petrov,,bg BUL,"FW,MF",32-252,90,0,0,0,,,,0,0,,,,,,,0,,
3,Chris Eagles,,eng ENG,MF,25-309,70,0,0,0,,,,0,0,,,,,,,0,,
4,Mark Davies,,eng ENG,MF,23-218,20,0,0,0,,,,0,0,,,,,,,0,,
5,Nigel Reo-Coker,,eng ENG,MF,27-133,90,0,0,0,,,,0,0,,,,,,,0,,
6,Darren Pratley,,eng ENG,"DF,MF",26-155,90,0,0,0,,,,0,0,,,,,,,0,,
7,Fabrice Muamba,,eng ENG,MF,23-171,55,0,0,0,,,,0,0,,,,,,,0,,
8,Dedryck Boyata,,be BEL,DF,20-300,35,0,0,0,,,,0,0,,,,,,,0,,
9,Paul Robinson,,eng ENG,DF,32-284,90,0,0,0,,,,0,0,,,,,,,0,,
10,David Wheater,,eng ENG,DF,24-222,54,0,0,0,,,,0,1,,,,,,,0,,
11,Zat Knight,,eng ENG,DF,31-145,90,0,0,0,,,,0,0,,,,,,,0,,
12,Grétar Steinsson,,is ISL,DF,29-258,90,0,0,0,,,,1,0,,,,,,,0,,
13,Jussi Jääskeläinen,,fi FIN,GK,36-158,90,0,0,0,,,,0,0,,,,,,,0,,
14,14 Players,,,,,954,0,0,0,,,,1,1,,,,,,,0,,
