,num,joueur
0,,Petr Čech
1,,Michael Essien
2,,Ashley Cole
3,,Fernando Torres
4,,Didier Drogba
5,,Nicolas Anelka
6,,John Terry
7,,John Obi Mikel
8,,Frank Lampard
9,,José Bosingwa
10,,Branislav Ivanović
