,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
2,2011-08-14,,Premier League,Matchweek 1,Sun,Home,D,0,0,Chelsea,,"27,421",,4-4-2,Mark Halsey,https://fbref.com/en/matches/e1629c06/Stoke-City-Chelsea-August-14-2011-Premier-League,
4,2011-08-21,,Premier League,Matchweek 2,Sun,Away,D,1,1,Norwich City,,"26,272",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/cdf019bc/Norwich-City-Stoke-City-August-21-2011-Premier-League,
6,2011-08-28,,Premier League,Matchweek 3,Sun,Away,W,1,0,West Brom,,"22,909",,4-4-2,Mike Dean,https://fbref.com/en/matches/3b0efe44/West-Bromwich-Albion-Stoke-City-August-28-2011-Premier-League,
7,2011-09-10,,Premier League,Matchweek 4,Sat,Home,W,1,0,Liverpool,,"27,592",,4-4-2,Mark Clattenburg,https://fbref.com/en/matches/a660231e/Stoke-City-Liverpool-September-10-2011-Premier-League,
9,2011-09-18,,Premier League,Matchweek 5,Sun,Away,L,0,4,Sunderland,,"32,296",,4-4-2,Kevin Friend,https://fbref.com/en/matches/bb1cae2d/Sunderland-Stoke-City-September-18-2011-Premier-League,
10,2011-09-24,,Premier League,Matchweek 6,Sat,Home,D,1,1,Manchester Utd,,"27,582",,4-4-2,Peter Walton,https://fbref.com/en/matches/12a293d4/Stoke-City-Manchester-United-September-24-2011-Premier-League,
12,2011-10-02,,Premier League,Matchweek 7,Sun,Away,L,0,2,Swansea City,,"19,523",,4-4-2,Mike Jones,https://fbref.com/en/matches/c3ef7270/Swansea-City-Stoke-City-October-2-2011-Premier-League,
13,2011-10-15,,Premier League,Matchweek 8,Sat,Home,W,2,0,Fulham,,"26,890",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/61264176/Stoke-City-Fulham-October-15-2011-Premier-League,
15,2011-10-23,,Premier League,Matchweek 9,Sun,Away,L,1,3,Arsenal,,"59,671",,4-5-1,Lee Mason,https://fbref.com/en/matches/d870c352/Arsenal-Stoke-City-October-23-2011-Premier-League,
16,2011-10-31,,Premier League,Matchweek 10,Mon,Home,L,1,3,Newcastle Utd,,"26,564",,4-4-2,Mike Dean,https://fbref.com/en/matches/3920bf2a/Stoke-City-Newcastle-United-October-31-2011-Premier-League,
18,2011-11-06,,Premier League,Matchweek 11,Sun,Away,L,0,5,Bolton,,"20,028",,4-4-2,Howard Webb,https://fbref.com/en/matches/a0f1c698/Bolton-Wanderers-Stoke-City-November-6-2011-Premier-League,
19,2011-11-19,,Premier League,Matchweek 12,Sat,Home,L,2,3,QPR,,"27,618",,4-4-2,Mike Jones,https://fbref.com/en/matches/d0223a5e/Stoke-City-Queens-Park-Rangers-November-19-2011-Premier-League,
20,2011-11-26,,Premier League,Matchweek 13,Sat,Home,W,3,1,Blackburn,,"26,686",,4-4-2,Mark Halsey,https://fbref.com/en/matches/79e2ace5/Stoke-City-Blackburn-Rovers-November-26-2011-Premier-League,
22,2011-12-04,,Premier League,Matchweek 14,Sun,Away,W,1,0,Everton,,"33,219",,4-4-2,Lee Mason,https://fbref.com/en/matches/dd067aec/Everton-Stoke-City-December-4-2011-Premier-League,
23,2011-12-11,,Premier League,Matchweek 15,Sun,Home,W,2,1,Tottenham,,"27,529",,4-4-2,Chris Foy,https://fbref.com/en/matches/a481449a/Stoke-City-Tottenham-Hotspur-December-11-2011-Premier-League,
25,2011-12-17,,Premier League,Matchweek 16,Sat,Away,W,2,1,Wolves,,"24,684",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/b27aaf6d/Wolverhampton-Wanderers-Stoke-City-December-17-2011-Premier-League,
