,num,joueur
0,,Tim Ream
1,,David Wheater
2,,Mark Davies
3,,Sam Ricketts
4,,Zat Knight
5,,Grétar Steinsson
6,,David N'Gog
7,,Darren Pratley
8,,Ryo Miyaichi
9,,
10,,Jussi Jääskeläinen
