,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2011-08-13,,Premier League,Matchweek 1,Sat,Away,W,4,0,QPR,,"15,195",,4-4-2,Martin Atkinson,https://fbref.com/en/matches/251d86e5/Queens-Park-Rangers-Bolton-Wanderers-August-13-2011-Premier-League,
1,2011-08-21,,Premier League,Matchweek 2,Sun,Home,L,2,3,Manchester City,,"24,273",,4-4-2,Mike Jones,https://fbref.com/en/matches/83855b59/Bolton-Wanderers-Manchester-City-August-21-2011-Premier-League,
2,2011-08-27,,Premier League,Matchweek 3,Sat,Away,L,1,3,Liverpool,,"44,725",,4-4-2,Lee Probert,https://fbref.com/en/matches/7c22c746/Liverpool-Bolton-Wanderers-August-27-2011-Premier-League,
3,2011-09-10,,Premier League,Matchweek 4,Sat,Home,L,0,5,Manchester Utd,,"25,944",,4-4-2,Andre Marriner,https://fbref.com/en/matches/8d9c0205/Bolton-Wanderers-Manchester-United-September-10-2011-Premier-League,
4,2011-09-17,,Premier League,Matchweek 5,Sat,Home,L,1,2,Norwich City,,"21,223",,4-4-2,Howard Webb,https://fbref.com/en/matches/cab7d1d9/Bolton-Wanderers-Norwich-City-September-17-2011-Premier-League,
5,2011-09-24,,Premier League,Matchweek 6,Sat,Away,L,0,3,Arsenal,,"59,727",,4-5-1,Mark Clattenburg,https://fbref.com/en/matches/d5dc0c49/Arsenal-Bolton-Wanderers-September-24-2011-Premier-League,
6,2011-10-02,,Premier League,Matchweek 7,Sun,Home,L,1,5,Chelsea,,"24,657",,4-3-3,Peter Walton,https://fbref.com/en/matches/63b80077/Bolton-Wanderers-Chelsea-October-2-2011-Premier-League,
7,2011-10-15,,Premier League,Matchweek 8,Sat,Away,W,3,1,Wigan Athletic,,"17,261",,4-4-2,Mike Dean,https://fbref.com/en/matches/359efd8e/Wigan-Athletic-Bolton-Wanderers-October-15-2011-Premier-League,
8,2011-10-22,,Premier League,Matchweek 9,Sat,Home,L,0,2,Sunderland,,"24,349",,4-4-2,Mike Jones,https://fbref.com/en/matches/791e0baf/Bolton-Wanderers-Sunderland-October-22-2011-Premier-League,
9,2011-10-29,,Premier League,Matchweek 10,Sat,Away,L,1,3,Swansea City,,"19,477",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/b9b2e3b9/Swansea-City-Bolton-Wanderers-October-29-2011-Premier-League,
10,2011-11-06,,Premier League,Matchweek 11,Sun,Home,W,5,0,Stoke City,,"20,028",,4-4-1-1,Howard Webb,https://fbref.com/en/matches/a0f1c698/Bolton-Wanderers-Stoke-City-November-6-2011-Premier-League,
11,2011-11-19,,Premier League,Matchweek 12,Sat,Away,L,1,2,West Brom,,"26,221",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/014bbf1d/West-Bromwich-Albion-Bolton-Wanderers-November-19-2011-Premier-League,
12,2011-11-26,,Premier League,Matchweek 13,Sat,Home,L,0,2,Everton,,"24,058",,4-4-2,Michael Oliver,https://fbref.com/en/matches/d70f2866/Bolton-Wanderers-Everton-November-26-2011-Premier-League,
13,2011-12-03,,Premier League,Matchweek 14,Sat,Away,L,0,3,Tottenham,,"35,896",,4-4-2,Stuart Attwell,https://fbref.com/en/matches/0a62cad2/Tottenham-Hotspur-Bolton-Wanderers-December-3-2011-Premier-League,
