,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes
0,2013-08-18,,Premier League,Matchweek 1,Sun,Away,W,1,0,Crystal Palace,,"23,285",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/7a43ef1e/Crystal-Palace-Tottenham-Hotspur-August-18-2013-Premier-League,
2,2013-08-25,,Premier League,Matchweek 2,Sun,Home,W,1,0,Swansea City,,"36,005",,4-2-3-1,Neil Swarbrick,https://fbref.com/en/matches/07321eda/Tottenham-Hotspur-Swansea-City-August-25-2013-Premier-League,
4,2013-09-01,,Premier League,Matchweek 3,Sun,Away,L,0,1,Arsenal,,"60,071",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/12d5977f/North-London-Derby-Arsenal-Tottenham-Hotspur-September-1-2013-Premier-League,
5,2013-09-14,,Premier League,Matchweek 4,Sat,Home,W,2,0,Norwich City,,"35,952",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/f3ce9e1b/Tottenham-Hotspur-Norwich-City-September-14-2013-Premier-League,
7,2013-09-22,,Premier League,Matchweek 5,Sun,Away,W,1,0,Cardiff City,,"27,815",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/b1e33db4/Cardiff-City-Tottenham-Hotspur-September-22-2013-Premier-League,
8,2013-09-28,,Premier League,Matchweek 6,Sat,Home,D,1,1,Chelsea,,"35,857",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/4e1ede41/Tottenham-Hotspur-Chelsea-September-28-2013-Premier-League,
10,2013-10-06,,Premier League,Matchweek 7,Sun,Home,L,0,3,West Ham,,"35,977",,4-2-3-1,Lee Probert,https://fbref.com/en/matches/94b64a78/Tottenham-Hotspur-West-Ham-United-October-6-2013-Premier-League,
11,2013-10-20,,Premier League,Matchweek 8,Sun,Away,W,2,0,Aston Villa,,"35,391",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/4879c13b/Aston-Villa-Tottenham-Hotspur-October-20-2013-Premier-League,
13,2013-10-27,,Premier League,Matchweek 9,Sun,Home,W,1,0,Hull City,,"36,080",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/073af335/Tottenham-Hotspur-Hull-City-October-27-2013-Premier-League,
14,2013-11-03,,Premier League,Matchweek 10,Sun,Away,D,0,0,Everton,,"38,378",,4-2-3-1,Kevin Friend,https://fbref.com/en/matches/25580703/Everton-Tottenham-Hotspur-November-3-2013-Premier-League,
16,2013-11-10,,Premier League,Matchweek 11,Sun,Home,L,0,1,Newcastle Utd,,"36,042",,4-2-3-1,Chris Foy,https://fbref.com/en/matches/1c479690/Tottenham-Hotspur-Newcastle-United-November-10-2013-Premier-League,
17,2013-11-24,,Premier League,Matchweek 12,Sun,Away,L,0,6,Manchester City,,"47,228",,4-2-3-1,Howard Webb,https://fbref.com/en/matches/f9c57baa/Manchester-City-Tottenham-Hotspur-November-24-2013-Premier-League,
19,2013-12-01,,Premier League,Matchweek 13,Sun,Home,D,2,2,Manchester Utd,,"35,884",,4-2-3-1,Mike Dean,https://fbref.com/en/matches/af4839b3/Tottenham-Hotspur-Manchester-United-December-1-2013-Premier-League,
20,2013-12-04,,Premier League,Matchweek 14,Wed,Away,W,2,1,Fulham,,"24,128",,4-2-3-1,Mark Clattenburg,https://fbref.com/en/matches/bac5583d/Fulham-Tottenham-Hotspur-December-4-2013-Premier-League,
21,2013-12-07,,Premier League,Matchweek 15,Sat,Away,W,2,1,Sunderland,,"37,963",,4-2-3-1,Lee Mason,https://fbref.com/en/matches/e7a7f2cf/Sunderland-Tottenham-Hotspur-December-7-2013-Premier-League,
23,2013-12-15,,Premier League,Matchweek 16,Sun,Home,L,0,5,Liverpool,,"36,069",,4-2-3-1,Jon Moss,https://fbref.com/en/matches/07b3ba06/Tottenham-Hotspur-Liverpool-December-15-2013-Premier-League,
24,2013-12-22,,Premier League,Matchweek 17,Sun,Away,W,3,2,Southampton,,"31,455",,4-4-2,Chris Foy,https://fbref.com/en/matches/f85d76b8/Southampton-Tottenham-Hotspur-December-22-2013-Premier-League,
25,2013-12-26,,Premier League,Matchweek 18,Thu,Home,D,1,1,West Brom,,"35,545",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/7e596e09/Tottenham-Hotspur-West-Bromwich-Albion-December-26-2013-Premier-League,
26,2013-12-29,,Premier League,Matchweek 19,Sun,Home,W,3,0,Stoke City,,"36,072",,4-4-2,Kevin Friend,https://fbref.com/en/matches/06f69eb3/Tottenham-Hotspur-Stoke-City-December-29-2013-Premier-League,
27,2014-01-01,,Premier League,Matchweek 20,Wed,Away,W,2,1,Manchester Utd,,"75,265",,4-4-2,Howard Webb,https://fbref.com/en/matches/758636c9/Manchester-United-Tottenham-Hotspur-January-1-2014-Premier-League,
28,2014-01-11,,Premier League,Matchweek 21,Sat,Home,W,2,0,Crystal Palace,,"36,102",,4-4-2,Michael Oliver,https://fbref.com/en/matches/c8d45540/Tottenham-Hotspur-Crystal-Palace-January-11-2014-Premier-League,
29,2014-01-19,,Premier League,Matchweek 22,Sun,Away,W,3,1,Swansea City,,"20,769",,4-2-3-1,Martin Atkinson,https://fbref.com/en/matches/72418c7a/Swansea-City-Tottenham-Hotspur-January-19-2014-Premier-League,
30,2014-01-29,,Premier League,Matchweek 23,Wed,Home,L,1,5,Manchester City,,"36,071",,4-2-3-1,Andre Marriner,https://fbref.com/en/matches/48bf9582/Tottenham-Hotspur-Manchester-City-January-29-2014-Premier-League,
31,2014-02-01,,Premier League,Matchweek 24,Sat,Away,D,1,1,Hull City,,"24,932",,4-4-2,Anthony Taylor,https://fbref.com/en/matches/34e0f823/Hull-City-Tottenham-Hotspur-February-1-2014-Premier-League,
32,2014-02-09,,Premier League,Matchweek 25,Sun,Home,W,1,0,Everton,,"35,944",,4-3-3,Mark Clattenburg,https://fbref.com/en/matches/a99b8f39/Tottenham-Hotspur-Everton-February-9-2014-Premier-League,
33,2014-02-12,,Premier League,Matchweek 26,Wed,Away,W,4,0,Newcastle Utd,,"48,264",,4-3-3,Neil Swarbrick,https://fbref.com/en/matches/2407b302/Newcastle-United-Tottenham-Hotspur-February-12-2014-Premier-League,
35,2014-02-23,,Premier League,Matchweek 27,Sun,Away,L,0,1,Norwich City,,"26,834",,4-1-4-1,Craig Pawson,https://fbref.com/en/matches/22a2bf1c/Norwich-City-Tottenham-Hotspur-February-23-2014-Premier-League,
37,2014-03-02,,Premier League,Matchweek 28,Sun,Home,W,1,0,Cardiff City,,"35,512",,4-4-2,Phil Dowd,https://fbref.com/en/matches/8f5af16f/Tottenham-Hotspur-Cardiff-City-March-2-2014-Premier-League,
38,2014-03-08,,Premier League,Matchweek 29,Sat,Away,L,0,4,Chelsea,,"41,598",,4-2-3-1,Michael Oliver,https://fbref.com/en/matches/1882cdc1/Chelsea-Tottenham-Hotspur-March-8-2014-Premier-League,
40,2014-03-16,,Premier League,Matchweek 30,Sun,Home,L,0,1,Arsenal,,"35,711",,4-5-1,Mike Dean,https://fbref.com/en/matches/42dcd89a/North-London-Derby-Tottenham-Hotspur-Arsenal-March-16-2014-Premier-League,
42,2014-03-23,,Premier League,Matchweek 31,Sun,Home,W,3,2,Southampton,,"35,460",,4-2-3-1,Anthony Taylor,https://fbref.com/en/matches/5407826d/Tottenham-Hotspur-Southampton-March-23-2014-Premier-League,
43,2014-03-30,,Premier League,Matchweek 32,Sun,Away,L,0,4,Liverpool,,"44,762",,4-2-3-1,Phil Dowd,https://fbref.com/en/matches/541e1279/Liverpool-Tottenham-Hotspur-March-30-2014-Premier-League,
44,2014-04-07,,Premier League,Matchweek 33,Mon,Home,W,5,1,Sunderland,,"34,410",,4-1-2-1-2◆,Lee Mason,https://fbref.com/en/matches/427f5ec7/Tottenham-Hotspur-Sunderland-April-7-2014-Premier-League,
45,2014-04-12,,Premier League,Matchweek 34,Sat,Away,D,3,3,West Brom,,"25,398",,4-4-2,Neil Swarbrick,https://fbref.com/en/matches/b7aee726/West-Bromwich-Albion-Tottenham-Hotspur-April-12-2014-Premier-League,
46,2014-04-19,,Premier League,Matchweek 35,Sat,Home,W,3,1,Fulham,,"35,841",,4-4-2,Lee Probert,https://fbref.com/en/matches/6b4c6bd6/Tottenham-Hotspur-Fulham-April-19-2014-Premier-League,
47,2014-04-26,,Premier League,Matchweek 36,Sat,Away,W,1,0,Stoke City,,"26,021",,4-4-2,Andre Marriner,https://fbref.com/en/matches/cd789185/Stoke-City-Tottenham-Hotspur-April-26-2014-Premier-League,
48,2014-05-03,,Premier League,Matchweek 37,Sat,Away,L,0,2,West Ham,,"34,977",,4-4-2,Phil Dowd,https://fbref.com/en/matches/d677cc06/West-Ham-United-Tottenham-Hotspur-May-3-2014-Premier-League,
49,2014-05-11,,Premier League,Matchweek 38,Sun,Home,W,3,0,Aston Villa,,"35,826",,4-4-2,Jon Moss,https://fbref.com/en/matches/a296826e/Tottenham-Hotspur-Aston-Villa-May-11-2014-Premier-League,
